PV,MV,BO,TP,MO,TP_O
1,0,1,779,922,650
1,0,1,761,840,650
1,0,1,780,846,650
1,0,1,752,852,650
1,0,1,785,941,650
1,0,1,766,858,650
1,0,1,753,865,650
1,0,1,822,871,650
1,0,0,904,878,650
1,0,0,1093,869,650
1,0,0,1079,864,650
1,0,0,1070,862,650
1,0,1,1069,858,650
1,0,1,738,871,650
1,0,1,752,877,650
1,0,1,766,994,650
1,0,1,753,888,650
1,0,1,758,896,650
1,0,1,741,899,650
1,0,1,737,903,650
1,0,1,735,909,650
1,0,1,739,914,650
1,0,1,779,982,650
1,0,1,764,925,650
1,0,1,764,929,650
1,0,1,772,935,650
1,0,1,783,992,650
1,0,1,751,941,650
1,0,0,850,946,650
1,0,0,1093,937,650
1,0,0,1077,935,650
1,0,0,1075,932,650
1,0,1,1075,929,650
1,0,1,748,941,650
1,0,1,741,948,650
1,0,1,761,1066,650
1,0,1,760,958,650
1,0,1,740,966,650
1,0,1,769,1078,650
1,0,1,741,976,650
1,0,1,773,1065,650
1,0,1,766,1095,650
1,0,1,732,985,650
1,0,1,772,1079,650
1,0,1,773,1108,650
1,0,1,743,1000,650
1,0,1,773,1089,650
1,0,1,814,1010,650
1,0,0,867,1015,650
1,0,0,1090,1005,650
1,0,0,1079,1002,650
1,0,0,1079,1000,650
1,0,1,1075,1000,650
1,0,1,720,1011,650
1,0,1,756,1083,650
1,0,1,708,1021,650
1,0,1,730,1028,650
1,0,1,705,1031,650
1,0,1,743,1034,650
1,0,1,708,1040,650
1,0,1,715,1045,650
1,0,1,763,1148,650
1,0,1,748,1054,650
1,0,1,741,1060,650
1,0,1,741,1061,650
1,0,1,709,1066,650
1,0,1,730,1070,650
1,0,1,728,1075,650
1,0,0,887,1084,650
1,0,0,1089,1074,650
1,0,0,1079,1071,650
1,0,0,1076,1069,650
1,0,1,1078,1067,650
1,0,1,709,1079,650
1,0,1,752,1201,650
1,0,1,695,1088,650
1,0,1,738,1098,650
1,0,1,724,1098,650
1,0,1,755,1101,650
1,0,1,756,1229,650
1,0,1,699,1110,650
1,0,1,740,1118,650
1,0,1,727,1118,650
1,0,1,755,1121,650
1,0,1,702,1126,650
1,0,1,757,1189,650
1,0,1,737,1138,650
1,0,1,704,1138,650
1,0,0,802,1144,650
1,0,0,1094,1136,650
1,0,0,1080,1133,650
1,0,0,1077,1133,650
1,0,1,1070,1260,650
1,0,1,644,1141,650
1,0,1,646,1140,650
1,0,1,662,1145,650
1,0,1,662,1275,650
1,0,1,627,1153,650
1,0,1,638,1157,650
1,0,1,653,1160,650
1,0,1,665,1163,650
1,0,1,664,1292,650
1,0,1,627,1170,650
1,0,1,634,1174,650
1,0,1,653,1177,650
1,0,1,665,1179,650
1,0,1,624,1183,650
1,0,1,669,1186,650
1,0,0,800,1195,650
1,0,0,1099,1188,650
1,0,0,1080,1185,650
1,0,0,1076,1186,650
1,0,1,1076,1185,650
1,0,1,599,1189,650
1,0,1,654,1321,650
1,0,1,614,1197,650
1,0,1,651,1216,650
1,0,1,659,1206,650
1,0,1,629,1210,650
1,0,1,662,1210,650
1,0,1,616,1216,650
1,0,1,659,1216,650
1,0,1,659,1240,650
1,0,1,652,1238,650
1,0,1,632,1228,650
1,0,1,640,1234,650
1,0,1,655,1233,650
1,0,1,690,1236,650
1,0,0,826,1246,650
1,0,0,1099,1238,650
1,0,0,1082,1236,650
1,0,0,1076,1235,650
1,0,1,1069,1231,650
1,0,1,608,1240,650
1,0,1,616,1246,650
1,0,1,620,1246,650
1,0,1,652,1378,650
1,0,1,601,1254,650
1,0,1,649,1256,650
1,0,1,646,1276,650
1,0,1,602,1264,650
1,0,1,655,1266,650
1,0,1,613,1270,650
1,0,1,614,1273,650
1,0,1,656,1274,650
1,0,1,617,1280,650
1,0,1,640,1281,650
1,0,1,620,1286,650
1,0,0,804,1292,650
1,0,0,1101,1286,650
1,0,0,1083,1284,650
1,0,0,1076,1283,650
1,0,1,1078,1282,650
1,0,1,635,1285,650
1,0,1,646,1288,650
1,0,1,592,1294,650
1,0,1,648,1295,650
1,0,1,596,1301,650
1,0,1,646,1302,650
1,0,1,593,1307,650
1,0,1,615,1312,650
1,0,1,624,1316,650
1,0,1,638,1315,650
1,0,1,622,1322,650
1,0,1,642,1321,650
1,0,1,625,1328,650
1,0,1,635,1328,650
1,0,1,617,1333,650
1,0,0,830,1339,650
1,0,0,1096,1334,650
1,0,0,1083,1332,650
1,0,0,1080,1330,650
1,0,1,1077,1328,650
1,0,1,612,1339,650
1,0,1,642,1335,650
1,0,1,633,1339,650
1,0,1,608,1343,650
1,0,1,594,1346,650
1,0,1,619,1349,650
1,0,1,593,1353,650
1,0,1,584,1356,650
1,0,1,599,1360,650
1,0,1,640,1363,650
1,0,1,598,1366,650
1,0,1,613,1369,650
1,0,1,631,1384,650
1,0,1,642,1501,650
1,0,1,646,1513,650
1,0,0,803,1382,650
1,0,0,1099,1375,650
1,0,0,1087,1374,650
1,0,0,1084,1373,650
1,0,1,1029,1367,650
1,0,1,593,1376,650
1,0,1,599,1378,650
1,0,1,617,1394,650
1,0,1,636,1385,650
1,0,1,641,1392,650
1,0,1,643,1390,650
1,0,1,598,1395,650
1,0,1,649,1395,650
1,0,1,581,1400,650
1,0,1,609,1400,650
1,0,1,578,1405,650
1,0,1,645,1404,650
1,0,1,586,1410,650
1,0,1,631,1547,650
1,0,1,576,1414,650
1,0,0,831,1423,650
1,0,0,1098,1417,650
1,0,0,1087,1416,650
1,0,0,1079,1414,650
1,0,1,1081,1411,650
1,0,1,637,1414,650
1,0,1,585,1421,650
1,0,1,631,1423,650
1,0,1,606,1429,650
1,0,1,580,1429,650
1,0,1,598,1433,650
1,0,1,645,1434,650
1,0,1,584,1439,650
1,0,1,644,1439,650
1,0,1,620,1444,650
1,0,1,646,1444,650
1,0,1,587,1449,650
1,0,1,637,1581,650
1,0,1,610,1453,650
1,0,1,643,1459,650
1,0,0,801,1464,650
1,0,0,1098,1459,650
1,0,0,1086,1457,650
1,0,0,1077,1456,650
1,0,1,1081,1455,650
1,0,1,583,1458,650
1,0,1,649,1459,650
1,0,1,608,1467,650
1,0,1,646,1466,650
1,0,1,637,1473,650
1,0,1,648,1472,650
1,0,1,580,1477,650
1,0,1,646,1477,650
1,0,1,589,1481,650
1,0,1,646,1481,650
1,0,1,609,1487,650
1,0,1,625,1501,650
1,0,1,642,1491,650
1,0,1,610,1496,650
1,0,1,605,1494,650
1,0,0,834,1504,650
1,0,0,1099,1499,650
1,0,0,1082,1496,650
1,0,0,1081,1485,650
1,0,1,1085,1491,650
1,0,1,633,1495,650
1,0,1,604,1500,650
1,0,1,648,1503,650
1,0,1,584,1508,650
1,0,1,646,1509,650
1,0,1,610,1514,650
1,0,1,632,1614,650
1,0,1,590,1519,650
1,0,1,644,1520,650
1,0,1,610,1526,650
1,0,1,632,1624,650
1,0,1,627,1530,650
1,0,1,619,1536,650
1,0,1,644,1534,650
1,0,0,837,1542,650
1,0,0,1083,1537,650
1,0,0,1074,1535,650
1,0,0,1064,1534,650
1,0,0,1072,1534,650
1,0,0,1062,1534,650
1,0,0,1069,1534,650
1,0,0,1060,1533,650
1,0,0,1069,1533,650
1,0,0,1058,1532,650
1,0,0,1066,1532,650
1,0,0,1058,1533,650
1,0,0,1065,1532,650
1,0,0,1055,1533,650
1,0,0,1063,1532,650
1,0,0,1053,1533,650
1,0,1,1066,1529,650
1,0,1,631,1537,650
1,0,1,737,1540,650
1,0,1,669,1549,650
1,0,1,713,1549,650
1,0,0,887,1556,650
1,0,0,1094,1550,650
1,0,0,1085,1549,650
1,0,0,1080,1546,650
1,0,1,1085,1544,650
1,0,1,711,1551,650
1,0,1,720,1684,650
1,0,1,637,1560,650
1,0,1,730,1562,650
1,0,1,726,1715,650
1,0,1,682,1572,650
1,0,1,695,1571,650
1,0,1,709,1626,650
1,0,1,643,1578,650
1,0,1,742,1579,650
1,0,1,747,1580,650
1,0,1,667,1587,650
1,0,1,754,1587,650
1,0,1,720,1687,650
1,0,1,654,1613,650
1,0,0,777,1599,650
1,0,0,1098,1594,650
1,0,0,1082,1592,650
1,0,0,1078,1591,650
1,0,1,1081,1589,650
1,0,1,591,1592,650
1,0,1,644,1726,650
1,0,1,586,1600,650
1,0,1,658,1600,650
1,0,1,624,1605,650
1,0,1,647,1739,650
1,0,1,607,1610,650
1,0,1,642,1710,650
1,0,1,636,1615,650
1,0,1,660,1630,650
1,0,1,652,1620,650
1,0,1,622,1626,650
1,0,1,661,1625,650
1,0,1,603,1629,650
1,0,1,645,1629,650
1,0,0,839,1638,650
1,0,0,1102,1633,650
1,0,0,1083,1631,650
1,0,0,1079,1631,650
1,0,1,1074,1626,650
1,0,1,635,1740,650
1,0,1,624,1635,650
1,0,1,634,1646,650
1,0,1,598,1642,650
1,0,1,661,1643,650
1,0,1,633,1646,650
1,0,1,639,1662,650
1,0,1,651,1651,650
1,0,1,621,1657,650
1,0,1,593,1657,650
1,0,1,604,1661,650
1,0,1,663,1659,650
1,0,1,590,1664,650
1,0,1,660,1664,650
1,0,1,607,1668,650
1,0,0,843,1676,650
1,0,0,1101,1671,650
1,0,0,1088,1668,650
1,0,0,1092,1668,650
1,0,1,1079,1666,650
1,0,1,656,1668,650
1,0,1,605,1674,650
1,0,1,663,1674,650
1,0,1,634,1683,650
1,0,1,591,1681,650
1,0,1,613,1686,650
1,0,1,666,1686,650
1,0,1,623,1693,650
1,0,1,662,1692,650
1,0,1,662,1698,650
1,0,1,669,1696,650
1,0,1,599,1701,650
1,0,1,666,1702,650
1,0,1,593,1706,650
1,0,1,666,1706,650
1,0,0,835,1717,650
1,0,0,1101,1710,650
1,0,0,1083,1708,650
1,0,0,1091,1707,650
1,0,1,1067,1701,650
1,0,1,628,1713,650
1,0,1,655,1711,650
1,0,1,622,1718,650
1,0,1,624,1718,650
1,0,1,670,1823,650
1,0,1,647,1723,650
1,0,1,634,1731,650
1,0,1,665,1729,650
1,0,1,618,1733,650
1,0,1,606,1732,650
1,0,1,610,1737,650
1,0,1,671,1737,650
1,0,1,625,1741,650
1,0,1,665,1741,650
1,0,1,611,1745,650
1,0,0,851,1753,650
1,0,0,1099,1747,650
1,0,0,1088,1745,650
1,0,0,1080,1746,650
1,0,1,1087,1744,650
1,0,1,661,1744,650
1,0,1,615,1751,650
1,0,1,671,1752,650
1,0,1,636,1760,650
1,0,1,595,1758,650
1,0,1,624,1763,650
1,0,1,671,1763,650
1,0,1,612,1767,650
1,0,1,673,1767,650
1,0,1,613,1771,650
1,0,1,672,1770,650
1,0,1,596,1776,650
1,0,1,663,1774,650
1,0,1,616,1779,650
1,0,1,674,1789,650
1,0,0,823,1789,650
1,0,0,1100,1784,650
1,0,0,1096,1782,650
1,0,0,1081,1781,650
1,0,1,1012,1774,650
1,0,1,609,1783,650
1,0,1,671,1784,650
1,0,1,602,1790,650
1,0,1,670,1791,650
1,0,1,598,1796,650
1,0,1,674,1797,650
1,0,1,613,1800,650
1,0,1,675,1801,650
1,0,1,596,1805,650
1,0,1,653,1805,650
1,0,1,598,1810,650
1,0,1,666,1809,650
1,0,1,619,1814,650
1,0,1,653,1904,650
1,0,1,598,1818,650
1,0,0,855,1826,650
1,0,0,1098,1823,650
1,0,0,1091,1819,650
1,0,0,1081,1818,650
1,0,1,1090,1814,650
1,0,1,668,1818,650
1,0,1,597,1824,650
1,0,1,674,1824,650
1,0,1,602,1829,650
1,0,1,611,1830,650
1,0,1,602,1834,650
1,0,1,675,1834,650
1,0,1,600,1839,650
1,0,1,669,1838,650
1,0,1,629,1844,650
1,0,1,660,1932,650
1,0,1,649,1847,650
1,0,1,640,1854,650
1,0,1,675,1851,650
1,0,1,611,1854,650
1,0,0,802,1862,650
1,0,0,1098,1856,650
1,0,0,1083,1855,650
1,0,0,1090,1853,650
1,0,1,1081,1853,650
1,0,1,604,1855,650
1,0,1,663,2009,650
1,0,1,624,1861,650
1,0,1,657,1939,650
1,0,1,646,1868,650
1,0,1,669,2009,650
1,0,1,624,1871,650
1,0,1,674,1873,650
1,0,1,601,1878,650
1,0,1,672,1877,650
1,0,1,625,1882,650
1,0,1,659,1968,650
1,0,1,654,1886,650
1,0,1,659,1975,650
1,0,1,603,1891,650
1,0,0,857,1898,650
1,0,0,1100,1893,650
1,0,0,1083,1892,650
1,0,0,1084,1890,650
1,0,1,1089,1888,650
1,0,1,675,1890,650
1,0,1,602,1897,650
1,0,1,679,1896,650
1,0,1,604,1902,650
1,0,1,618,1902,650
1,0,1,612,1907,650
1,0,1,683,1907,650
1,0,1,605,1911,650
1,0,1,679,1911,650
1,0,1,647,1916,650
1,0,1,648,1921,650
1,0,1,627,1921,650
1,0,1,661,2004,650
1,0,1,658,1924,650
1,0,1,678,1928,650
1,0,0,810,1933,650
1,0,0,1100,1928,650
1,0,0,1084,1926,650
1,0,0,1083,1926,650
1,0,1,1082,1925,650
1,0,1,598,1927,650
1,0,1,628,1933,650
1,0,1,620,1933,650
1,0,1,672,2060,650
1,0,1,663,1940,650
1,0,1,684,1940,650
1,0,1,606,1944,650
1,0,1,646,1950,650
1,0,1,627,1948,650
1,0,1,685,2089,650
1,0,1,640,1952,650
1,0,1,656,1964,650
1,0,1,674,1956,650
1,0,1,640,1961,650
1,0,1,610,1959,650
1,0,0,762,1964,650
1,0,0,1101,1963,650
1,0,0,1089,1961,650
1,0,0,1082,1960,650
1,0,1,1080,1956,650
1,0,1,526,1957,650
1,0,1,526,1959,650
1,0,1,540,1962,650
1,0,1,568,1962,650
1,0,1,565,1963,650
1,0,1,568,1964,650
1,0,1,571,1966,650
1,0,1,571,1968,650
1,0,1,562,1970,650
1,0,1,530,1971,650
1,0,1,561,1973,650
1,0,1,543,1974,650
1,0,1,534,1977,650
1,0,1,530,1978,650
1,0,1,547,1979,650
1,0,0,788,1987,650
1,0,0,1097,1983,650
1,0,0,1091,1982,650
1,0,0,1090,1981,650
1,0,1,1087,1980,650
1,0,1,520,1979,650
1,0,1,559,2103,650
1,0,1,568,1982,650
1,0,1,551,1984,650
1,0,1,533,1987,650
1,0,1,532,1989,650
1,0,1,536,1991,650
1,0,1,547,1992,650
1,0,1,556,1997,650
1,0,1,572,1999,650
1,0,1,570,1995,650
1,0,1,574,1997,650
1,0,1,573,1999,650
1,0,1,563,2000,650
1,0,1,535,2002,650
1,0,0,782,2011,650
1,0,0,1098,2007,650
1,0,0,1089,2006,650
1,0,0,1093,2005,650
1,0,1,1087,2003,650
1,0,1,534,2003,650
1,0,1,557,2007,650
1,0,1,572,2006,650
1,0,1,569,2008,650
1,0,1,533,2009,650
1,0,1,545,2011,650
1,0,1,529,2014,650
1,0,1,573,2014,650
1,0,1,568,2015,650
1,0,1,570,2016,650
1,0,1,573,2019,650
1,0,1,569,2021,650
1,0,1,553,2023,650
1,0,1,572,2023,650
1,0,0,767,2033,650
1,0,0,1083,2030,650
1,0,0,1077,2028,650
1,0,0,1064,2027,650
1,0,0,1073,2027,650
1,0,0,1065,2026,650
1,0,0,1069,2026,650
1,0,0,1059,2026,650
1,0,0,1068,2026,650
1,0,0,1064,2026,650
1,0,0,1065,2026,650
1,0,0,1056,2026,650
1,0,1,1066,2024,650
1,0,1,680,2026,650
1,0,1,621,2032,650
1,0,1,690,2033,650
1,0,1,607,2038,650
1,0,1,667,2038,650
1,0,1,620,2042,650
1,0,1,678,2164,650
1,0,1,646,2046,650
1,0,0,864,2053,650
1,0,0,1098,2048,650
1,0,0,1083,2048,650
1,0,0,1082,2046,650
1,0,1,1089,2042,650
1,0,1,689,2046,650
1,0,1,608,2051,650
1,0,1,690,2050,650
1,0,1,629,2057,650
1,0,1,689,2057,650
1,0,1,612,2062,650
1,0,1,692,2061,650
1,0,1,614,2066,650
1,0,1,684,2065,650
1,0,1,623,2070,650
1,0,1,647,2075,650
1,0,1,648,2074,650
1,0,1,666,2086,650
1,0,1,681,2077,650
1,0,1,695,2085,650
1,0,0,834,2088,650
1,0,0,1100,2083,650
1,0,0,1089,2081,650
1,0,0,1082,2080,650
1,0,1,1081,2079,650
1,0,1,603,2081,650
1,0,1,687,2082,650
1,0,1,623,2087,650
1,0,1,681,2213,650
1,0,1,674,2093,650
1,0,1,696,2093,650
1,0,1,614,2097,650
1,0,1,657,2103,650
1,0,1,636,2101,650
1,0,1,699,2105,650
1,0,1,568,2223,650
1,0,1,574,2102,650
1,0,1,578,2102,650
1,0,1,577,2104,650
1,0,1,539,2107,650
1,0,0,767,2114,650
1,0,0,1105,2111,650
1,0,0,1083,2110,650
1,0,0,1088,2110,650
1,0,1,1076,2104,650
1,0,1,536,2105,650
1,0,1,532,2108,650
1,0,1,565,2127,650
1,0,1,571,2111,650
1,0,1,575,2113,650
1,0,1,579,2115,650
1,0,1,574,2117,650
1,0,1,557,2118,650
1,0,1,543,2119,650
1,0,1,536,2121,650
1,0,1,542,2123,650
1,0,1,552,2125,650
1,0,1,562,2129,650
1,0,1,571,2251,650
1,0,1,577,2251,650
1,0,0,761,2136,650
1,0,0,1101,2134,650
1,0,0,1089,2132,650
1,0,0,1079,2132,650
1,0,1,1033,2125,650
1,0,1,566,2127,650
1,0,1,549,2130,650
1,0,1,551,2134,650
1,0,1,563,2138,650
1,0,1,578,2140,650
1,0,1,576,2137,650
1,0,1,580,2138,650
1,0,1,542,2142,650
1,0,1,535,2143,650
1,0,1,550,2144,650
1,0,1,554,2148,650
1,0,1,562,2150,650
1,0,1,569,2270,650
1,0,1,535,2151,650
1,0,1,564,2152,650
1,0,0,792,2160,650
1,0,0,1096,2156,650
1,0,0,1084,2155,650
1,0,0,1082,2155,650
1,0,1,1081,2153,650
1,0,1,549,2153,650
1,0,1,566,2272,650
1,0,1,575,2156,650
1,0,1,558,2157,650
1,0,1,539,2159,650
1,0,1,564,2160,650
1,0,1,547,2162,650
1,0,1,534,2163,650
1,0,1,544,2165,650
1,0,1,560,2166,650
1,0,1,541,2169,650
1,0,1,555,2169,650
1,0,1,564,2174,650
1,0,1,572,2296,650
1,0,1,579,2296,650
1,0,0,764,2181,650
1,0,0,1099,2178,650
1,0,0,1086,2177,650
1,0,0,1080,2176,650
1,0,1,1035,2170,650
1,0,1,566,2173,650
1,0,1,554,2176,650
1,0,1,552,2180,650
1,0,1,566,2182,650
1,0,1,582,2185,650
1,0,1,562,2185,650
1,0,1,572,2306,650
1,0,1,579,2185,650
1,0,1,581,2187,650
1,0,1,575,2187,650
1,0,1,582,2189,650
1,0,1,579,2191,650
1,0,1,569,2192,650
1,0,1,550,2194,650
1,0,1,547,2196,650
1,0,0,786,2204,650
1,0,0,1099,2203,650
1,0,0,1088,2200,650
1,0,0,1087,2199,650
1,0,1,1088,2196,650
1,0,1,531,2197,650
1,0,1,554,2199,650
1,0,1,580,2199,650
1,0,1,583,2202,650
1,0,1,551,2203,650
1,0,1,581,2206,650
1,0,1,579,2206,650
1,0,1,559,2208,650
1,0,1,547,2210,650
1,0,1,541,2211,650
1,0,1,546,2213,650
1,0,1,538,2214,650
1,0,1,543,2216,650
1,0,1,555,2219,650
1,0,1,579,2220,650
1,0,0,798,2227,650
1,0,0,1101,2224,650
1,0,0,1085,2223,650
1,0,0,1079,2222,650
1,0,1,1084,2220,650
1,0,1,558,2223,650
1,0,1,574,2219,650
1,0,1,572,2222,650
1,0,1,552,2223,650
1,0,1,551,2226,650
1,0,1,538,2228,650
1,0,1,550,2230,650
1,0,1,562,2233,650
1,0,1,571,2248,650
1,0,1,580,2235,650
1,0,1,581,2233,650
1,0,1,582,2236,650
1,0,1,578,2238,650
1,0,1,560,2239,650
1,0,1,542,2240,650
1,0,0,795,2249,650
1,0,0,1099,2246,650
1,0,0,1085,2245,650
1,0,0,1083,2243,650
1,0,1,1088,2241,650
1,0,1,548,2242,650
1,0,1,570,2248,650
1,0,1,582,2244,650
1,0,1,573,2247,650
1,0,1,538,2247,650
1,0,1,542,2250,650
1,0,1,542,2252,650
1,0,1,586,2252,650
1,0,1,579,2253,650
1,0,1,582,2381,650
1,0,1,582,2258,650
1,0,1,572,2259,650
1,0,1,553,2261,650
1,0,1,583,2262,650
1,0,1,564,2263,650
1,0,0,777,2271,650
1,0,0,1099,2268,650
1,0,0,1085,2269,650
1,0,0,1079,2266,650
1,0,1,1009,2260,650
1,0,1,570,2263,650
1,0,1,563,2265,650
1,0,1,554,2269,650
1,0,1,565,2272,650
1,0,1,585,2274,650
1,0,1,560,2274,650
1,0,1,573,2290,650
1,0,1,580,2275,650
1,0,1,586,2276,650
1,0,1,582,2278,650
1,0,1,585,2279,650
1,0,1,585,2280,650
1,0,1,580,2282,650
1,0,1,564,2285,650
1,0,1,545,2286,650
1,0,0,794,2294,650
1,0,0,1097,2291,650
1,0,0,1090,2289,650
1,0,0,1081,2289,650
1,0,1,1082,2286,650
1,0,1,546,2287,650
1,0,1,566,2290,650
1,0,1,586,2289,650
1,0,1,582,2291,650
1,0,1,538,2294,650
1,0,1,584,2294,650
1,0,1,563,2297,650
1,0,1,548,2298,650
1,0,1,540,2300,650
1,0,1,553,2302,650
1,0,1,541,2303,650
1,0,1,546,2305,650
1,0,1,558,2307,650
1,0,1,567,2309,650
1,0,1,584,2312,650
1,0,0,802,2316,650
1,0,0,1100,2314,650
1,0,0,1090,2311,650
1,0,0,1090,2312,650
1,0,1,1089,2309,650
1,0,1,567,2313,650
1,0,1,582,2309,650
1,0,1,563,2312,650
1,0,1,551,2314,650
1,0,1,559,2315,650
1,0,1,552,2318,650
1,0,1,538,2319,650
1,0,1,550,2320,650
1,0,1,560,2323,650
1,0,1,577,2324,650
1,0,1,560,2326,650
1,0,1,570,2329,650
1,0,1,576,2446,650
1,0,1,582,2327,650
1,0,1,577,2329,650
1,0,0,795,2337,650
1,0,0,1098,2334,650
1,0,0,1085,2335,650
1,0,0,1080,2333,650
1,0,1,1084,2332,650
1,0,1,577,2329,650
1,0,1,578,2332,650
1,0,1,546,2336,650
1,0,1,561,2337,650
1,0,1,584,2339,650
1,0,1,576,2353,650
1,0,1,584,2340,650
1,0,1,587,2341,650
1,0,1,587,2342,650
1,0,1,564,2344,650
1,0,1,556,2346,650
1,0,1,543,2348,650
1,0,1,541,2351,650
1,0,1,553,2351,650
1,0,1,581,2352,650
1,0,0,801,2359,650
1,0,0,1101,2356,650
1,0,0,1089,2355,650
1,0,0,1092,2356,650
1,0,1,1083,2354,650
1,0,1,577,2351,650
1,0,1,585,2353,650
1,0,1,549,2356,650
1,0,1,541,2358,650
1,0,1,571,2359,650
1,0,1,558,2361,650
1,0,1,571,2365,650
1,0,1,566,2363,650
1,0,1,583,2364,650
1,0,1,554,2365,650
1,0,1,549,2368,650
1,0,1,542,2370,650
1,0,1,548,2371,650
1,0,1,580,2371,650
1,0,0,800,2379,650
1,0,0,1079,2377,650
1,0,0,1074,2375,650
1,0,0,1067,2375,650
1,0,0,1073,2374,650
1,0,0,1063,2374,650
1,0,0,1073,2373,650
1,0,0,1060,2374,650
1,0,0,1066,2373,650
1,0,0,1057,2373,650
1,0,0,1064,2373,650
1,0,0,1054,2373,650
1,0,1,1041,2366,650
1,0,1,575,2370,650
1,0,1,586,2372,650
1,0,1,579,2376,650
1,0,1,565,2377,650
1,0,1,546,2379,650
1,0,1,540,2380,650
1,0,1,547,2382,650
1,0,1,560,2384,650
1,0,0,801,2391,650
1,0,0,1097,2388,650
1,0,0,1084,2386,650
1,0,0,1079,2386,650
1,0,1,1079,2385,650
1,0,1,579,2381,650
1,0,1,585,2385,650
1,0,1,544,2387,650
1,0,1,550,2389,650
1,0,1,571,2390,650
1,0,1,548,2393,650
1,0,1,561,2395,650
1,0,1,573,2399,650
1,0,1,583,2520,650
1,0,1,588,2547,650
1,0,1,582,2516,650
1,0,1,588,2400,650
1,0,1,589,2401,650
1,0,1,587,2403,650
1,0,1,544,2405,650
1,0,0,777,2413,650
1,0,0,1096,2411,650
1,0,0,1084,2408,650
1,0,0,1080,2409,650
1,0,1,1071,2403,650
1,0,1,549,2405,650
1,0,1,544,2407,650
1,0,1,572,2412,650
1,0,1,583,2532,650
1,0,1,589,2416,650
1,0,1,581,2522,650
1,0,1,588,2415,650
1,0,1,592,2416,650
1,0,1,590,2417,650
1,0,1,545,2418,650
1,0,1,589,2421,650
1,0,1,577,2421,650
1,0,1,557,2423,650
1,0,1,546,2426,650
1,0,1,568,2427,650
1,0,0,797,2435,650
1,0,0,1101,2432,650
1,0,0,1083,2429,650
1,0,0,1080,2429,650
