PV,MV,BO,TP,TP_O
1,0,1,657,450
1,0,1,638,450
1,0,1,644,450
1,0,1,660,450
1,0,0,725,450
1,0,0,839,450
1,0,0,830,450
1,0,0,828,450
1,0,0,824,450
1,0,0,823,450
1,0,0,825,450
1,0,0,825,450
1,0,0,823,450
1,0,0,824,450
1,0,0,825,450
1,0,0,825,450
1,0,0,824,450
1,0,0,823,450
1,0,0,824,450
1,0,0,826,450
1,0,0,826,450
1,0,0,823,450
1,0,0,827,450
1,0,0,824,450
1,0,0,824,450
1,0,0,814,450
1,0,0,818,450
1,0,0,810,450
1,0,0,810,450
1,0,0,805,450
1,0,0,808,450
1,0,0,801,450
1,0,0,806,450
1,0,0,798,450
1,0,0,801,450
1,0,0,799,450
1,0,0,796,450
1,0,0,791,450
1,0,0,800,450
1,0,0,797,450
1,0,0,799,450
1,0,0,800,450
1,0,0,801,450
1,0,0,803,450
1,0,0,805,450
1,0,0,806,450
1,0,0,808,450
1,0,1,787,450
1,0,1,732,450
1,0,1,728,450
1,0,1,733,450
1,0,1,737,450
1,0,0,773,450
1,0,0,824,450
1,0,0,821,450
1,0,0,817,450
1,0,0,820,450
1,0,0,821,450
1,0,0,824,450
1,0,0,822,450
1,0,0,825,450
1,0,0,824,450
1,0,0,825,450
1,0,0,821,450
1,0,0,820,450
1,0,0,819,450
1,0,0,817,450
1,0,0,820,450
1,0,0,818,450
1,0,0,820,450
1,0,0,822,450
1,0,0,823,450
1,0,0,823,450
1,0,0,824,450
1,0,0,822,450
1,0,0,821,450
1,0,0,825,450
1,0,0,825,450
1,0,0,822,450
1,0,0,824,450
1,0,0,824,450
1,0,0,824,450
1,0,1,808,450
1,0,0,745,450
1,0,0,828,450
1,0,0,821,450
1,0,0,817,450
1,0,0,818,450
1,0,0,821,450
1,0,0,821,450
1,0,0,823,450
1,0,0,825,450
1,0,1,821,450
1,0,1,738,450
1,0,1,741,450
1,0,1,737,450
1,0,1,739,450
1,0,0,783,450
1,0,0,827,450
1,0,0,826,450
1,0,0,827,450
1,0,0,826,450
1,0,0,824,450
1,0,0,826,450
1,0,0,822,450
1,0,0,819,450
1,0,0,818,450
1,0,0,819,450
1,0,0,823,450
1,0,0,824,450
1,0,0,822,450
1,0,0,824,450
1,0,0,824,450
1,0,0,826,450
1,0,0,824,450
1,0,0,824,450
1,0,0,825,450
1,0,0,826,450
1,0,0,825,450
1,0,0,822,450
1,0,0,823,450
1,0,0,826,450
1,0,0,826,450
1,0,0,824,450
1,0,0,822,450
1,0,0,822,450
1,0,0,821,450
1,0,0,820,450
1,0,0,822,450
1,0,0,823,450
1,0,0,825,450
1,0,0,825,450
1,0,0,821,450
1,0,0,824,450
1,0,0,825,450
1,0,0,825,450
1,0,0,824,450
1,0,0,825,450
1,0,0,824,450
1,0,0,827,450
1,0,0,826,450
1,0,0,826,450
1,0,0,824,450
1,0,0,824,450
1,0,0,823,450
1,0,0,819,450
1,0,0,820,450
1,0,0,820,450
1,0,0,821,450
1,0,0,823,450
1,0,0,824,450
1,0,0,826,450
1,0,0,825,450
1,0,0,826,450
1,0,0,825,450
1,0,0,825,450
1,0,0,826,450
1,0,0,824,450
1,0,0,824,450
1,0,0,826,450
1,0,0,822,450
1,0,0,824,450
1,0,0,825,450
1,0,0,827,450
1,0,0,825,450
1,0,0,823,450
1,0,0,820,450
1,0,0,820,450
1,0,0,824,450
1,0,0,824,450
1,0,0,821,450
1,0,0,824,450
1,0,0,824,450
1,0,0,823,450
1,0,0,824,450
1,0,0,823,450
1,0,0,824,450
1,0,1,811,450
1,0,1,749,450
1,0,1,738,450
1,0,1,738,450
1,0,1,749,450
1,0,0,773,450
1,0,0,829,450
1,0,0,824,450
1,0,0,823,450
1,0,0,821,450
1,0,0,821,450
1,0,0,824,450
1,0,0,823,450
1,0,0,821,450
1,0,0,821,450
1,0,0,824,450
1,0,0,824,450
1,0,0,825,450
1,0,0,823,450
1,0,0,822,450
1,0,0,822,450
1,0,0,826,450
1,0,0,827,450
1,0,0,825,450
1,0,0,826,450
1,0,0,825,450
1,0,0,826,450
1,0,0,821,450
1,0,0,824,450
1,0,0,823,450
1,0,0,825,450
1,0,0,824,450
1,0,0,825,450
1,0,0,824,450
1,0,0,824,450
1,0,0,826,450
1,0,0,822,450
1,0,0,825,450
1,0,0,823,450
1,0,0,824,450
1,0,0,826,450
1,0,0,823,450
1,0,0,826,450
1,0,0,826,450
1,0,0,825,450
1,0,0,824,450
1,0,0,826,450
1,0,0,825,450
1,0,0,824,450
1,0,0,822,450
1,0,0,824,450
1,0,0,823,450
1,0,0,824,450
1,0,0,822,450
1,0,0,825,450
1,0,0,824,450
1,0,0,824,450
1,0,0,823,450
1,0,0,823,450
1,0,0,825,450
1,0,0,825,450
1,0,0,824,450
1,0,0,826,450
1,0,0,823,450
1,0,0,826,450
1,0,0,825,450
1,0,0,824,450
1,0,0,823,450
1,0,0,824,450
1,0,0,821,450
1,0,0,822,450
1,0,0,825,450
1,0,0,823,450
1,0,0,822,450
1,0,0,822,450
1,0,1,817,450
1,0,1,740,450
1,0,1,747,450
1,0,1,744,450
1,0,1,752,450
1,0,0,779,450
1,0,0,828,450
1,0,0,826,450
1,0,0,825,450
1,0,0,824,450
1,0,0,824,450
1,0,0,825,450
1,0,0,821,450
1,0,0,822,450
1,0,0,820,450
1,0,0,823,450
1,0,0,822,450
1,0,0,823,450
1,0,0,823,450
1,0,0,825,450
1,0,0,824,450
1,0,0,823,450
1,0,0,823,450
1,0,0,823,450
1,0,0,824,450
1,0,0,824,450
1,0,0,824,450
1,0,0,824,450
1,0,0,824,450
1,0,0,825,450
1,0,0,826,450
1,0,0,825,450
1,0,0,825,450
1,0,0,823,450
1,0,0,823,450
1,0,0,824,450
1,0,0,822,450
1,0,0,824,450
1,0,0,825,450
1,0,0,822,450
1,0,0,822,450
1,0,0,823,450
1,0,0,826,450
1,0,0,826,450
1,0,0,824,450
1,0,0,824,450
1,0,0,825,450
1,0,0,827,450
1,0,0,826,450
1,0,0,826,450
1,0,0,826,450
1,0,0,825,450
1,0,0,826,450
1,0,0,823,450
1,0,0,821,450
1,0,0,822,450
1,0,0,822,450
1,0,0,825,450
1,0,0,826,450
1,0,0,824,450
1,0,0,824,450
1,0,0,822,450
1,0,0,824,450
1,0,0,825,450
1,0,0,825,450
1,0,0,823,450
1,0,0,825,450
1,0,0,823,450
1,0,0,825,450
1,0,0,826,450
1,0,0,825,450
1,0,0,826,450
1,0,0,825,450
1,0,0,815,450
1,0,0,815,450
1,0,0,808,450
1,0,0,815,450
1,0,0,805,450
1,0,0,808,450
1,0,0,801,450
1,0,0,805,450
1,0,0,799,450
1,0,0,801,450
1,0,0,794,450
1,0,0,797,450
1,0,0,798,450
1,0,0,796,450
1,0,0,793,450
1,0,0,793,450
1,0,0,798,450
1,0,0,804,450
1,0,0,802,450
1,0,0,808,450
1,0,0,811,450
1,0,0,811,450
1,0,0,813,450
1,0,0,815,450
1,0,0,820,450
1,0,0,822,450
1,0,0,823,450
1,0,0,824,450
1,0,0,825,450
1,0,0,824,450
1,0,0,824,450
1,0,0,823,450
1,0,0,825,450
1,0,0,822,450
1,0,0,822,450
1,0,0,823,450
1,0,0,823,450
1,0,0,825,450
1,0,0,823,450
1,0,0,822,450
1,0,0,823,450
1,0,0,824,450
1,0,0,821,450
1,0,0,822,450
1,0,0,825,450
1,0,0,825,450
1,0,0,823,450
1,0,0,824,450
1,0,0,826,450
1,0,0,823,450
1,0,0,826,450
1,0,0,826,450
1,0,0,826,450
1,0,0,823,450
1,0,0,826,450
1,0,0,827,450
1,0,0,824,450
1,0,0,827,450
1,0,0,827,450
1,0,0,826,450
1,0,0,824,450
1,0,0,823,450
1,0,0,821,450
1,0,0,823,450
1,0,0,826,450
1,0,0,823,450
1,0,0,825,450
1,0,0,823,450
1,0,0,823,450
1,0,0,827,450
1,0,0,823,450
1,0,0,823,450
1,0,0,823,450
1,0,0,824,450
1,0,0,825,450
1,0,0,826,450
1,0,0,824,450
1,0,0,824,450
1,0,0,826,450
1,0,0,826,450
1,0,0,823,450
1,0,0,823,450
1,0,1,795,450
1,0,1,687,450
1,0,1,694,450
1,0,1,701,450
1,0,1,696,450
1,0,0,746,450
1,0,0,832,450
1,0,0,826,450
1,0,0,826,450
1,0,0,826,450
1,0,0,821,450
1,0,0,823,450
1,0,0,823,450
1,0,0,824,450
1,0,0,822,450
1,0,0,826,450
1,0,0,826,450
1,0,0,824,450
1,0,0,825,450
1,0,0,822,450
1,0,0,823,450
1,0,0,823,450
1,0,0,823,450
1,0,0,825,450
1,0,0,825,450
1,0,0,825,450
1,0,0,825,450
1,0,0,825,450
1,0,0,826,450
1,0,0,823,450
1,0,0,826,450
1,0,0,823,450
1,0,0,825,450
1,0,0,827,450
1,0,0,825,450
1,0,0,827,450
1,0,0,825,450
1,0,0,823,450
1,0,0,825,450
1,0,0,823,450
1,0,0,824,450
1,0,0,824,450
1,0,0,823,450
1,0,0,824,450
1,0,0,825,450
1,0,0,822,450
1,0,0,824,450
1,0,0,824,450
1,0,0,825,450
1,0,0,824,450
1,0,0,823,450
1,0,0,823,450
1,0,0,823,450
1,0,0,826,450
1,0,0,823,450
1,0,0,826,450
1,0,0,825,450
1,0,0,823,450
1,0,0,824,450
1,0,0,822,450
1,0,0,822,450
1,0,0,823,450
1,0,0,824,450
1,0,0,825,450
1,0,0,823,450
1,0,0,823,450
1,0,0,826,450
1,0,0,826,450
1,0,0,826,450
1,0,0,825,450
1,0,0,825,450
1,0,0,826,450
1,0,0,826,450
1,0,0,826,450
1,0,0,825,450
1,0,0,825,450
1,0,0,828,450
1,0,0,825,450
1,0,0,824,450
1,0,0,822,450
1,0,0,822,450
1,0,0,825,450
1,0,0,826,450
1,0,0,822,450
1,0,0,825,450
1,0,0,824,450
1,0,0,823,450
1,0,0,827,450
1,0,0,826,450
1,0,0,825,450
1,0,0,823,450
1,0,0,824,450
1,0,0,824,450
1,0,0,826,450
1,0,0,826,450
1,0,0,823,450
1,0,0,827,450
1,0,0,824,450
1,0,0,825,450
1,0,0,824,450
1,0,1,817,450
1,0,1,737,450
1,0,1,744,450
1,0,1,743,450
1,0,1,744,450
1,0,0,780,450
1,0,0,830,450
1,0,0,826,450
1,0,0,822,450
1,0,0,824,450
1,0,0,822,450
1,0,0,821,450
1,0,0,823,450
1,0,0,824,450
1,0,0,821,450
1,0,0,824,450
1,0,0,825,450
1,0,0,821,450
1,0,0,825,450
1,0,0,825,450
1,0,0,824,450
1,0,0,821,450
1,0,0,823,450
1,0,0,823,450
1,0,0,823,450
1,0,0,825,450
1,0,0,824,450
1,0,0,824,450
1,0,0,826,450
1,0,0,827,450
1,0,0,824,450
1,0,0,825,450
1,0,0,826,450
1,0,0,825,450
1,0,0,824,450
1,0,0,825,450
1,0,0,824,450
1,0,0,823,450
1,0,0,826,450
1,0,0,826,450
1,0,0,825,450
1,0,0,822,450
1,0,0,825,450
1,0,0,825,450
1,0,0,826,450
1,0,0,825,450
1,0,0,825,450
1,0,0,823,450
1,0,0,823,450
1,0,0,825,450
1,0,0,825,450
1,0,0,826,450
1,0,0,825,450
1,0,0,824,450
1,0,0,825,450
1,0,0,826,450
1,0,0,828,450
1,0,0,825,450
1,0,0,826,450
1,0,0,825,450
1,0,0,824,450
1,0,0,824,450
1,0,0,823,450
1,0,0,826,450
1,0,0,826,450
1,0,0,826,450
1,0,0,825,450
1,0,0,825,450
1,0,0,825,450
1,0,0,825,450
1,0,0,827,450
1,0,0,825,450
1,0,0,825,450
1,0,0,826,450
1,0,0,824,450
1,0,0,827,450
1,0,0,827,450
1,0,0,826,450
1,0,0,826,450
1,0,0,826,450
1,0,0,825,450
1,0,0,824,450
1,0,0,823,450
1,0,0,824,450
1,0,0,825,450
1,0,0,827,450
1,0,0,825,450
1,0,0,826,450
1,0,0,827,450
1,0,0,827,450
1,0,0,825,450
1,0,0,827,450
1,0,0,824,450
1,0,0,827,450
1,0,0,825,450
1,0,0,826,450
1,0,0,825,450
1,0,0,827,450
1,0,0,827,450
1,0,0,825,450
1,0,0,826,450
1,0,0,827,450
1,0,0,826,450
1,0,0,824,450
1,0,0,824,450
1,0,0,825,450
1,0,0,827,450
1,0,0,823,450
1,0,0,825,450
1,0,0,825,450
1,0,0,826,450
1,0,0,825,450
1,0,0,827,450
1,0,0,826,450
1,0,0,824,450
1,0,0,825,450
1,0,0,826,450
1,0,0,826,450
1,0,0,815,450
1,0,0,820,450
1,0,0,811,450
1,0,0,812,450
1,0,0,807,450
1,0,0,808,450
1,0,0,803,450
1,0,0,806,450
1,0,0,802,450
1,0,0,801,450
1,0,0,796,450
1,0,0,800,450
1,0,0,800,450
1,0,0,801,450
1,0,0,793,450
1,0,0,800,450
1,0,0,801,450
1,0,0,802,450
1,0,0,805,450
1,0,0,810,450
1,0,0,812,450
1,0,0,816,450
1,0,0,818,450
1,0,0,820,450
1,0,0,821,450
1,0,0,823,450
1,0,0,823,450
1,0,0,825,450
1,0,0,823,450
1,0,0,824,450
1,0,0,825,450
1,0,0,822,450
1,0,0,824,450
1,0,0,823,450
1,0,0,824,450
1,0,0,824,450
1,0,0,823,450
1,0,0,827,450
1,0,0,823,450
1,0,0,823,450
1,0,0,822,450
1,0,0,824,450
1,0,0,825,450
1,0,0,823,450
1,0,0,824,450
1,0,0,825,450
1,0,0,823,450
1,0,0,826,450
1,0,0,824,450
1,0,0,826,450
1,0,0,824,450
1,0,0,824,450
1,0,0,826,450
1,0,0,827,450
1,0,0,826,450
1,0,0,825,450
1,0,0,827,450
1,0,0,824,450
1,0,0,825,450
1,0,0,827,450
1,0,0,823,450
1,0,0,824,450
1,0,0,825,450
1,0,0,825,450
1,0,0,824,450
1,0,0,822,450
1,0,0,825,450
1,0,0,825,450
1,0,0,823,450
1,0,0,826,450
1,0,0,826,450
1,0,0,823,450
1,0,0,825,450
1,0,0,825,450
1,0,0,824,450
1,0,0,825,450
1,0,0,827,450
1,0,0,823,450
1,0,0,825,450
1,0,0,826,450
1,0,0,825,450
1,0,0,825,450
1,0,0,825,450
1,0,0,826,450
1,0,0,827,450
1,0,0,826,450
1,0,0,826,450
1,0,0,825,450
1,0,0,823,450
1,0,0,824,450
1,0,0,826,450
1,0,0,825,450
1,0,0,825,450
1,0,0,823,450
1,0,0,842,450
1,0,0,832,450
1,0,0,828,450
1,0,0,825,450
1,0,0,826,450
1,0,0,827,450
1,0,0,825,450
1,0,0,823,450
1,0,0,823,450
1,0,0,826,450
1,0,0,826,450
1,0,0,824,450
1,0,0,826,450
1,0,0,825,450
1,0,0,825,450
1,0,0,825,450
1,0,0,825,450
1,0,0,826,450
1,0,0,826,450
1,0,0,824,450
1,0,0,827,450
1,0,0,825,450
1,0,0,824,450
1,0,0,827,450
1,0,0,825,450
1,0,0,824,450
1,0,0,826,450
1,0,0,825,450
1,0,0,823,450
1,0,0,823,450
1,0,0,824,450
1,0,0,826,450
1,0,0,823,450
1,0,0,825,450
1,0,0,825,450
1,0,0,823,450
1,0,0,826,450
1,0,0,827,450
1,0,0,825,450
1,0,0,825,450
1,0,0,825,450
1,0,0,826,450
1,0,0,827,450
1,0,0,826,450
1,0,0,827,450
1,0,0,826,450
1,0,0,824,450
1,0,0,823,450
1,0,0,826,450
1,0,0,823,450
1,0,0,824,450
1,0,0,826,450
1,0,0,825,450
1,0,0,824,450
1,0,0,825,450
1,0,0,826,450
1,0,0,826,450
1,0,0,823,450
1,0,0,826,450
1,0,0,825,450
1,0,0,827,450
1,0,0,826,450
1,0,0,827,450
1,0,0,827,450
1,0,0,827,450
1,0,0,826,450
1,0,0,825,450
1,0,0,823,450
1,0,0,825,450
1,0,0,825,450
1,0,0,824,450
1,0,0,825,450
1,0,0,825,450
1,0,0,824,450
1,0,0,826,450
1,0,0,824,450
1,0,0,826,450
1,0,0,824,450
1,0,0,826,450
1,0,0,825,450
1,0,0,827,450
1,0,0,826,450
1,0,0,826,450
1,0,0,825,450
1,0,0,827,450
1,0,0,826,450
1,0,0,825,450
1,0,0,823,450
1,0,0,825,450
1,0,0,823,450
1,0,0,825,450
1,0,0,827,450
1,0,0,826,450
1,0,0,825,450
1,0,0,825,450
1,0,0,827,450
1,0,0,825,450
1,0,0,827,450
1,0,0,823,450
1,0,0,826,450
1,0,0,842,450
1,0,0,833,450
1,0,0,826,450
1,0,0,826,450
1,0,0,825,450
1,0,0,826,450
1,0,0,826,450
1,0,0,826,450
1,0,0,824,450
1,0,0,826,450
1,0,0,825,450
1,0,0,823,450
1,0,0,824,450
1,0,0,827,450
1,0,0,825,450
1,0,0,826,450
1,0,0,826,450
1,0,0,824,450
1,0,0,826,450
1,0,0,825,450
1,0,0,826,450
1,0,0,825,450
1,0,0,826,450
1,0,0,825,450
1,0,0,826,450
1,0,0,827,450
1,0,0,825,450
1,0,0,825,450
1,0,0,825,450
1,0,0,825,450
1,0,0,825,450
1,0,0,824,450
1,0,0,826,450
1,0,0,826,450
1,0,0,827,450
1,0,0,825,450
1,0,0,824,450
1,0,0,826,450
1,0,0,825,450
1,0,0,825,450
1,0,0,824,450
1,0,0,825,450
1,0,0,825,450
1,0,0,825,450
1,0,0,826,450
1,0,0,828,450
1,0,0,826,450
1,0,0,825,450
1,0,0,825,450
1,0,0,824,450
1,0,0,825,450
1,0,0,825,450
1,0,0,825,450
1,0,0,826,450
1,0,0,826,450
1,0,0,827,450
1,0,0,827,450
1,0,0,824,450
1,0,0,826,450
1,0,0,826,450
1,0,0,826,450
1,0,0,826,450
1,0,0,827,450
1,0,0,826,450
1,0,0,827,450
1,0,0,828,450
1,0,0,824,450
1,0,0,826,450
1,0,0,826,450
1,0,0,825,450
1,0,0,826,450
1,0,0,825,450
1,0,0,827,450
1,0,0,828,450
1,0,0,827,450
1,0,0,825,450
1,0,0,825,450
1,0,0,827,450
1,0,0,828,450
1,0,0,828,450
1,0,0,825,450
1,0,0,827,450
1,0,0,825,450
1,0,0,826,450
1,0,0,827,450
1,0,0,827,450
1,0,0,826,450
1,0,0,826,450
1,0,0,827,450
1,0,0,824,450
1,0,0,826,450
1,0,0,827,450
1,0,0,827,450
1,0,0,826,450
1,0,0,826,450
1,0,0,827,450
1,0,0,826,450
1,0,0,826,450
1,0,0,826,450
1,0,0,826,450
1,0,0,844,450
1,0,0,832,450
1,0,0,830,450
1,0,0,828,450
1,0,0,827,450
1,0,0,824,450
1,0,0,819,450
1,0,0,821,450
1,0,0,812,450
1,0,0,813,450
1,0,0,808,450
1,0,0,811,450
1,0,0,802,450
1,0,0,804,450
1,0,0,801,450
1,0,0,803,450
1,0,0,800,450
1,0,0,800,450
1,0,0,798,450
1,0,0,797,450
1,0,0,793,450
1,0,0,798,450
1,0,0,803,450
1,0,0,804,450
1,0,0,806,450
1,0,0,810,450
1,0,0,819,450
1,0,0,819,450
1,0,0,820,450
1,0,0,821,450
1,0,0,823,450
1,0,0,822,450
1,0,0,824,450
1,0,0,822,450
1,0,0,825,450
1,0,0,824,450
1,0,0,825,450
1,0,0,825,450
1,0,0,825,450
1,0,0,823,450
1,0,0,824,450
1,0,0,824,450
1,0,0,826,450
1,0,0,826,450
1,0,0,825,450
1,0,0,823,450
1,0,0,825,450
1,0,0,825,450
1,0,0,826,450
1,0,0,824,450
1,0,0,823,450
1,0,0,825,450
1,0,0,823,450
1,0,0,827,450
1,0,0,826,450
1,0,0,827,450
1,0,0,824,450
1,0,0,825,450
1,0,0,827,450
1,0,0,825,450
1,0,0,826,450
1,0,0,827,450
1,0,0,826,450
1,0,0,827,450
1,0,0,826,450
1,0,0,825,450
1,0,0,825,450
1,0,0,826,450
1,0,0,824,450
1,0,0,826,450
1,0,0,825,450
1,0,0,825,450
1,0,0,825,450
1,0,0,825,450
1,0,0,825,450
1,0,0,823,450
1,0,0,826,450
1,0,0,825,450
1,0,0,825,450
1,0,0,825,450
1,0,0,826,450
1,0,0,824,450
1,0,0,825,450
1,0,0,825,450
1,0,0,826,450
1,0,0,825,450
1,0,0,824,450
1,0,0,823,450
1,0,0,826,450
1,0,0,825,450
1,0,0,826,450
1,0,0,823,450
1,0,0,825,450
1,0,0,826,450
1,0,0,824,450
1,0,0,825,450
1,0,0,825,450
1,0,0,827,450
1,0,0,825,450
1,0,0,823,450
