PV,MV,BO,TP,MO,TP_O
1,0,0,993,1511,550
1,0,0,980,1510,550
1,0,0,979,1509,550
1,0,1,980,1506,550
1,0,1,583,1509,550
1,0,1,531,1515,550
1,0,1,595,1515,550
1,0,1,530,1519,550
1,0,1,599,1633,550
1,0,1,538,1524,550
1,0,1,587,1641,550
1,0,1,555,1529,550
1,0,1,573,1544,550
1,0,1,535,1532,550
1,0,1,560,1537,550
1,0,1,595,1536,550
1,0,1,539,1540,550
1,0,1,600,1539,550
1,0,1,581,1544,550
1,0,0,738,1549,550
1,0,0,989,1545,550
1,0,0,981,1544,550
1,0,0,979,1542,550
1,0,1,980,1541,550
1,0,1,579,1543,550
1,0,1,585,1658,550
1,0,1,558,1550,550
1,0,1,576,1566,550
1,0,1,532,1554,550
1,0,1,566,1560,550
1,0,1,596,1559,550
1,0,1,552,1562,550
1,0,1,600,1562,550
1,0,1,588,1567,550
1,0,1,604,1566,550
1,0,1,533,1570,550
1,0,1,596,1570,550
1,0,1,539,1573,550
1,0,1,602,1573,550
1,0,0,733,1581,550
1,0,0,992,1576,550
1,0,0,983,1575,550
1,0,0,980,1575,550
1,0,1,938,1570,550
1,0,1,556,1577,550
1,0,1,559,1579,550
1,0,1,577,1595,550
1,0,1,589,1583,550
1,0,1,592,1588,550
1,0,1,601,1588,550
1,0,1,555,1592,550
1,0,1,606,1592,550
1,0,1,540,1596,550
1,0,1,564,1596,550
1,0,1,535,1600,550
1,0,1,601,1599,550
1,0,1,541,1604,550
1,0,1,590,1715,550
1,0,1,555,1608,550
1,0,0,759,1613,550
1,0,0,993,1609,550
1,0,0,984,1607,550
1,0,0,983,1607,550
1,0,1,981,1606,550
1,0,1,592,1607,550
1,0,1,584,1693,550
1,0,1,577,1614,550
1,0,1,574,1620,550
1,0,1,547,1618,550
1,0,1,555,1623,550
1,0,1,606,1622,550
1,0,1,543,1627,550
1,0,1,604,1626,550
1,0,1,580,1630,550
1,0,1,600,1629,550
1,0,1,553,1634,550
1,0,1,587,1718,550
1,0,1,579,1636,550
1,0,1,608,1708,550
1,0,0,717,1645,550
1,0,0,990,1640,550
1,0,0,982,1640,550
1,0,0,981,1638,550
1,0,1,981,1638,550
1,0,1,526,1640,550
1,0,1,605,1641,550
1,0,1,551,1646,550
1,0,1,609,1647,550
1,0,1,574,1651,550
1,0,1,603,1651,550
1,0,1,542,1654,550
1,0,1,610,1654,550
1,0,1,534,1660,550
1,0,1,583,1659,550
1,0,1,543,1662,550
1,0,1,595,1774,550
1,0,1,565,1666,550
1,0,1,589,1750,550
1,0,1,550,1672,550
1,0,0,765,1677,550
1,0,0,992,1673,550
1,0,0,982,1673,550
1,0,0,979,1671,550
1,0,1,981,1669,550
1,0,1,604,1670,550
1,0,1,574,1678,550
1,0,1,605,1677,550
1,0,1,563,1681,550
1,0,1,540,1680,550
1,0,1,502,1680,550
1,0,1,500,1681,550
1,0,1,486,1683,550
1,0,1,473,1684,550
1,0,1,482,1686,550
1,0,1,472,1687,550
1,0,1,482,1689,550
1,0,1,489,1693,550
1,0,1,497,1806,550
1,0,1,500,1691,550
1,0,0,665,1699,550
1,0,0,993,1697,550
1,0,0,986,1696,550
1,0,0,978,1694,550
1,0,1,969,1690,550
1,0,1,468,1691,550
1,0,1,481,1695,550
1,0,1,490,1699,550
1,0,1,498,1807,550
1,0,1,501,1698,550
1,0,1,497,1812,550
1,0,1,501,1701,550
1,0,1,503,1703,550
1,0,1,505,1704,550
1,0,1,468,1706,550
1,0,1,502,1707,550
1,0,1,493,1709,550
1,0,1,476,1711,550
1,0,1,469,1712,550
1,0,1,485,1714,550
1,0,0,689,1720,550
1,0,0,991,1718,550
1,0,0,988,1715,550
1,0,0,979,1716,550
1,0,1,979,1713,550
1,0,1,587,1718,550
1,0,1,688,1720,550
1,0,1,660,1754,550
1,0,1,608,1727,550
1,0,1,599,1728,550
1,0,1,672,1831,550
1,0,1,624,1733,550
1,0,1,697,1734,550
1,0,1,637,1740,550
1,0,1,648,1740,550
1,0,1,694,1741,550
1,0,1,660,1772,550
1,0,1,610,1746,550
1,0,1,694,1746,550
1,0,1,637,1753,550
1,0,0,801,1755,550
1,0,0,994,1750,550
1,0,0,984,1749,550
1,0,0,980,1749,550
1,0,1,982,1748,550
1,0,1,649,1766,550
1,0,1,611,1754,550
1,0,1,698,1755,550
1,0,1,648,1764,550
1,0,1,605,1762,550
1,0,1,689,1762,550
1,0,1,671,1836,550
1,0,1,597,1767,550
1,0,1,698,1767,550
1,0,1,699,1865,550
1,0,1,669,1772,550
1,0,1,678,1880,550
1,0,1,630,1775,550
1,0,1,699,1777,550
1,0,1,697,1857,550
1,0,0,775,1784,550
1,0,0,994,1781,550
1,0,0,983,1780,550
1,0,0,983,1779,550
1,0,1,985,1777,550
1,0,1,592,1782,550
1,0,1,694,1782,550
1,0,1,656,1804,550
1,0,1,593,1789,550
1,0,1,602,1791,550
1,0,1,644,1796,550
1,0,1,628,1795,550
1,0,1,648,1802,550
1,0,1,618,1801,550
1,0,1,625,1802,550
1,0,1,668,1874,550
1,0,1,599,1806,550
1,0,1,699,1805,550
1,0,1,696,1808,550
1,0,0,815,1814,550
1,0,0,982,1810,550
1,0,0,979,1810,550
1,0,0,966,1808,550
1,0,0,980,1808,550
1,0,0,966,1808,550
1,0,0,970,1807,550
1,0,0,962,1807,550
1,0,0,968,1807,550
1,0,0,960,1807,550
1,0,0,966,1806,550
1,0,0,959,1807,550
1,0,0,962,1806,550
1,0,0,956,1806,550
1,0,0,965,1805,550
1,0,0,955,1806,550
1,0,1,961,1803,550
1,0,1,642,1830,550
1,0,1,603,1811,550
1,0,1,688,1813,550
1,0,1,612,1818,550
1,0,0,753,1822,550
1,0,0,984,1819,550
1,0,0,983,1817,550
1,0,0,978,1817,550
1,0,1,981,1814,550
1,0,1,555,1817,550
1,0,1,618,1819,550
1,0,1,542,1823,550
1,0,1,614,1823,550
1,0,1,580,1827,550
1,0,1,607,1938,550
1,0,1,577,1830,550
1,0,1,599,1844,550
1,0,1,607,1834,550
1,0,1,624,1841,550
1,0,1,616,1838,550
1,0,1,572,1843,550
1,0,1,623,1841,550
1,0,1,553,1845,550
1,0,1,578,1845,550
1,0,0,767,1851,550
1,0,0,1000,1848,550
1,0,0,983,1846,550
1,0,0,980,1847,550
1,0,1,980,1845,550
1,0,1,587,1856,550
1,0,1,551,1849,550
1,0,1,612,1967,550
1,0,1,578,1853,550
1,0,1,629,1958,550
1,0,1,603,1858,550
1,0,1,593,1864,550
1,0,1,618,1862,550
1,0,1,573,1866,550
1,0,1,556,1866,550
1,0,1,564,1869,550
1,0,1,627,1868,550
1,0,1,548,1873,550
1,0,1,621,1871,550
1,0,1,589,1877,550
1,0,0,761,1882,550
1,0,0,999,1878,550
1,0,0,984,1876,550
1,0,0,984,1875,550
1,0,1,982,1874,550
1,0,1,590,1875,550
1,0,1,616,1877,550
1,0,1,565,1881,550
1,0,1,607,1960,550
1,0,1,564,1886,550
1,0,1,589,1891,550
1,0,1,623,1888,550
1,0,1,577,1893,550
1,0,1,628,1892,550
1,0,1,610,1897,550
1,0,1,625,1896,550
1,0,1,551,1899,550
1,0,1,619,1900,550
1,0,1,566,1902,550
1,0,1,625,1905,550
1,0,0,743,1910,550
1,0,0,994,1906,550
1,0,0,982,1904,550
1,0,0,980,1904,550
1,0,1,984,1903,550
1,0,1,557,1906,550
1,0,1,611,1907,550
1,0,1,584,1913,550
1,0,1,627,1912,550
1,0,1,621,1916,550
1,0,1,629,1915,550
1,0,1,550,1918,550
1,0,1,629,1920,550
1,0,1,570,1924,550
1,0,1,568,1923,550
1,0,1,553,1927,550
1,0,1,628,1926,550
1,0,1,560,1930,550
1,0,1,620,1930,550
1,0,1,585,1934,550
1,0,0,772,1939,550
1,0,0,990,1936,550
1,0,0,982,1934,550
1,0,0,982,1934,550
1,0,1,969,1929,550
1,0,1,620,1933,550
1,0,1,601,1947,550
1,0,1,615,1939,550
1,0,1,588,1944,550
1,0,1,553,1943,550
1,0,1,564,1946,550
1,0,1,638,1946,550
1,0,1,553,1950,550
1,0,1,626,1949,550
1,0,1,598,1954,550
1,0,1,620,2074,550
1,0,1,585,1956,550
1,0,1,607,1967,550
1,0,1,617,1959,550
1,0,1,630,1966,550
1,0,0,724,1967,550
1,0,0,995,1963,550
1,0,0,981,1962,550
1,0,0,981,1960,550
1,0,1,980,1960,550
1,0,1,546,1962,550
1,0,1,623,1963,550
1,0,1,562,1967,550
1,0,1,630,1967,550
1,0,1,604,1971,550
1,0,1,627,1970,550
1,0,1,561,1975,550
1,0,1,618,2087,550
1,0,1,586,1978,550
1,0,1,638,2080,550
1,0,1,602,1981,550
1,0,1,599,1987,550
1,0,1,627,1984,550
1,0,1,581,1989,550
1,0,1,562,1988,550
1,0,0,780,1994,550
1,0,0,994,1992,550
1,0,0,982,1989,550
1,0,0,982,1988,550
1,0,1,978,1984,550
1,0,1,622,1987,550
1,0,1,562,1992,550
1,0,1,633,1993,550
1,0,1,554,1997,550
1,0,1,607,1997,550
1,0,1,561,2001,550
1,0,1,631,2000,550
1,0,1,575,2004,550
1,0,1,619,2077,550
1,0,1,571,2008,550
1,0,1,608,2020,550
1,0,1,624,2011,550
1,0,1,593,2015,550
1,0,1,634,2014,550
1,0,1,630,2019,550
1,0,0,725,2021,550
1,0,0,993,2019,550
1,0,0,984,2018,550
1,0,0,983,2016,550
1,0,1,979,2015,550
1,0,1,573,2017,550
1,0,1,613,2082,550
1,0,1,554,2022,550
1,0,1,628,2022,550
1,0,1,594,2026,550
1,0,1,613,2068,550
1,0,1,606,2030,550
1,0,1,602,2034,550
1,0,1,636,2033,550
1,0,1,633,2038,550
1,0,1,642,2035,550
1,0,1,563,2039,550
1,0,1,638,2039,550
1,0,1,557,2042,550
1,0,1,625,2043,550
1,0,0,761,2049,550
1,0,0,994,2046,550
1,0,0,984,2044,550
1,0,0,982,2044,550
1,0,1,918,2037,550
1,0,1,597,2047,550
1,0,1,631,2046,550
1,0,1,621,2121,550
1,0,1,606,2051,550
1,0,1,645,2098,550
1,0,1,636,2054,550
1,0,1,587,2058,550
1,0,1,623,2058,550
1,0,1,606,2064,550
1,0,1,559,2062,550
1,0,1,585,2065,550
1,0,1,641,2065,550
1,0,1,567,2069,550
1,0,1,643,2068,550
1,0,1,619,2072,550
1,0,0,748,2077,550
1,0,0,993,2074,550
1,0,0,985,2071,550
1,0,0,982,2070,550
1,0,1,981,2071,550
1,0,1,588,2071,550
1,0,1,609,2082,550
1,0,1,565,2077,550
1,0,1,627,2186,550
1,0,1,587,2081,550
1,0,1,612,2088,550
1,0,1,624,2084,550
1,0,1,596,2089,550
1,0,1,645,2086,550
1,0,1,634,2092,550
1,0,1,646,2090,550
1,0,1,561,2093,550
1,0,1,639,2093,550
1,0,1,567,2097,550
1,0,1,641,2096,550
1,0,0,761,2103,550
1,0,0,997,2099,550
1,0,0,984,2098,550
1,0,0,983,2097,550
1,0,1,980,2097,550
1,0,1,588,2099,550
1,0,1,645,2100,550
1,0,1,616,2114,550
1,0,1,626,2104,550
1,0,1,643,2112,550
1,0,1,642,2108,550
1,0,1,589,2113,550
1,0,1,646,2111,550
1,0,1,564,2115,550
1,0,1,598,2115,550
1,0,1,560,2118,550
1,0,1,640,2117,550
1,0,1,570,2123,550
1,0,1,634,2229,550
1,0,1,589,2125,550
1,0,0,786,2130,550
1,0,0,995,2126,550
1,0,0,984,2125,550
1,0,0,983,2124,550
1,0,1,985,2122,550
1,0,1,639,2124,550
1,0,1,576,2128,550
1,0,1,628,2128,550
1,0,1,599,2133,550
1,0,1,562,2133,550
1,0,1,587,2137,550
1,0,1,648,2136,550
1,0,1,569,2140,550
1,0,1,646,2139,550
1,0,1,616,2143,550
1,0,1,642,2143,550
1,0,1,574,2146,550
1,0,1,632,2252,550
1,0,1,597,2149,550
1,0,1,649,2233,550
1,0,0,755,2156,550
1,0,0,995,2153,550
1,0,0,986,2151,550
1,0,0,983,2151,550
1,0,1,986,2150,550
1,0,1,581,2152,550
1,0,1,651,2152,550
1,0,1,608,2159,550
1,0,1,643,2158,550
1,0,1,648,2162,550
1,0,1,651,2160,550
1,0,1,574,2163,550
1,0,1,646,2163,550
1,0,1,564,2166,550
1,0,1,639,2166,550
1,0,1,583,2169,550
1,0,1,629,2234,550
1,0,1,618,2172,550
1,0,1,613,2177,550
1,0,1,565,2176,550
1,0,0,795,2180,550
1,0,0,995,2177,550
1,0,0,984,2176,550
1,0,0,983,2174,550
1,0,1,963,2171,550
1,0,1,624,2257,550
1,0,1,601,2178,550
1,0,1,643,2179,550
1,0,1,575,2182,550
1,0,1,645,2183,550
1,0,1,609,2185,550
1,0,1,620,2197,550
1,0,1,587,2190,550
1,0,1,640,2293,550
1,0,0,804,2198,550
1,1,0,825,2200,550
1,1,0,954,2196,550
1,1,0,973,2196,550
1,1,0,981,2195,550
1,1,0,985,2194,550
1,1,0,984,2193,550
1,1,0,989,2194,550
1,1,0,971,2193,550
1,1,0,979,2193,550
1,1,0,970,2193,550
1,1,0,973,2192,550
1,1,0,963,2193,550
1,1,0,968,2193,550
1,1,0,959,2193,550
1,1,0,969,2193,550
1,1,0,961,2193,550
1,1,0,965,2193,550
1,1,0,957,2192,550
1,1,0,964,2193,550
1,1,0,956,2193,550
1,1,0,961,2192,550
1,1,0,955,2192,550
1,1,0,954,2192,550
1,1,0,961,2191,550
1,1,0,957,2192,550
1,1,0,964,2192,550
1,1,0,958,2192,550
1,1,0,966,2191,550
1,1,0,964,2192,550
1,1,0,968,2191,550
1,1,0,965,2191,550
1,1,0,973,2190,550
1,1,0,966,2190,550
1,1,0,968,2191,550
1,1,0,968,2190,550
1,1,0,972,2190,550
1,1,0,967,2192,550
1,1,0,971,2190,550
1,1,0,974,2190,550
1,1,0,979,2189,550
1,1,0,980,2190,550
1,1,0,975,2190,550
1,1,0,973,2190,550
1,1,0,969,2190,550
1,1,0,975,2190,550
1,1,0,971,2190,550
1,1,0,971,2190,550
1,1,0,978,2189,550
1,1,0,982,2189,550
1,1,0,984,2188,550
1,1,0,983,2191,550
1,1,0,985,2188,550
1,1,0,987,2189,550
1,1,0,989,2189,550
1,1,0,988,2190,550
1,1,0,994,2189,550
1,1,0,992,2190,550
1,1,0,998,2188,550
1,1,0,1000,2189,550
1,1,0,994,2189,550
1,1,0,994,2189,550
1,1,0,996,2188,550
1,1,0,987,2189,550
1,1,0,984,2189,550
1,1,0,981,2188,550
1,1,0,977,2187,550
1,1,0,979,2188,550
1,1,0,981,2189,550
1,1,0,985,2188,550
1,1,0,986,2188,550
1,1,0,988,2188,550
1,1,0,998,2188,550
1,1,0,992,2188,550
1,1,0,996,2188,550
1,1,0,995,2188,550
1,1,1,994,2186,550
1,1,1,900,2190,550
1,1,1,891,2207,550
1,1,1,889,2195,550
1,1,1,903,2196,550
1,1,1,891,2228,550
1,1,0,948,2199,550
1,1,0,994,2198,550
1,1,0,985,2196,550
1,1,0,982,2196,550
1,1,1,980,2199,550
1,1,1,847,2198,550
1,1,1,844,2231,550
1,1,1,850,2203,550
1,1,1,854,2205,550
1,1,1,846,2229,550
1,1,1,863,2209,550
1,1,1,852,2201,550
1,1,1,852,2214,550
1,1,1,858,2214,550
1,1,1,853,2257,550
1,1,1,858,2216,550
1,1,1,866,2218,550
1,1,1,859,2219,550
1,1,1,865,2220,550
1,1,1,855,2224,550
1,1,0,926,2225,550
1,1,0,998,2221,550
1,1,0,987,2220,550
1,1,0,984,2220,550
1,1,1,982,2223,550
1,1,1,831,2222,550
1,1,1,831,2225,550
1,1,1,826,2226,550
1,1,1,821,2228,550
1,1,1,841,2233,550
1,1,1,833,2234,550
1,1,1,838,2235,550
1,1,1,845,2238,550
1,1,1,847,2238,550
1,1,1,831,2245,550
1,1,1,828,2240,550
1,1,1,828,2288,550
1,1,1,832,2249,550
1,1,1,834,2247,550
1,1,1,840,2248,550
1,1,0,915,2250,550
1,1,0,1000,2246,550
1,1,0,992,2245,550
1,1,0,987,2244,550
1,1,1,982,2247,550
1,1,1,798,2294,550
1,1,1,801,2296,550
1,1,1,806,2301,550
1,1,1,807,2299,550
1,1,1,814,2257,550
1,1,1,803,2256,550
1,1,1,805,2259,550
1,1,1,802,2260,550
1,1,1,803,2262,550
1,1,1,821,2265,550
1,1,1,806,2266,550
1,1,1,804,2267,550
1,1,1,803,2269,550
1,1,1,806,2271,550
1,1,1,832,2273,550
1,1,0,884,2277,550
1,1,0,1001,2272,550
1,1,0,996,2271,550
1,1,0,989,2271,550
1,1,1,983,2324,550
1,1,1,776,2274,550
1,1,1,779,2276,550
1,1,1,780,2277,550
1,1,1,784,2280,550
1,1,1,795,2326,550
1,1,1,795,2335,550
1,1,1,798,2295,550
1,1,1,808,2290,550
1,1,1,815,2291,550
1,1,1,808,2292,550
1,1,1,812,2293,550
1,1,1,806,2296,550
1,1,1,797,2298,550
1,1,1,788,2299,550
1,1,1,781,2299,550
1,1,0,877,2304,550
1,1,0,999,2299,550
1,1,0,997,2299,550
1,1,0,990,2297,550
1,1,1,988,2293,550
1,1,1,765,2299,550
1,1,1,763,2302,550
1,1,1,765,2305,550
1,1,1,786,2308,550
1,1,1,759,2308,550
1,1,1,799,2313,550
1,1,1,781,2371,550
1,1,1,763,2314,550
1,1,1,758,2316,550
1,1,1,788,2340,550
1,1,1,784,2320,550
1,1,1,800,2324,550
1,1,1,791,2329,550
1,1,1,773,2324,550
1,1,1,797,2327,550
1,1,0,882,2331,550
1,1,0,1007,2327,550
1,1,0,995,2325,550
1,1,0,991,2325,550
1,1,1,912,2323,550
1,1,1,778,2329,550
1,1,1,773,2394,550
1,1,1,751,2330,550
1,1,1,740,2333,550
1,1,1,738,2337,550
1,1,1,744,2337,550
1,1,1,737,2339,550
1,1,1,756,2342,550
1,1,1,773,2345,550
1,1,1,778,2347,550
1,1,1,766,2348,550
1,1,1,762,2350,550
1,1,1,743,2351,550
1,1,1,761,2353,550
1,1,1,767,2356,550
1,1,0,866,2357,550
1,1,0,1000,2354,550
1,1,0,997,2353,550
1,1,0,989,2353,550
1,1,1,993,2348,550
1,1,1,745,2355,550
1,1,1,766,2358,550
1,1,1,772,2430,550
1,1,1,747,2360,550
1,1,1,735,2363,550
1,1,1,747,2366,550
1,1,1,763,2367,550
1,1,1,772,2385,550
1,1,1,761,2369,550
1,1,1,720,2372,550
1,1,1,736,2375,550
1,1,1,756,2376,550
1,1,1,769,2380,550
1,1,1,772,2450,550
1,1,1,723,2381,550
1,1,0,861,2385,550
1,1,0,1008,2381,550
1,1,0,1003,2378,550
1,1,0,995,2377,550
1,1,1,998,2374,550
1,1,1,750,2470,550
1,1,1,702,2383,550
1,1,1,740,2387,550
1,1,1,760,2476,550
1,1,1,759,2439,550
1,1,1,703,2392,550
1,1,1,751,2395,550
1,1,1,753,2394,550
1,1,1,701,2397,550
1,1,1,707,2398,550
1,1,1,755,2403,550
1,1,1,737,2401,550
1,1,1,708,2403,550
1,1,1,755,2408,550
1,1,1,747,2409,550
1,1,0,858,2411,550
1,1,0,1008,2408,550
1,1,0,1000,2406,550
1,1,0,993,2404,550
1,1,1,973,2399,550
1,1,1,692,2407,550
1,1,1,681,2409,550
1,1,1,697,2411,550
1,1,1,723,2413,550
1,1,1,745,2471,550
1,1,1,743,2417,550
1,1,1,747,2441,550
1,1,1,748,2430,550
1,1,1,733,2425,550
1,1,1,685,2424,550
1,1,1,720,2427,550
1,1,1,701,2428,550
1,1,1,684,2429,550
1,1,1,696,2430,550
1,1,1,746,2431,550
1,1,0,857,2436,550
1,1,0,1010,2435,550
1,1,0,994,2433,550
1,1,0,1000,2431,550
1,1,1,992,2430,550
1,1,1,664,2433,550
1,1,1,691,2435,550
1,1,1,723,2435,550
1,1,1,734,2438,550
1,1,1,734,2440,550
1,1,1,673,2443,550
1,1,1,694,2444,550
1,1,1,724,2446,550
1,1,1,740,2447,550
1,1,1,737,2448,550
1,1,1,670,2452,550
1,1,1,695,2453,550
1,1,1,725,2454,550
1,1,1,741,2456,550
1,1,1,740,2457,550
1,1,0,847,2463,550
1,1,0,1007,2460,550
1,1,0,993,2458,550
1,1,0,1001,2457,550
1,1,1,961,2451,550
1,1,1,646,2459,550
1,1,1,710,2467,550
1,1,1,680,2463,550
1,1,1,695,2467,550
1,1,1,648,2467,550
1,1,1,665,2469,550
1,1,1,722,2469,550
1,1,1,648,2472,550
1,1,1,718,2538,550
1,1,1,679,2476,550
1,1,1,697,2479,550
1,1,1,730,2478,550
1,1,1,651,2482,550
1,1,1,714,2505,550
1,1,1,675,2485,550
1,1,0,842,2488,550
1,1,0,1006,2484,550
1,1,0,992,2483,550
1,1,0,1002,2482,550
1,1,0,979,2481,550
1,1,0,981,2482,550
1,1,0,976,2481,550
1,1,0,977,2481,550
1,1,0,965,2481,550
1,1,0,977,2481,550
1,1,0,964,2480,550
1,1,0,969,2481,550
1,1,0,962,2481,550
1,1,0,968,2479,550
1,1,0,959,2480,550
1,1,0,968,2480,550
1,1,0,958,2481,550
1,1,0,969,2480,550
1,1,0,961,2480,550
1,1,1,969,2477,550
1,1,0,806,2484,550
1,1,0,989,2482,550
1,1,0,983,2481,550
1,1,0,986,2480,550
1,1,1,985,2480,550
1,1,1,702,2480,550
1,1,1,664,2487,550
1,1,1,657,2487,550
1,1,1,711,2487,550
1,1,1,711,2489,550
1,1,1,630,2493,550
1,1,1,711,2493,550
1,1,1,680,2499,550
1,1,1,646,2497,550
1,1,1,631,2500,550
1,1,1,701,2586,550
1,1,1,639,2503,550
1,1,1,703,2504,550
1,1,1,688,2509,550
1,1,1,696,2514,550
1,1,0,731,2510,550
1,1,0,1008,2507,550
1,1,0,996,2506,550
1,1,0,998,2506,550
1,1,1,998,2503,550
1,1,1,534,2507,550
1,1,1,514,2506,550
1,1,1,556,2506,550
1,1,1,535,2510,550
1,1,1,549,2520,550
1,1,1,541,2510,550
1,1,1,550,2532,550
1,1,1,531,2513,550
1,1,1,555,2514,550
1,1,1,536,2517,550
1,1,1,523,2518,550
1,1,1,545,2518,550
1,1,1,544,2532,550
1,1,1,510,2521,550
1,1,1,542,2525,550
1,1,0,729,2528,550
1,1,0,999,2526,550
1,1,0,988,2523,550
1,1,0,986,2524,550
1,1,1,960,2518,550
1,1,1,513,2522,550
1,1,1,544,2523,550
1,1,1,518,2527,550
1,1,1,547,2526,550
1,1,1,545,2528,550
1,1,1,536,2544,550
1,1,1,515,2531,550
1,1,1,535,2546,550
1,1,1,517,2534,550
1,1,1,531,2535,550
1,1,1,516,2535,550
1,1,1,537,2550,550
1,1,1,513,2538,550
1,1,1,537,2552,550
1,1,1,604,2540,550
1,1,0,701,2545,550
1,1,0,1000,2544,550
1,1,0,987,2544,550
1,1,0,982,2543,550
1,1,1,984,2539,550
1,1,1,489,2540,550
1,1,1,497,2542,550
1,1,1,502,2543,550
1,1,1,540,2544,550
1,1,1,539,2644,550
1,1,1,546,2547,550
1,1,1,537,2548,550
1,1,1,516,2549,550
1,1,1,500,2551,550
1,1,1,502,2551,550
1,1,1,502,2553,550
1,1,1,541,2553,550
1,1,1,540,2553,550
1,1,1,541,2554,550
1,1,1,536,2556,550
1,1,0,710,2563,550
1,1,0,998,2560,550
1,1,0,983,2559,550
1,1,0,981,2557,550
1,1,1,941,2554,550
1,1,1,508,2556,550
1,1,1,534,2558,550
1,1,1,510,2560,550
1,1,1,515,2563,550
1,1,1,533,2563,550
1,1,1,534,2669,550
1,1,1,540,2563,550
1,1,1,542,2565,550
1,1,1,541,2567,550
1,1,1,510,2568,550
1,1,1,510,2569,550
1,1,1,496,2571,550
1,1,1,499,2573,550
1,1,1,509,2574,550
1,1,1,518,2574,550
1,1,0,722,2580,550
1,1,0,999,2577,550
1,1,0,985,2577,550
1,1,0,980,2577,550
1,1,1,981,2575,550
1,1,1,535,2573,550
1,1,1,539,2574,550
1,1,1,493,2577,550
1,1,1,506,2580,550
1,1,1,531,2580,550
1,1,1,525,2584,550
1,1,1,535,2696,550
1,1,1,539,2583,550
1,1,1,543,2583,550
1,1,1,529,2585,550
1,1,1,528,2587,550
1,1,1,511,2588,550
1,1,1,495,2589,550
1,1,1,497,2591,550
1,1,1,508,2592,550
1,1,0,726,2597,550
1,1,0,991,2596,550
1,1,0,984,2594,550
1,1,0,983,2593,550
1,1,1,985,2593,550
1,1,1,506,2592,550
1,1,1,540,2592,550
1,1,1,503,2594,550
1,1,1,495,2596,550
1,1,1,517,2597,550
1,1,1,515,2599,550
1,1,1,526,2602,550
1,1,1,534,2704,550
1,1,1,541,2601,550
1,1,1,542,2595,550
1,1,1,542,2603,550
1,1,1,530,2605,550
1,1,1,509,2606,550
1,1,1,494,2608,550
1,1,1,497,2609,550
1,1,0,726,2615,550
1,1,0,994,2612,550
1,1,0,985,2612,550
1,1,0,981,2611,550
1,1,1,982,2609,550
1,1,1,528,2703,550
1,1,1,536,2609,550
1,1,1,519,2611,550
1,1,1,506,2613,550
1,1,1,508,2614,550
1,1,1,506,2616,550
1,1,1,519,2617,550
1,1,1,529,2620,550
1,1,1,535,2720,550
1,1,1,544,2623,550
1,1,1,544,2620,550
1,1,1,542,2622,550
1,1,1,528,2623,550
1,1,1,509,2625,550
1,1,1,495,2625,550
1,1,0,717,2631,550
1,1,0,993,2629,550
1,1,0,984,2629,550
1,1,0,981,2628,550
1,1,1,981,2625,550
1,1,1,498,2626,550
1,1,1,542,2625,550
1,1,1,547,2626,550
1,1,1,544,2629,550
1,1,1,507,2630,550
1,1,1,510,2633,550
1,1,1,499,2634,550
1,1,1,497,2634,550
1,1,1,512,2637,550
1,1,1,533,2638,550
1,1,1,533,2654,550
1,1,1,512,2639,550
1,1,1,536,2640,550
1,1,1,509,2642,550
1,1,1,497,2643,550
1,1,0,725,2649,550
1,1,0,990,2646,550
1,1,0,983,2646,550
1,1,0,980,2645,550
1,1,1,927,2639,550
1,1,1,511,2642,550
1,1,1,511,2645,550
1,1,1,526,2648,550
1,1,1,535,2659,550
1,1,1,546,2651,550
1,1,1,545,2649,550
1,1,1,546,2650,550
1,1,1,540,2652,550
1,1,1,520,2653,550
1,1,1,494,2654,550
1,1,1,493,2656,550
1,1,1,504,2658,550
1,1,1,516,2659,550
1,1,1,528,2661,550
1,1,1,536,2661,550
1,1,0,709,2666,550
1,1,0,994,2665,550
1,1,0,980,2663,550
1,1,0,980,2661,550
1,1,1,978,2662,550
1,1,1,533,2659,550
1,1,1,498,2662,550
1,1,1,513,2663,550
1,1,1,527,2666,550
1,1,1,542,2666,550
1,1,1,540,2665,550
1,1,1,546,2667,550
1,1,1,546,2669,550
1,1,1,541,2669,550
1,1,1,508,2671,550
1,1,1,502,2672,550
1,1,1,493,2673,550
1,1,1,506,2676,550
1,1,1,515,2676,550
1,1,1,527,2677,550
1,1,0,719,2683,550
1,1,0,992,2681,550
1,1,0,981,2680,550
1,1,0,982,2677,550
1,1,1,981,2678,550
1,1,1,537,2675,550
1,1,1,504,2678,550
1,1,1,496,2680,550
1,1,1,506,2681,550
1,1,1,530,2683,550
1,1,1,529,2686,550
1,1,1,537,2789,550
1,1,1,545,2685,550
1,1,1,547,2686,550
1,1,1,534,2687,550
1,1,1,534,2689,550
1,1,1,513,2691,550
1,1,1,502,2692,550
1,1,1,500,2693,550
1,1,1,511,2693,550
1,1,0,729,2700,550
1,1,0,991,2697,550
1,1,0,983,2696,550
1,1,0,980,2695,550
1,1,1,978,2695,550
1,1,1,539,2692,550
1,1,1,509,2695,550
1,1,1,500,2696,550
1,1,1,501,2698,550
1,1,1,529,2699,550
1,1,1,527,2702,550
1,1,1,534,2717,550
1,1,1,544,2700,550
1,1,1,546,2703,550
1,1,1,544,2704,550
1,1,1,541,2705,550
1,1,1,525,2707,550
1,1,1,506,2708,550
1,1,1,496,2710,550
