PV,MV,BO,TP,MO,TP_O
1,0,1,628,3671,350
1,0,1,622,3671,350
1,0,1,620,3671,350
1,0,1,622,3672,350
1,0,1,628,3670,350
1,0,1,626,3676,350
1,0,1,627,3671,350
1,0,1,627,3671,350
1,0,1,629,3672,350
1,0,1,632,3672,350
1,0,1,631,3671,350
1,0,1,633,3672,350
1,0,1,632,3671,350
1,0,1,634,3673,350
1,0,1,636,3673,350
1,0,1,634,3677,350
1,0,1,636,3672,350
1,0,0,643,3673,350
1,0,0,639,3672,350
1,0,0,640,3671,350
1,0,1,628,3670,350
1,0,1,621,3671,350
1,0,1,624,3671,350
1,0,1,628,3671,350
1,0,1,627,3672,350
1,0,1,615,3672,350
1,0,1,610,3674,350
1,0,1,609,3672,350
1,0,1,613,3672,350
1,0,1,611,3674,350
1,0,1,613,3674,350
1,0,1,615,3673,350
1,0,1,616,3674,350
1,0,1,618,3674,350
1,0,1,616,3675,350
1,0,1,616,3678,350
1,0,1,617,3674,350
1,0,0,632,3674,350
1,0,0,640,3674,350
1,0,0,641,3674,350
1,0,1,622,3676,350
1,0,1,605,3673,350
1,0,1,608,3674,350
1,0,1,609,3674,350
1,0,1,611,3674,350
1,0,1,606,3676,350
1,0,1,594,3675,350
1,0,1,596,3675,350
1,0,1,593,3675,350
1,0,1,596,3676,350
1,0,1,594,3676,350
1,0,1,597,3677,350
1,0,1,599,3677,350
1,0,1,596,3678,350
1,0,1,595,3677,350
1,0,1,599,3680,350
1,0,1,599,3678,350
1,0,0,622,3678,350
1,0,0,639,3677,350
1,0,0,640,3678,350
1,0,1,620,3697,350
1,0,1,588,3677,350
1,0,1,591,3679,350
1,0,1,590,3678,350
1,0,1,592,3678,350
1,0,1,576,3679,350
1,0,1,578,3679,350
1,0,1,576,3706,350
1,0,1,576,3680,350
1,0,1,575,3680,350
1,0,1,576,3680,350
1,0,1,577,3680,350
1,0,1,584,3681,350
1,0,1,584,3680,350
1,0,1,582,3682,350
1,0,1,582,3682,350
1,0,1,582,3683,350
1,0,0,608,3684,350
1,0,0,639,3684,350
1,0,0,641,3683,350
1,0,1,608,3682,350
1,0,1,570,3682,350
1,0,1,569,3683,350
1,0,1,572,3684,350
1,0,1,572,3684,350
1,0,1,577,3684,350
1,0,1,557,3685,350
1,0,1,560,3685,350
1,0,1,564,3685,350
1,0,1,560,3685,350
1,0,1,559,3690,350
1,0,1,559,3686,350
1,0,1,561,3687,350
1,0,1,562,3688,350
1,0,1,560,3688,350
1,0,1,564,3689,350
1,0,1,565,3689,350
1,0,0,601,3688,350
1,0,0,645,3688,350
1,0,0,642,3689,350
1,0,1,625,3724,350
1,0,1,554,3689,350
1,0,1,556,3688,350
1,0,1,555,3690,350
1,0,1,556,3690,350
1,0,1,564,3690,350
1,0,1,541,3690,350
1,0,1,540,3691,350
1,0,1,544,3691,350
1,0,1,547,3691,350
1,0,1,545,3674,350
1,0,1,543,3693,350
1,0,1,547,3692,350
1,0,1,545,3692,350
1,0,1,544,3694,350
1,0,1,544,3693,350
1,0,1,548,3694,350
1,0,1,544,3694,350
1,0,1,544,3696,350
1,0,1,548,3694,350
1,0,1,545,3697,350
1,0,1,545,3696,350
1,0,1,548,3698,350
1,0,1,548,3696,350
1,0,1,548,3697,350
1,0,1,558,3697,350
1,0,1,529,3699,350
1,0,0,584,3699,350
1,0,0,643,3698,350
1,0,0,638,3698,350
1,0,1,597,3696,350
1,0,1,523,3698,350
1,0,1,529,3699,350
1,0,1,523,3698,350
1,0,1,527,3699,350
1,0,1,528,3701,350
1,0,1,526,3702,350
1,0,1,529,3701,350
1,0,1,537,3701,350
1,0,1,527,3701,350
1,0,1,531,3702,350
1,0,1,528,3703,350
1,0,1,533,3703,350
1,0,1,530,3705,350
1,0,1,525,3705,350
1,0,1,516,3704,350
1,0,1,512,3712,350
1,0,1,513,3707,350
1,0,1,515,3706,350
1,0,1,519,3706,350
1,0,1,512,3711,350
1,0,1,523,3706,350
1,0,1,520,3708,350
1,0,1,515,3709,350
1,0,1,511,3708,350
1,0,1,524,3709,350
1,0,1,514,3711,350
1,0,1,520,3710,350
1,0,1,519,3710,350
1,0,1,523,3710,350
1,0,1,513,3712,350
1,0,1,520,3712,350
1,0,1,514,3711,350
1,0,1,511,3712,350
1,0,1,512,3720,350
1,0,1,513,3713,350
1,0,1,505,3712,350
1,0,1,503,3713,350
1,0,1,506,3714,350
1,0,1,507,3715,350
1,0,1,510,3715,350
1,0,1,505,3715,350
1,0,1,507,3715,350
1,0,1,506,3716,350
1,0,1,506,3716,350
1,0,1,510,3718,350
1,0,1,506,3718,350
1,0,1,502,3718,350
1,0,1,506,3719,350
1,0,1,504,3719,350
1,0,1,510,3719,350
1,0,1,505,3720,350
1,0,1,504,3721,350
1,0,1,504,3721,350
1,0,1,506,3722,350
1,0,1,493,3722,350
1,0,1,495,3723,350
1,0,1,502,3722,350
1,0,1,503,3723,350
1,0,1,503,3725,350
1,0,1,485,3723,350
1,0,1,493,3723,350
1,0,1,488,3724,350
1,0,1,486,3724,350
1,0,1,483,3724,350
1,0,1,500,3725,350
1,0,1,493,3731,350
1,0,1,501,3728,350
1,0,1,503,3728,350
1,0,1,502,3728,350
1,0,1,482,3728,350
1,0,1,493,3728,350
1,0,1,489,3729,350
1,0,1,481,3729,350
1,0,1,483,3730,350
1,0,1,507,3730,350
1,0,1,482,3772,350
1,0,1,476,3731,350
1,0,1,472,3731,350
1,0,1,482,3731,350
1,0,1,492,3733,350
1,0,1,493,3732,350
1,0,1,482,3776,350
1,0,1,472,3731,350
1,0,1,469,3733,350
1,0,1,475,3732,350
1,0,1,503,3734,350
1,0,1,501,3735,350
1,0,1,498,3735,350
1,0,1,495,3736,350
1,0,1,439,3736,350
1,0,1,506,3737,350
1,0,1,509,3737,350
1,0,1,507,3737,350
1,0,1,507,3738,350
1,0,1,504,3739,350
1,0,1,508,3739,350
1,0,1,511,3739,350
1,0,1,508,3740,350
1,0,1,495,3766,350
1,0,1,480,3740,350
1,0,1,525,3741,350
1,0,1,522,3741,350
1,0,1,513,3742,350
1,0,1,508,3741,350
1,0,1,509,3742,350
1,0,0,567,3744,350
1,0,0,635,3743,350
1,0,0,634,3743,350
1,0,0,628,3743,350
1,0,1,625,3741,350
1,0,1,519,3741,350
1,0,1,521,3744,350
1,0,1,525,3743,350
1,0,1,531,3744,350
1,0,1,486,3743,350
1,0,1,544,3744,350
1,0,1,542,3745,350
1,0,1,540,3746,350
1,0,1,541,3747,350
1,0,1,540,3746,350
1,0,1,534,3746,350
1,0,1,523,3747,350
1,0,1,528,3748,350
1,0,1,528,3747,350
1,0,1,526,3749,350
1,0,1,525,3745,350
1,0,1,528,3749,350
1,0,1,529,3750,350
1,0,1,533,3749,350
1,0,1,531,3750,350
1,0,1,529,3751,350
1,0,1,531,3751,350
1,0,1,532,3751,350
1,0,1,522,2300,350
1,0,1,521,1852,350
1,0,1,496,1621,350
1,0,1,475,1424,350
1,0,1,461,1327,350
1,0,1,454,1211,350
1,0,1,456,1128,350
1,0,1,549,1060,350
1,0,1,540,997,350
1,0,1,548,944,350
1,0,1,547,895,350
1,0,1,553,844,350
1,0,1,533,799,350
1,0,1,523,757,350
1,0,1,521,718,350
1,0,1,516,681,350
1,0,1,504,643,350
1,0,1,500,607,350
1,0,1,496,577,350
1,0,1,490,547,350
1,0,1,487,518,350
1,0,1,480,491,350
1,0,1,475,463,350
1,0,1,470,494,350
1,0,1,466,416,350
1,0,1,465,395,350
1,0,1,465,375,350
1,0,1,541,370,350
1,0,1,532,352,350
1,0,1,530,336,350
1,0,1,526,320,350
1,0,1,536,288,350
1,0,1,525,280,350
1,0,1,523,258,350
1,0,1,517,255,350
1,0,1,516,245,350
1,0,1,516,221,350
1,0,1,515,212,350
1,0,1,511,202,350
1,0,1,508,193,350
1,0,1,507,183,350
1,0,1,505,200,350
1,0,1,479,164,350
1,0,1,476,212,350
1,0,1,475,181,350
1,0,1,475,169,350
1,0,1,474,163,350
1,0,1,475,147,350
1,0,1,477,126,350
1,0,1,477,120,350
1,0,1,478,112,350
1,0,1,477,108,350
1,0,1,476,102,350
1,0,1,472,97,350
1,0,1,471,94,350
1,0,1,464,90,350
1,0,1,460,103,350
1,0,1,491,83,350
1,0,1,491,79,350
1,0,1,488,76,350
1,0,1,488,73,350
1,0,1,477,70,350
1,0,1,507,68,350
1,0,1,505,62,350
1,0,1,507,62,350
1,0,1,503,62,350
1,0,1,551,58,350
1,0,1,533,73,350
1,0,1,532,65,350
1,0,1,528,53,350
1,0,1,530,50,350
1,0,1,527,47,350
1,0,1,529,64,350
1,0,1,529,43,350
1,0,1,526,45,350
1,0,1,531,42,350
1,0,1,527,42,350
1,0,1,530,39,350
1,0,1,527,61,350
1,0,1,528,56,350
1,0,1,527,48,350
1,0,1,526,56,350
1,0,1,527,34,350
1,0,1,530,33,350
1,0,1,530,32,350
1,0,1,530,54,350
1,0,1,528,31,350
1,0,1,525,43,350
1,0,1,526,31,350
1,0,1,528,29,350
1,0,1,528,28,350
1,0,1,526,28,350
1,0,1,528,50,350
1,0,1,530,41,350
1,0,1,527,39,350
1,0,1,527,27,350
1,0,1,527,40,350
1,0,1,527,24,350
1,0,1,526,24,350
1,0,1,527,48,350
1,0,1,527,42,350
1,0,1,527,63,350
1,0,1,524,24,350
1,0,1,526,22,350
1,0,1,526,21,350
1,0,1,527,21,350
1,0,1,526,22,350
1,0,1,525,40,350
1,0,1,525,34,350
1,0,1,527,22,350
1,0,1,525,20,350
1,0,1,525,19,350
1,0,1,527,19,350
1,0,1,528,41,350
1,0,1,526,39,350
1,0,1,531,57,350
1,0,1,547,51,350
1,0,1,512,58,350
1,0,1,510,68,350
1,0,1,512,108,350
1,0,1,516,74,350
1,0,1,516,78,350
1,0,1,518,81,350
1,0,1,517,86,350
1,0,1,517,122,350
1,0,1,521,93,350
1,0,1,523,97,350
1,0,1,520,139,350
1,0,1,522,104,350
1,0,1,518,127,350
1,0,1,523,110,350
1,0,1,522,124,350
1,0,1,527,117,350
1,0,1,524,122,350
1,0,1,524,162,350
1,0,1,526,128,350
1,0,1,538,131,350
1,0,1,501,134,350
1,0,1,501,138,350
1,0,1,501,141,350
1,0,1,504,144,350
1,0,1,506,149,350
1,0,1,501,195,350
1,0,1,499,195,350
1,0,1,502,200,350
1,0,1,502,204,350
1,0,1,513,166,350
1,0,1,504,201,350
1,0,1,503,204,350
1,0,1,507,195,350
1,0,1,509,197,350
1,0,1,510,181,350
1,0,1,512,188,350
1,0,1,513,189,350
1,0,1,511,193,350
1,0,1,512,196,350
1,0,1,511,238,350
1,0,1,490,199,350
1,0,1,488,201,350
1,0,1,488,252,350
1,0,1,490,245,350
1,0,1,492,242,350
1,0,1,494,237,350
1,0,1,501,220,350
1,0,1,503,221,350
1,0,1,494,261,350
1,0,1,492,271,350
1,0,1,495,267,350
1,0,1,497,255,350
1,0,1,501,240,350
1,0,1,506,241,350
1,0,1,505,245,350
1,0,1,508,248,350
1,0,1,508,249,350
1,0,1,507,252,350
1,0,1,504,254,350
1,0,1,495,257,350
1,0,1,490,264,350
1,0,1,493,264,350
1,0,1,485,266,350
1,0,1,479,268,350
1,0,1,495,273,350
1,0,1,484,313,350
1,0,1,496,280,350
1,0,1,495,281,350
1,0,1,489,284,350
1,0,1,476,287,350
1,0,1,515,289,350
1,0,1,516,292,350
1,0,1,509,293,350
1,0,1,508,295,350
1,0,1,505,299,350
1,0,1,505,301,350
1,0,1,506,343,350
1,0,1,507,339,350
1,0,1,510,326,350
1,0,1,510,323,350
1,0,1,514,317,350
1,0,1,518,318,350
1,0,1,519,319,350
1,0,1,521,322,350
1,0,1,518,325,350
1,0,1,515,326,350
1,0,1,509,329,350
1,0,1,511,331,350
1,0,1,510,376,350
1,0,1,524,373,350
1,0,1,502,339,350
1,0,1,493,341,350
1,0,1,489,343,350
1,0,1,496,382,350
1,0,1,495,350,350
1,0,1,509,353,350
1,0,1,503,354,350
1,0,1,497,356,350
1,0,1,492,359,350
1,0,1,509,362,350
1,0,1,504,381,350
1,0,1,513,368,350
1,0,1,507,370,350
1,0,1,500,371,350
1,0,1,512,375,350
1,0,1,499,421,350
1,0,1,510,382,350
1,0,1,514,382,350
1,0,1,508,384,350
1,0,1,524,385,350
1,0,1,479,387,350
1,0,1,482,391,350
1,0,1,497,393,350
1,0,1,494,422,350
1,0,1,479,396,350
1,0,1,480,399,350
1,0,1,493,402,350
1,0,1,501,414,350
1,0,1,486,425,350
1,0,1,481,464,350
1,0,1,516,412,350
1,0,1,506,413,350
1,0,1,502,415,350
1,0,1,506,458,350
1,0,1,508,419,350
1,0,1,523,424,350
1,0,1,515,424,350
1,0,1,510,426,350
1,0,1,504,427,350
1,0,1,520,431,350
1,0,1,512,456,350
1,0,1,521,436,350
1,0,1,526,437,350
1,0,1,516,440,350
1,0,1,517,456,350
1,0,1,506,443,350
1,0,1,513,474,350
1,0,1,522,455,350
1,0,1,525,451,350
1,0,1,521,452,350
1,0,1,489,454,350
1,0,1,503,457,350
1,0,1,509,467,350
1,0,1,493,476,350
1,0,1,493,463,350
1,0,1,499,466,350
1,0,1,511,469,350
1,0,1,499,514,350
1,0,1,506,496,350
1,0,1,492,474,350
1,0,1,491,478,350
1,0,1,502,479,350
1,0,1,512,483,350
1,0,1,504,519,350
1,0,1,499,534,350
1,0,0,557,489,350
1,0,0,637,486,350
1,0,0,634,485,350
1,0,0,629,483,350
1,0,1,629,482,350
1,0,1,514,495,350
1,0,1,522,492,350
1,0,1,518,494,350
1,0,1,506,496,350
1,0,1,498,499,350
1,0,1,533,501,350
1,0,1,527,502,350
1,0,1,523,504,350
1,0,1,521,505,350
1,0,1,524,509,350
1,0,1,550,509,350
1,0,1,550,511,350
1,0,1,551,513,350
1,0,1,551,514,350
1,0,1,558,518,350
1,0,1,527,543,350
1,0,1,534,522,350
1,0,1,533,524,350
1,0,1,540,525,350
1,0,1,541,527,350
1,0,1,540,528,350
1,0,1,539,530,350
1,0,1,535,532,350
1,0,1,528,533,350
1,0,1,528,535,350
1,0,1,527,536,350
1,0,1,529,570,350
1,0,1,530,565,350
1,0,1,534,547,350
1,0,1,538,548,350
1,0,1,539,547,350
1,0,1,542,548,350
1,0,1,542,550,350
1,0,1,543,551,350
1,0,1,524,553,350
1,0,1,522,583,350
1,0,1,530,559,350
1,0,1,531,560,350
1,0,1,520,560,350
1,0,1,528,565,350
1,0,1,515,564,350
1,0,1,521,594,350
1,0,1,531,570,350
1,0,1,532,571,350
1,0,1,517,613,350
1,0,1,516,574,350
1,0,1,516,629,350
1,0,1,521,604,350
1,0,1,531,580,350
1,0,1,513,580,350
1,0,1,527,583,350
1,0,1,515,584,350
1,0,1,515,585,350
1,0,1,523,615,350
1,0,1,514,589,350
1,0,1,520,591,350
1,0,1,521,596,350
1,0,1,502,594,350
1,0,1,501,596,350
1,0,1,522,599,350
1,0,1,522,601,350
1,0,1,508,649,350
1,0,1,499,603,350
1,0,1,513,606,350
1,0,1,521,611,350
1,0,1,513,641,350
1,0,1,501,610,350
1,0,1,507,613,350
1,0,1,522,616,350
1,0,1,510,663,350
1,0,1,501,617,350
1,0,1,502,620,350
1,0,1,512,622,350
1,0,1,523,625,350
1,0,1,523,687,350
1,0,1,507,662,350
1,0,1,488,629,350
1,0,1,503,681,350
1,0,1,501,633,350
1,0,1,498,635,350
1,0,1,485,636,350
1,0,1,512,640,350
1,0,1,485,639,350
1,0,1,512,652,350
1,0,1,513,660,350
1,0,1,499,646,350
1,0,1,498,687,350
1,0,1,506,649,350
1,0,1,505,652,350
1,0,1,487,653,350
1,0,1,509,688,350
1,0,1,493,656,350
1,0,1,501,708,350
1,0,1,499,660,350
1,0,1,492,663,350
1,0,1,481,662,350
1,0,1,494,709,350
1,0,1,498,721,350
1,0,1,502,706,350
1,0,1,489,671,350
1,0,1,498,726,350
1,0,1,503,710,350
1,0,1,504,688,350
1,0,1,503,680,350
1,0,1,468,678,350
1,0,1,496,680,350
1,0,1,501,683,350
1,0,1,488,684,350
1,0,1,508,687,350
1,0,1,498,688,350
1,0,1,474,695,350
1,0,1,479,692,350
1,0,1,473,694,350
1,0,1,462,695,350
1,0,1,436,697,350
1,0,1,493,699,350
1,0,1,485,701,350
1,0,1,484,702,350
1,0,1,485,704,350
1,0,1,479,707,350
1,0,1,517,708,350
1,0,1,522,709,350
1,0,1,519,711,350
1,0,1,522,712,350
1,0,1,519,715,350
1,0,1,549,716,350
1,0,1,546,742,350
1,0,1,547,717,350
1,0,1,546,719,350
1,0,1,555,721,350
1,0,1,544,757,350
1,0,1,544,757,350
1,0,1,548,759,350
1,0,1,544,759,350
1,0,1,557,727,350
1,0,1,548,745,350
1,0,1,548,732,350
1,0,1,545,747,350
1,0,1,546,749,350
1,0,1,556,734,350
1,0,1,545,735,350
1,0,1,545,737,350
1,0,1,541,738,350
1,0,1,533,740,350
1,0,1,532,740,350
1,0,1,533,743,350
1,0,1,533,773,350
1,0,1,534,767,350
1,0,1,537,750,350
1,0,1,540,750,350
1,0,1,543,751,350
1,0,1,548,752,350
1,0,1,549,753,350
1,0,1,545,754,350
1,0,1,544,756,350
1,0,1,540,756,350
1,0,1,532,758,350
1,0,1,533,759,350
1,0,1,532,799,350
1,0,1,545,796,350
1,0,1,531,764,350
1,0,1,520,765,350
1,0,1,518,766,350
1,0,1,525,793,350
1,0,1,523,770,350
1,0,1,538,772,350
1,0,1,528,773,350
1,0,1,519,774,350
1,0,1,518,775,350
1,0,1,535,778,350
1,0,1,531,783,350
1,0,1,538,781,350
1,0,1,536,782,350
1,0,1,525,783,350
1,0,1,533,787,350
1,0,1,519,785,350
1,0,1,530,796,350
1,0,1,537,790,350
1,0,1,536,790,350
1,0,1,534,810,350
1,0,1,481,793,350
1,0,1,478,794,350
1,0,1,483,847,350
1,0,1,489,803,350
1,0,1,476,799,350
1,0,1,492,802,350
1,0,1,479,803,350
1,0,1,478,804,350
1,0,1,484,808,350
1,0,1,484,844,350
1,0,1,476,810,350
1,0,1,482,862,350
1,0,1,492,818,350
1,0,1,496,816,350
1,0,1,478,817,350
1,0,1,491,819,350
1,0,1,477,820,350
1,0,1,479,821,350
1,0,1,487,853,350
1,0,1,482,825,350
1,0,1,498,827,350
1,0,1,490,828,350
1,0,1,479,830,350
1,0,1,480,831,350
1,0,1,481,833,350
1,0,1,480,840,350
1,0,1,468,902,350
1,0,1,460,838,350
1,0,1,478,840,350
1,0,1,444,841,350
1,0,1,484,889,350
1,0,1,492,849,350
1,0,1,497,846,350
1,0,1,492,847,350
1,0,1,468,849,350
1,0,1,520,852,350
1,0,1,515,851,350
1,0,1,512,854,350
1,0,1,508,854,350
1,0,1,501,885,350
1,0,1,532,859,350
1,0,1,529,859,350
1,0,1,531,860,350
1,0,1,530,861,350
1,0,1,520,893,350
1,0,1,532,864,350
1,0,1,535,865,350
1,0,1,535,867,350
1,0,1,537,869,350
1,0,1,522,876,350
1,0,1,532,871,350
1,0,1,533,872,350
1,0,1,534,874,350
1,0,1,531,874,350
1,0,1,525,878,350
1,0,1,528,877,350
1,0,1,527,879,350
1,0,1,531,880,350
1,0,1,528,881,350
1,0,1,542,884,350
1,0,1,516,887,350
1,0,1,519,887,350
1,0,1,525,887,350
1,0,1,523,889,350
1,0,1,525,890,350
1,0,1,521,891,350
1,0,1,511,892,350
1,0,1,509,894,350
1,0,1,508,894,350
1,0,1,508,946,350
1,0,1,512,933,350
1,0,1,514,907,350
1,0,1,519,902,350
1,0,1,521,902,350
1,0,1,525,905,350
1,0,1,526,906,350
1,0,1,519,906,350
1,0,1,517,908,350
1,0,1,511,908,350
1,0,1,511,910,350
1,0,1,508,912,350
1,0,1,504,914,350
1,0,1,494,915,350
1,0,1,490,916,350
1,0,1,507,918,350
1,0,1,500,930,350
1,0,1,511,921,350
1,0,1,504,922,350
1,0,1,494,923,350
1,0,1,509,925,350
1,0,1,494,925,350
1,0,1,503,937,350
1,0,1,508,930,350
1,0,1,510,930,350
1,0,1,496,984,350
1,0,1,494,933,350
1,0,1,494,934,350
1,0,1,498,974,350
1,0,1,508,939,350
1,0,1,499,938,350
1,0,1,481,940,350
1,0,1,496,943,350
1,0,1,489,973,350
1,0,1,472,944,350
1,0,1,484,946,350
1,0,1,491,948,350
1,0,1,495,951,350
1,0,1,475,948,350
1,0,1,481,993,350
1,0,0,558,955,350
1,0,0,656,952,350
1,0,0,644,952,350
1,0,0,640,951,350
1,0,0,639,951,350
1,0,0,642,952,350
1,0,0,643,950,350
1,0,0,642,950,350
1,0,0,646,951,350
1,0,0,646,950,350
1,0,0,646,951,350
1,0,0,646,950,350
1,0,0,647,950,350
1,0,0,648,950,350
1,0,0,650,950,350
1,0,0,651,951,350
1,0,0,653,951,350
1,0,0,653,951,350
1,0,0,655,951,350
1,0,0,653,951,350
1,0,0,652,951,350
1,0,0,654,951,350
1,0,0,653,952,350
1,0,0,654,951,350
1,0,0,654,952,350
1,0,0,659,951,350
1,0,0,656,952,350
1,0,0,657,952,350
1,0,0,657,952,350
1,0,0,658,952,350
1,0,0,658,952,350
1,0,0,660,951,350
1,0,0,659,952,350
1,0,0,661,952,350
1,0,0,661,953,350
1,0,0,661,952,350
1,0,0,661,953,350
1,0,0,662,952,350
1,0,0,663,952,350
1,0,0,661,953,350
1,0,0,662,954,350
1,0,0,661,953,350
1,0,0,662,954,350
1,0,0,663,953,350
1,0,0,663,953,350
1,0,0,662,953,350
1,0,0,664,954,350
1,0,0,662,954,350
1,0,0,663,953,350
1,0,0,662,954,350
1,0,0,662,954,350
1,0,0,665,954,350
1,0,0,663,954,350
1,0,0,663,954,350
1,0,0,665,954,350
1,0,0,663,955,350
1,0,0,664,954,350
1,0,0,664,954,350
1,0,0,664,955,350
1,0,0,663,954,350
1,0,0,664,955,350
1,0,0,665,955,350
1,0,0,663,956,350
1,0,0,665,955,350
1,0,0,666,955,350
1,0,0,664,955,350
1,0,0,666,955,350
1,0,0,664,955,350
1,0,0,665,956,350
1,0,0,664,956,350
1,0,0,664,955,350
1,1,0,665,956,350
1,1,0,665,956,350
1,1,0,665,956,350
1,1,0,667,956,350
1,1,1,582,977,350
1,1,1,566,958,350
1,1,1,579,961,350
1,1,1,582,974,350
1,1,1,588,964,350
1,1,1,578,999,350
1,1,0,617,967,350
1,1,0,650,965,350
1,1,0,647,965,350
1,1,0,640,964,350
1,1,0,641,964,350
1,1,0,636,964,350
1,1,0,636,964,350
1,1,0,631,964,350
1,1,0,634,964,350
1,1,0,629,964,350
1,1,1,631,965,350
1,1,1,577,966,350
1,1,1,580,968,350
1,1,1,580,968,350
1,1,1,584,969,350
1,1,1,585,971,350
1,1,1,557,972,350
1,1,1,557,973,350
1,1,1,559,974,350
1,1,1,560,975,350
1,1,1,560,976,350
1,1,1,560,977,350
1,1,1,562,978,350
1,1,1,563,1007,350
1,1,1,563,981,350
1,1,1,562,982,350
1,1,1,559,981,350
1,1,1,563,983,350
1,1,1,563,984,350
1,1,1,566,1014,350
1,1,1,559,987,350
1,1,1,558,988,350
1,1,1,560,989,350
1,1,1,563,989,350
1,1,1,562,990,350
1,1,1,573,992,350
1,1,1,541,1014,350
1,1,1,544,996,350
1,1,1,550,995,350
1,1,1,546,997,350
1,1,1,550,997,350
1,1,1,546,1001,350
1,1,1,554,1001,350
1,1,1,549,1001,350
1,1,1,543,1011,350
1,1,1,544,1048,350
1,1,1,553,1006,350
1,1,1,548,1006,350
1,1,1,543,1017,350
1,1,1,545,1009,350
1,1,1,544,1012,350
1,1,1,549,1011,350
1,1,1,545,1021,350
1,1,1,546,1014,350
1,1,1,548,1015,350
1,1,1,561,1051,350
