PV,MV,BO,TP,TP_O
1,0,1,654,550
1,0,0,792,550
1,0,0,943,550
1,0,0,928,550
1,0,0,930,550
1,0,1,929,550
1,0,1,638,550
1,0,1,670,550
1,0,1,646,550
1,0,1,675,550
1,0,1,681,550
1,0,1,645,550
1,0,1,627,550
1,0,1,625,550
1,0,1,641,550
1,0,1,656,550
1,0,1,662,550
1,0,1,668,550
1,0,1,654,550
1,0,1,633,550
1,0,1,625,550
1,0,0,786,550
1,0,0,943,550
1,0,0,930,550
1,0,0,925,550
1,0,1,930,550
1,0,1,613,550
1,0,1,634,550
1,0,1,650,550
1,0,1,664,550
1,0,1,708,550
1,0,1,614,550
1,0,1,632,550
1,0,1,615,550
1,0,1,654,550
1,0,1,628,550
1,0,1,629,550
1,0,1,655,550
1,0,1,621,550
1,0,1,652,550
1,0,1,614,550
1,0,0,769,550
1,0,0,948,550
1,0,0,932,550
1,0,0,924,550
1,0,1,932,550
1,0,1,601,550
1,0,1,645,550
1,0,1,640,550
1,0,1,606,550
1,0,1,692,550
1,0,1,596,550
1,0,1,592,550
1,0,1,609,550
1,0,1,622,550
1,0,1,597,550
1,0,1,597,550
1,0,1,615,550
1,0,1,631,550
1,0,1,641,550
1,0,1,594,550
1,0,0,749,550
1,0,0,954,550
1,0,0,934,550
1,0,0,929,550
1,0,1,922,550
1,0,1,586,550
1,0,1,611,550
1,0,1,627,550
1,0,1,642,550
1,0,1,595,550
1,0,1,578,550
1,0,1,636,550
1,0,1,600,550
1,0,1,602,550
1,0,1,590,550
1,0,1,575,550
1,0,1,635,550
1,0,1,600,550
1,0,1,604,550
1,0,1,589,550
1,0,0,763,550
1,0,0,946,550
1,0,0,935,550
1,0,0,929,550
1,0,1,924,550
1,0,1,610,550
1,0,1,580,550
1,0,1,634,550
1,0,1,593,550
1,0,1,620,550
1,0,1,622,550
1,0,1,627,550
1,0,1,616,550
1,0,1,598,550
1,0,1,563,550
1,0,1,589,550
1,0,1,565,550
1,0,1,578,550
1,0,1,618,550
1,0,1,619,550
1,0,0,727,550
1,0,0,957,550
1,0,0,935,550
1,0,0,930,550
1,0,1,927,550
1,0,1,608,550
1,0,1,596,550
1,0,1,569,550
1,0,1,570,550
1,0,1,627,550
1,0,1,552,550
1,0,1,560,550
1,0,1,593,550
1,0,1,617,550
1,0,1,620,550
1,0,1,603,550
1,0,1,578,550
1,0,1,551,550
1,0,1,568,550
1,0,1,601,550
1,0,0,703,550
1,0,0,949,550
1,0,0,937,550
1,0,0,929,550
1,0,1,931,550
1,0,1,546,550
1,0,1,556,550
1,0,1,593,550
1,0,1,622,550
1,0,1,607,550
1,0,1,470,550
1,0,1,489,550
1,0,1,482,550
1,0,1,498,550
1,0,1,499,550
1,0,1,491,550
1,0,1,478,550
1,0,1,466,550
1,0,1,465,550
1,0,1,479,550
1,0,0,687,550
1,0,0,951,550
1,0,0,932,550
1,0,0,931,550
1,0,1,916,550
1,0,1,482,550
1,0,1,496,550
1,0,1,490,550
1,0,1,483,550
1,0,1,474,550
1,0,1,499,550
1,0,1,489,550
1,0,1,478,550
1,0,1,466,550
1,0,1,505,550
1,0,1,480,550
1,0,1,460,550
1,0,1,494,550
1,0,1,481,550
1,0,1,467,550
1,0,0,653,550
1,0,0,952,550
1,0,0,932,550
1,0,0,925,550
1,0,1,866,550
1,0,1,443,550
1,0,1,487,550
1,0,1,481,550
1,0,1,455,550
1,0,1,465,550
1,0,1,468,550
1,0,1,474,550
1,0,1,493,550
1,0,1,467,550
1,0,1,454,550
1,0,1,480,550
1,0,1,460,550
1,0,1,494,550
1,0,1,480,550
1,0,1,465,550
1,0,0,674,550
1,0,0,950,550
1,0,0,932,550
1,0,0,924,550
1,0,1,933,550
1,0,1,592,550
1,0,1,559,550
1,0,1,553,550
1,0,1,601,550
1,0,1,541,550
1,0,1,551,550
1,0,1,602,550
1,0,1,580,550
1,0,1,544,550
1,0,1,595,550
1,0,1,576,550
1,0,1,547,550
1,0,1,597,550
1,0,1,594,550
1,0,1,591,550
1,0,0,737,550
1,0,0,949,550
1,0,0,941,550
1,0,0,933,550
1,0,1,929,550
1,0,1,562,550
1,0,1,604,550
1,0,1,547,550
1,0,1,565,550
1,0,1,569,550
1,0,1,574,550
1,0,1,555,550
1,0,1,607,550
1,0,1,584,550
1,0,1,595,550
1,0,1,601,550
1,0,1,596,550
1,0,1,537,550
1,0,1,595,550
1,0,1,531,550
1,0,0,743,550
1,0,0,951,550
1,0,0,940,550
1,0,0,934,550
1,0,1,879,550
1,0,1,543,550
1,0,1,560,550
1,0,1,608,550
1,0,1,566,550
1,0,1,604,550
1,0,1,602,550
1,0,1,581,550
1,0,1,574,550
1,0,1,609,550
1,0,1,573,550
1,0,1,573,550
1,0,1,610,550
1,0,1,552,550
1,0,1,574,550
1,0,0,702,550
1,0,0,944,550
1,0,0,929,550
1,0,0,920,550
1,0,0,921,550
1,0,0,913,550
1,0,0,918,550
1,0,0,914,550
1,0,0,916,550
1,0,0,910,550
1,0,0,914,550
1,0,0,909,550
1,0,1,913,550
1,0,1,566,550
1,0,1,603,550
1,0,1,535,550
1,0,1,574,550
1,0,1,543,550
1,0,1,467,550
1,0,1,476,550
1,0,1,496,550
1,0,0,682,550
1,0,0,951,550
1,0,0,933,550
1,0,0,926,550
1,0,1,928,550
1,0,1,483,550
1,0,1,467,550
1,0,1,476,550
1,0,1,494,550
1,0,1,491,550
1,0,1,499,550
1,0,1,485,550
1,0,1,462,550
1,0,1,501,550
1,0,1,498,550
1,0,1,488,550
1,0,1,494,550
1,0,1,465,550
1,0,1,487,550
1,0,1,498,550
1,0,0,675,550
1,0,0,952,550
1,0,0,934,550
1,0,0,925,550
1,0,1,916,550
1,0,1,523,550
1,0,1,586,550
1,0,1,609,550
1,0,1,533,550
1,0,1,612,550
1,0,1,612,550
1,0,1,533,550
1,0,1,584,550
1,0,1,614,550
1,0,1,575,550
1,0,1,583,550
1,0,1,614,550
1,0,1,543,550
1,0,1,576,550
1,0,1,556,550
1,0,0,737,550
1,0,0,948,550
1,0,0,935,550
1,0,0,933,550
1,0,1,931,550
1,0,1,573,550
1,0,1,547,550
1,0,1,603,550
1,0,1,600,550
1,0,1,601,550
1,0,1,597,550
1,0,1,607,550
1,0,1,539,550
1,0,1,593,550
1,0,1,537,550
1,0,1,536,550
1,0,1,589,550
1,0,1,618,550
1,0,1,545,550
1,0,1,614,550
1,0,0,702,550
1,0,0,952,550
1,0,0,941,550
1,0,0,933,550
1,0,1,932,550
1,0,1,592,550
1,0,1,607,550
1,0,1,537,550
1,0,1,595,550
1,0,1,535,550
1,0,1,540,550
1,0,1,589,550
1,0,1,603,550
1,0,1,557,550
1,0,1,607,550
1,0,1,600,550
1,0,1,546,550
1,0,1,601,550
1,0,1,601,550
1,0,1,605,550
1,0,0,744,550
1,0,0,955,550
1,0,0,939,550
1,0,0,935,550
1,0,1,934,550
1,0,1,579,550
1,0,1,615,550
1,0,1,548,550
1,0,1,583,550
1,0,1,559,550
1,0,1,553,550
1,0,1,582,550
1,0,1,622,550
1,0,1,556,550
1,0,1,621,550
1,0,1,620,550
1,0,1,558,550
1,0,1,574,550
1,0,1,617,550
1,0,1,565,550
1,0,0,761,550
1,0,0,958,550
1,0,0,940,550
1,0,0,939,550
1,0,1,923,550
1,0,1,529,550
1,0,1,595,550
1,0,1,617,550
1,0,1,541,550
1,0,1,620,550
1,0,1,620,550
1,0,1,538,550
1,0,1,592,550
1,0,1,623,550
1,0,1,584,550
1,0,1,595,550
1,0,1,624,550
1,0,1,550,550
1,0,1,585,550
1,0,1,560,550
1,0,0,747,550
1,0,0,956,550
1,0,0,943,550
1,0,0,937,550
1,0,1,938,550
1,0,1,580,550
1,0,1,551,550
1,0,1,610,550
1,0,1,605,550
1,0,1,606,550
1,0,1,612,550
1,0,1,605,550
1,0,1,550,550
1,0,1,607,550
1,0,1,539,550
1,0,1,549,550
1,0,1,607,550
1,0,1,619,550
1,0,1,543,550
1,0,1,620,550
1,0,0,716,550
1,0,0,956,550
1,0,0,946,550
1,0,0,937,550
1,0,1,938,550
1,0,1,607,550
1,0,1,586,550
1,0,1,560,550
1,0,1,612,550
1,0,1,548,550
1,0,1,546,550
1,0,1,609,550
1,0,1,617,550
1,0,1,541,550
1,0,1,621,550
1,0,1,620,550
1,0,1,546,550
1,0,1,594,550
1,0,1,622,550
1,0,1,586,550
1,0,0,764,550
1,0,0,957,550
1,0,0,943,550
1,0,0,938,550
1,0,1,937,550
1,0,1,539,550
1,0,1,604,550
1,0,1,618,550
1,0,1,545,550
1,0,1,626,550
1,0,1,626,550
1,0,1,546,550
1,0,1,619,550
1,0,1,594,550
1,0,1,620,550
1,0,1,618,550
1,0,1,612,550
1,0,1,550,550
1,0,1,614,550
1,0,1,550,550
1,0,0,762,550
1,0,0,957,550
1,0,0,941,550
1,0,0,939,550
1,0,1,938,550
1,0,1,565,550
1,0,1,566,550
1,0,1,619,550
1,0,1,592,550
1,0,1,616,550
1,0,1,618,550
1,0,1,593,550
1,0,1,562,550
1,0,1,615,550
1,0,1,552,550
1,0,1,563,550
1,0,1,616,550
1,0,1,609,550
1,0,1,554,550
1,0,1,626,550
1,0,0,721,550
1,0,0,957,550
1,0,0,946,550
1,0,0,939,550
1,0,1,934,550
1,0,1,614,550
1,0,1,571,550
1,0,1,570,550
1,0,1,624,550
1,0,1,560,550
1,0,1,567,550
1,0,1,622,550
1,0,1,598,550
1,0,1,562,550
1,0,1,612,550
1,0,1,594,550
1,0,1,561,550
1,0,1,621,550
1,0,1,611,550
1,0,1,613,550
1,0,0,749,550
1,0,0,955,550
1,0,0,941,550
1,0,0,939,550
1,0,1,886,550
1,0,1,588,550
1,0,1,625,550
1,0,1,550,550
1,0,1,590,550
1,0,1,563,550
1,0,1,560,550
1,0,1,592,550
1,0,1,633,550
1,0,1,567,550
1,0,1,629,550
1,0,1,630,550
1,0,1,562,550
1,0,1,584,550
1,0,1,627,550
1,0,1,575,550
1,0,0,768,550
1,0,0,957,550
1,0,0,944,550
1,0,0,940,550
1,0,1,937,550
1,0,1,537,550
1,0,1,605,550
1,0,1,627,550
1,0,1,544,550
1,0,1,629,550
1,0,1,635,550
1,0,1,554,550
1,0,1,592,550
1,0,1,629,550
1,0,1,582,550
1,0,1,582,550
1,0,1,633,550
1,0,1,582,550
1,0,1,573,550
1,0,1,601,550
1,0,0,736,550
1,0,0,956,550
1,0,0,943,550
1,0,0,939,550
1,0,1,937,550
1,0,1,621,550
1,0,1,565,550
1,0,1,584,550
1,0,1,626,550
1,0,1,573,550
1,0,1,568,550
1,0,1,629,550
1,0,1,559,550
1,0,1,603,550
1,0,1,560,550
1,0,1,558,550
1,0,1,592,550
1,0,1,635,550
1,0,1,556,550
1,0,0,759,550
1,0,0,949,550
1,0,0,935,550
1,0,0,927,550
1,0,0,925,550
1,0,0,924,550
1,0,0,925,550
1,0,0,918,550
1,0,0,923,550
1,0,0,916,550
1,0,0,919,550
1,0,0,914,550
1,0,1,917,550
1,0,1,530,550
1,0,1,592,550
1,0,1,627,550
1,0,1,552,550
1,0,1,622,550
1,0,1,464,550
1,0,1,504,550
1,0,1,501,550
1,0,0,690,550
1,0,0,951,550
1,0,0,936,550
1,0,0,934,550
1,0,1,933,550
1,0,1,494,550
1,0,1,471,550
1,0,1,496,550
1,0,1,508,550
1,0,1,497,550
1,0,1,510,550
1,0,1,493,550
1,0,1,474,550
1,0,1,513,550
1,0,1,506,550
1,0,1,506,550
1,0,1,505,550
1,0,1,472,550
1,0,1,506,550
1,0,1,511,550
1,0,0,682,550
1,0,0,955,550
1,0,0,938,550
1,0,0,934,550
1,0,1,906,550
1,0,1,549,550
1,0,1,592,550
1,0,1,632,550
1,0,1,565,550
1,0,1,637,550
1,0,1,637,550
1,0,1,570,550
1,0,1,589,550
1,0,1,630,550
1,0,1,578,550
1,0,1,586,550
1,0,1,637,550
1,0,1,584,550
1,0,1,578,550
1,0,1,604,550
1,0,0,740,550
1,0,0,955,550
1,0,0,946,550
1,0,0,936,550
1,0,1,935,550
1,0,1,623,550
1,0,1,545,550
1,0,1,606,550
1,0,1,632,550
1,0,1,596,550
1,0,1,594,550
1,0,1,634,550
1,0,1,571,550
1,0,1,590,550
1,0,1,585,550
1,0,1,585,550
1,0,1,579,550
1,0,1,630,550
1,0,1,603,550
1,0,1,625,550
1,0,0,753,550
1,0,0,956,550
1,0,0,943,550
1,0,0,941,550
1,0,1,886,550
1,0,1,595,550
1,0,1,630,550
1,0,1,561,550
1,0,1,598,550
1,0,1,575,550
1,0,1,580,550
1,0,1,589,550
1,0,1,634,550
1,0,1,553,550
1,0,1,636,550
1,0,1,639,550
1,0,1,552,550
1,0,1,606,550
1,0,1,635,550
1,0,1,608,550
1,0,0,767,550
1,0,0,959,550
1,0,0,943,550
1,0,0,940,550
1,0,1,939,550
1,0,1,541,550
1,0,1,631,550
1,0,1,599,550
1,0,1,570,550
1,0,1,628,550
1,0,1,611,550
1,0,1,570,550
1,0,1,628,550
1,0,1,622,550
1,0,1,626,550
1,0,1,627,550
1,0,1,619,550
1,0,1,560,550
1,0,1,622,550
1,0,1,551,550
1,0,0,763,550
1,0,0,954,550
1,0,0,945,550
1,0,0,942,550
1,0,1,938,550
1,0,1,628,550
1,0,1,575,550
1,0,1,629,550
1,0,1,605,550
1,0,1,627,550
1,0,1,630,550
1,0,1,603,550
1,0,1,570,550
1,0,1,634,550
1,0,1,561,550
1,0,1,571,550
1,0,1,628,550
1,0,1,619,550
1,0,1,560,550
1,0,1,634,550
1,0,0,736,550
1,0,0,957,550
1,0,0,946,550
1,0,0,939,550
1,0,1,937,550
1,0,1,615,550
1,0,1,569,550
1,0,1,590,550
1,0,1,637,550
1,0,1,581,550
1,0,1,588,550
1,0,1,639,550
1,0,1,588,550
1,0,1,583,550
1,0,1,611,550
1,0,1,587,550
1,0,1,583,550
1,0,1,634,550
1,0,1,610,550
1,0,1,629,550
1,0,0,746,550
1,0,0,958,550
1,0,0,943,550
1,0,0,940,550
1,0,1,883,550
1,0,1,562,550
1,0,1,636,550
1,0,1,563,550
1,0,1,600,550
1,0,1,575,550
1,0,1,581,550
1,0,1,593,550
1,0,1,638,550
1,0,1,590,550
1,0,1,636,550
1,0,1,639,550
1,0,1,608,550
1,0,1,573,550
1,0,1,634,550
1,0,1,563,550
1,0,0,770,550
1,0,0,958,550
1,0,0,946,550
1,0,0,939,550
1,0,1,939,550
1,0,1,627,550
1,0,1,590,550
1,0,1,644,550
1,0,1,590,550
1,0,1,640,550
1,0,1,639,550
1,0,1,610,550
1,0,1,603,550
1,0,1,642,550
1,0,1,606,550
1,0,1,603,550
1,0,1,644,550
1,0,1,572,550
1,0,1,606,550
1,0,1,579,550
1,0,0,759,550
1,0,0,959,550
1,0,0,946,550
1,0,0,941,550
1,0,1,938,550
1,0,1,636,550
1,0,1,569,550
1,0,1,635,550
1,0,1,624,550
1,0,1,626,550
1,0,1,631,550
1,0,1,624,550
1,0,1,565,550
1,0,1,627,550
1,0,1,557,550
1,0,1,566,550
1,0,1,627,550
1,0,1,638,550
1,0,1,558,550
1,0,1,646,550
1,0,0,718,550
1,0,0,955,550
1,0,0,942,550
1,0,0,939,550
1,0,1,938,550
1,0,1,610,550
1,0,1,586,550
1,0,1,584,550
1,0,1,639,550
1,0,1,577,550
1,0,1,581,550
1,0,1,642,550
1,0,1,609,550
1,0,1,578,550
1,0,1,630,550
1,0,1,610,550
1,0,1,576,550
1,0,1,635,550
1,0,1,626,550
1,0,1,630,550
1,0,0,759,550
1,0,0,960,550
1,0,0,943,550
1,0,0,938,550
1,0,1,937,550
1,0,1,555,550
1,0,1,646,550
1,0,1,575,550
1,0,1,596,550
1,0,1,594,550
1,0,1,589,550
1,0,1,597,550
1,0,1,645,550
1,0,1,593,550
1,0,1,640,550
1,0,1,644,550
1,0,1,595,550
1,0,1,588,550
1,0,1,641,550
1,0,1,575,550
1,0,0,779,550
1,0,0,958,550
1,0,0,944,550
1,0,0,939,550
1,0,1,937,550
1,0,1,585,550
1,0,1,619,550
1,0,1,649,550
1,0,1,555,550
1,0,1,646,550
1,0,1,651,550
1,0,1,569,550
1,0,1,607,550
1,0,1,649,550
1,0,1,596,550
1,0,1,597,550
1,0,1,646,550
1,0,1,594,550
1,0,1,588,550
1,0,1,615,550
1,0,0,740,550
1,0,0,957,550
1,0,0,945,550
1,0,0,940,550
1,0,1,938,550
1,0,1,620,550
1,0,1,576,550
1,0,1,596,550
1,0,1,650,550
1,0,1,588,550
1,0,1,582,550
1,0,1,642,550
1,0,1,569,550
1,0,1,617,550
1,0,1,570,550
1,0,1,571,550
1,0,1,610,550
1,0,1,649,550
1,0,1,571,550
1,0,0,769,550
1,0,0,947,550
1,0,0,935,550
1,0,0,922,550
1,0,0,926,550
1,0,0,920,550
1,0,0,928,550
1,0,0,917,550
1,0,0,930,550
1,0,0,915,550
1,0,0,918,550
1,0,0,918,550
1,0,0,919,550
1,0,0,914,550
1,0,0,917,550
1,0,0,911,550
1,0,1,915,550
1,0,1,622,550
1,0,1,621,550
1,0,1,563,550
1,0,1,628,550
1,0,0,722,550
1,0,0,949,550
1,0,0,935,550
1,0,0,934,550
1,0,1,937,550
1,0,1,639,550
1,0,1,579,550
1,0,1,598,550
1,0,1,646,550
1,0,1,589,550
1,0,1,594,550
1,0,1,651,550
1,0,1,597,550
1,0,1,589,550
1,0,1,621,550
1,0,1,596,550
1,0,1,590,550
1,0,1,646,550
1,0,1,618,550
1,0,1,641,550
1,0,0,754,550
1,0,0,960,550
1,0,0,942,550
1,0,0,940,550
1,0,1,900,550
1,0,1,580,550
1,0,1,649,550
1,0,1,557,550
1,0,1,619,550
1,0,1,573,550
1,0,1,563,550
1,0,1,620,550
1,0,1,654,550
1,0,1,568,550
1,0,1,652,550
1,0,1,652,550
1,0,1,570,550
1,0,1,612,550
1,0,1,651,550
1,0,1,600,550
1,0,0,782,550
1,0,0,957,550
1,0,0,947,550
1,0,0,940,550
1,0,1,939,550
1,0,1,562,550
1,0,1,637,550
1,0,1,631,550
1,0,1,569,550
1,0,1,650,550
1,0,1,652,550
1,0,1,561,550
1,0,1,628,550
1,0,1,653,550
1,0,1,620,550
1,0,1,623,550
1,0,1,654,550
1,0,1,572,550
1,0,1,613,550
1,0,1,584,550
1,0,0,758,550
1,0,0,956,550
1,0,0,946,550
1,0,0,940,550
1,0,1,936,550
1,0,1,644,550
1,0,1,566,550
1,0,1,640,550
1,0,1,644,550
1,0,1,632,550
1,0,1,626,550
1,0,1,650,550
1,0,1,583,550
1,0,1,651,550
1,0,1,580,550
1,0,1,582,550
1,0,1,644,550
1,0,1,638,550
1,0,1,593,550
1,0,1,619,550
1,0,0,754,550
1,0,0,957,550
1,0,0,947,550
1,0,0,940,550
1,0,1,939,550
1,0,1,645,550
1,0,1,559,550
1,0,1,628,550
1,0,1,650,550
1,0,1,625,550
1,0,1,626,550
1,0,1,655,550
1,0,1,567,550
1,0,1,626,550
1,0,1,574,550
1,0,1,564,550
1,0,1,623,550
1,0,1,654,550
1,0,1,573,550
1,0,1,655,550
1,0,0,721,550
1,0,0,960,550
1,0,0,946,550
1,0,0,940,550
1,0,1,922,550
1,0,1,604,550
1,0,1,655,550
1,0,1,572,550
1,0,1,638,550
1,0,1,563,550
1,0,1,567,550
1,0,1,639,550
1,0,1,649,550
1,0,1,564,550
1,0,1,655,550
1,0,1,648,550
1,0,1,563,550
1,0,1,635,550
1,0,1,655,550
1,0,1,622,550
1,0,0,777,550
1,0,0,958,550
1,0,0,945,550
1,0,0,940,550
1,0,1,938,550
1,0,1,565,550
1,0,1,608,550
1,0,1,637,550
1,0,1,574,550
1,0,1,650,550
1,0,1,646,550
1,0,1,576,550
1,0,1,644,550
1,0,1,648,550
1,0,1,637,550
1,0,1,643,550
1,0,1,650,550
1,0,1,564,550
1,0,1,632,550
1,0,1,568,550
1,0,0,777,550
1,0,0,958,550
1,0,0,943,550
1,0,0,941,550
1,0,1,937,550
1,0,1,646,550
1,0,1,565,550
1,0,1,649,550
1,0,1,624,550
1,0,1,649,550
1,0,1,642,550
1,0,1,642,550
1,0,1,574,550
1,0,1,645,550
1,0,1,567,550
1,0,1,566,550
1,0,1,634,550
1,0,1,657,550
1,0,1,564,550
1,0,1,660,550
1,0,0,720,550
1,0,0,957,550
1,0,0,946,550
1,0,0,939,550
1,0,1,925,550
1,0,1,605,550
1,0,1,653,550
1,0,1,576,550
1,0,1,639,550
1,0,1,564,550
1,0,1,565,550
1,0,1,635,550
1,0,1,621,550
1,0,1,596,550
1,0,1,629,550
1,0,1,624,550
1,0,1,587,550
1,0,1,648,550
1,0,1,623,550
1,0,1,648,550
1,0,0,755,550
1,0,0,958,550
1,0,0,947,550
1,0,0,941,550
1,0,1,906,550
1,0,1,586,550
1,0,1,653,550
1,0,1,564,550
1,0,1,630,550
1,0,1,580,550
1,0,1,573,550
1,0,1,627,550
1,0,1,661,550
1,0,1,576,550
1,0,1,662,550
1,0,1,662,550
1,0,1,576,550
1,0,1,618,550
1,0,1,660,550
1,0,1,607,550
1,0,0,787,550
1,0,0,959,550
1,0,0,945,550
1,0,0,941,550
1,0,1,939,550
1,0,1,598,550
1,0,1,593,550
1,0,1,655,550
1,0,1,568,550
1,0,1,661,550
1,0,1,661,550
1,0,1,567,550
1,0,1,628,550
1,0,1,662,550
1,0,1,619,550
1,0,1,628,550
1,0,1,661,550
1,0,1,579,550
1,0,1,619,550
1,0,1,592,550
1,0,0,769,550
1,0,0,960,550
1,0,0,946,550
1,0,0,940,550
1,0,1,938,550
1,0,1,651,550
1,0,1,590,550
1,0,1,646,550
1,0,1,654,550
1,0,1,638,550
1,0,1,642,550
1,0,1,656,550
1,0,1,569,550
1,0,1,638,550
1,0,1,568,550
1,0,1,571,550
1,0,1,637,550
1,0,1,661,550
1,0,1,569,550
1,0,1,665,550
1,0,0,730,550
1,0,0,958,550
1,0,0,946,550
1,0,0,941,550
1,0,1,934,550
1,0,1,628,550
1,0,1,656,550
1,0,1,599,550
1,0,1,656,550
1,0,1,586,550
1,0,1,583,550
1,0,1,651,550
1,0,1,649,550
1,0,1,576,550
1,0,1,658,550
1,0,1,659,550
1,0,1,569,550
1,0,1,637,550
1,0,1,663,550
1,0,1,628,550
1,0,0,787,550
1,0,0,956,550
1,0,0,946,550
1,0,0,944,550
1,0,1,941,550
1,0,1,571,550
1,0,1,618,550
1,0,1,646,550
1,0,1,576,550
1,0,1,659,550
1,0,1,661,550
1,0,1,571,550
1,0,1,658,550
1,0,1,611,550
1,0,1,660,550
1,0,1,658,550
1,0,1,628,550
1,0,1,591,550
1,0,1,658,550
1,0,0,769,550
1,0,0,947,550
1,0,0,938,550
1,0,0,931,550
1,0,0,930,550
1,0,0,928,550
1,0,0,930,550
1,0,0,923,550
1,0,0,920,550
1,0,0,917,550
1,0,0,918,550
1,0,0,915,550
1,0,0,918,550
1,0,0,912,550
1,0,0,917,550
1,0,0,911,550
1,0,1,920,550
1,0,1,550,550
1,0,1,620,550
1,0,1,660,550
1,0,1,578,550
1,0,0,778,550
1,0,0,945,550
1,0,0,937,550
1,0,0,935,550
1,0,1,936,550
1,0,1,576,550
1,0,1,649,550
1,0,1,644,550
1,0,1,581,550
1,0,1,660,550
1,0,1,654,550
1,0,1,580,550
1,0,1,647,550
1,0,1,661,550
1,0,1,643,550
1,0,1,647,550
1,0,1,659,550
1,0,1,570,550
1,0,1,643,550
1,0,1,575,550
1,0,0,783,550
1,0,0,959,550
1,0,0,943,550
1,0,0,939,550
1,0,1,938,550
1,0,1,655,550
1,0,1,565,550
1,0,1,658,550
1,0,1,630,550
1,0,1,656,550
1,0,1,657,550
1,0,1,634,550
1,0,1,591,550
1,0,1,658,550
1,0,1,576,550
1,0,1,591,550
1,0,1,659,550
1,0,1,651,550
1,0,1,583,550
1,0,1,662,550
1,0,0,745,550
1,0,0,956,550
1,0,0,943,550
1,0,0,942,550
1,0,1,940,550
1,0,1,645,550
1,0,1,642,550
1,0,1,624,550
1,0,1,666,550
1,0,1,616,550
1,0,1,609,550
1,0,1,667,550
1,0,1,610,550
1,0,1,605,550
1,0,1,630,550
1,0,1,630,550
1,0,1,593,550
1,0,1,659,550
1,0,1,649,550
1,0,1,653,550
1,0,0,777,550
1,0,0,956,550
1,0,0,947,550
1,0,0,940,550
1,0,1,939,550
1,0,1,569,550
1,0,1,643,550
1,0,1,588,550
1,0,1,613,550
1,0,1,609,550
1,0,1,622,550
1,0,1,607,550
1,0,1,668,550
1,0,1,573,550
