V_set,I_in,P_in,V_out,Load,P_out
0.25,0.024797937,0.00619948425,1.483755,11010,0.0001999572116280654
0.35,0.037095408,0.0129833928,1.523301,6010,0.0003860974936108153
0.45,0.049291029,0.022180963050000002,1.503605,6010,0.0003761777031655574
0.55,0.07000820799999999,0.038504514399999995,1.497879,4010,0.0005595115956710723
0.65,0.11930271,0.0775467615,1.7044369999999998,1008,0.002882049094215277
