V_set,I_in,P_in,V_out,Load,P_out
0.25,0.023604378999999998,0.0059010947499999996,1.484061,16000,0.0001376523157325625
0.35,0.034835496,0.0121924236,1.4974070000000002,8000,0.00028027846545612505
0.45,0.046628572,0.0209828574,1.5240529999999999,7100,0.0003271461333533802
0.55,0.065789097,0.03618400335000001,1.4903179999999998,4400,0.0005047835775281817
0.65,0.11411749,0.0741763685,1.8091519999999999,1040,0.003147145152984615
