V_set,I_in,P_in,V_out,Load,P_out
0.25,0.024961372,0.006240343,1.5018310000000001,11000,0.00020504512296009095
0.35,0.038069978,0.013324492299999999,1.54167,6000,0.0003961243981500001
0.45,0.050641582,0.022788711899999998,1.502202,6000,0.00037610180813400004
0.55,0.07337995900000001,0.04035897745000001,1.494262,3900,0.000572517672985641
0.65,0.11926849999999997,0.07752452499999998,1.8153,1100,0.0029957400818181818
