V_set,I_in,P_in,V_out,Load,P_out
0.25,0.026090525000000003,0.006522631250000001,1.509769,6000,0.00037990040556016663
0.35,0.039707949,0.01389778215,1.5122369999999998,2900,0.0007885726704031033
0.45,0.053532687999999995,0.0240897096,1.50852,1850,0.0012300716704864868
0.55,0.06685544800000001,0.03677049640000001,1.5046039999999998,1330,0.0017021302231699244
0.65,0.080581155,0.05237775075,1.520467,1130,0.00204585831689292
