Time,Current
2024-11-08 22:06:19.672,0.0
2024-11-08 22:06:19.674,0.0
2024-11-08 22:06:19.676,0.0
2024-11-08 22:06:19.678,0.0
2024-11-08 22:06:19.681,0.0
2024-11-08 22:06:19.683,0.0
2024-11-08 22:06:19.685,0.0
2024-11-08 22:06:19.687,0.0
2024-11-08 22:06:19.689,0.0
2024-11-08 22:06:19.692,0.0
2024-11-08 22:06:19.900,0.0
2024-11-08 22:06:19.903,0.0
2024-11-08 22:06:19.906,0.0
2024-11-08 22:06:19.909,0.0
2024-11-08 22:06:19.912,0.0
2024-11-08 22:06:19.915,0.0
2024-11-08 22:06:19.918,0.0
2024-11-08 22:06:19.922,0.0
2024-11-08 22:06:19.925,0.0
2024-11-08 22:06:19.928,0.0
2024-11-08 22:06:20.169,0.0
2024-11-08 22:06:20.172,0.0
2024-11-08 22:06:20.175,0.0
2024-11-08 22:06:20.178,0.0
2024-11-08 22:06:20.182,0.0
2024-11-08 22:06:20.185,0.0
2024-11-08 22:06:20.188,0.0
2024-11-08 22:06:20.192,0.0
2024-11-08 22:06:20.195,0.0
2024-11-08 22:06:20.198,0.0
2024-11-08 22:06:20.426,0.0
2024-11-08 22:06:20.429,0.0
2024-11-08 22:06:20.432,0.0
2024-11-08 22:06:20.435,0.0
2024-11-08 22:06:20.438,0.0
2024-11-08 22:06:20.442,0.0
2024-11-08 22:06:20.445,0.0
2024-11-08 22:06:20.448,0.0
2024-11-08 22:06:20.452,0.0
2024-11-08 22:06:20.455,0.0
2024-11-08 22:06:20.684,0.0
2024-11-08 22:06:20.687,0.0
2024-11-08 22:06:20.691,0.0
2024-11-08 22:06:20.694,0.0
2024-11-08 22:06:20.697,0.0
2024-11-08 22:06:20.701,0.0
2024-11-08 22:06:20.704,0.0
2024-11-08 22:06:20.707,0.0
2024-11-08 22:06:20.711,0.0
2024-11-08 22:06:20.714,0.0
2024-11-08 22:06:20.943,0.0
2024-11-08 22:06:20.946,0.0
2024-11-08 22:06:20.953,0.0
2024-11-08 22:06:20.956,0.0
2024-11-08 22:06:20.959,0.0
2024-11-08 22:06:20.962,0.0
2024-11-08 22:06:20.965,0.0
2024-11-08 22:06:20.968,0.0
2024-11-08 22:06:20.972,0.0
2024-11-08 22:06:20.975,0.0
2024-11-08 22:06:21.203,0.0
2024-11-08 22:06:21.206,0.0
2024-11-08 22:06:21.209,0.0
2024-11-08 22:06:21.212,0.0
2024-11-08 22:06:21.215,0.0
2024-11-08 22:06:21.218,0.0
2024-11-08 22:06:21.222,0.0
2024-11-08 22:06:21.225,0.0
2024-11-08 22:06:21.228,0.0
2024-11-08 22:06:21.232,0.0
2024-11-08 22:06:21.461,0.0
2024-11-08 22:06:21.464,0.0
2024-11-08 22:06:21.467,0.0
2024-11-08 22:06:21.471,0.0
2024-11-08 22:06:21.474,0.0
2024-11-08 22:06:21.477,0.0
2024-11-08 22:06:21.481,0.0
2024-11-08 22:06:21.484,0.0
2024-11-08 22:06:21.487,0.0
2024-11-08 22:06:21.491,0.0
2024-11-08 22:06:21.721,0.0
2024-11-08 22:06:21.724,0.0
2024-11-08 22:06:21.727,0.0
2024-11-08 22:06:21.731,0.0
2024-11-08 22:06:21.734,0.0
2024-11-08 22:06:21.737,0.0
2024-11-08 22:06:21.741,0.0
2024-11-08 22:06:21.744,0.0
2024-11-08 22:06:21.747,0.0
2024-11-08 22:06:21.751,0.0
2024-11-08 22:06:21.981,0.0
2024-11-08 22:06:21.983,0.0
2024-11-08 22:06:21.986,0.0
2024-11-08 22:06:21.988,0.0
2024-11-08 22:06:21.991,0.0
2024-11-08 22:06:21.993,0.0
2024-11-08 22:06:21.995,0.0
2024-11-08 22:06:21.998,0.0
2024-11-08 22:06:22.003,0.0
2024-11-08 22:06:22.006,0.0
2024-11-08 22:06:22.228,0.0
2024-11-08 22:06:22.232,0.0
2024-11-08 22:06:22.235,0.0
2024-11-08 22:06:22.238,0.0
2024-11-08 22:06:22.242,0.0
2024-11-08 22:06:22.245,0.0
2024-11-08 22:06:22.248,0.0
2024-11-08 22:06:22.252,0.0
2024-11-08 22:06:22.255,0.0
2024-11-08 22:06:22.258,0.0
2024-11-08 22:06:22.483,0.0
2024-11-08 22:06:22.488,0.0
2024-11-08 22:06:22.491,0.0
2024-11-08 22:06:22.494,0.0
2024-11-08 22:06:22.497,0.0
2024-11-08 22:06:22.501,0.0
2024-11-08 22:06:22.504,0.0
2024-11-08 22:06:22.507,0.0
2024-11-08 22:06:22.511,0.0
2024-11-08 22:06:22.515,0.0
2024-11-08 22:06:22.743,0.0
2024-11-08 22:06:22.746,0.0
2024-11-08 22:06:22.749,0.0
2024-11-08 22:06:22.752,0.0
2024-11-08 22:06:22.755,0.0
2024-11-08 22:06:22.758,0.0
2024-11-08 22:06:22.762,0.0
2024-11-08 22:06:22.765,0.0
2024-11-08 22:06:22.768,0.0
2024-11-08 22:06:22.772,0.0
2024-11-08 22:06:23.001,0.0
2024-11-08 22:06:23.004,0.0
2024-11-08 22:06:23.007,0.0
2024-11-08 22:06:23.011,0.0
2024-11-08 22:06:23.014,0.0
2024-11-08 22:06:23.017,0.0
2024-11-08 22:06:23.021,0.0
2024-11-08 22:06:23.024,0.0
2024-11-08 22:06:23.027,0.0
2024-11-08 22:06:23.031,0.0
2024-11-08 22:06:23.261,0.0
2024-11-08 22:06:23.264,0.0
2024-11-08 22:06:23.266,0.0
2024-11-08 22:06:23.268,0.0
2024-11-08 22:06:23.271,0.0
2024-11-08 22:06:23.273,0.0
2024-11-08 22:06:23.275,0.0
2024-11-08 22:06:23.277,0.0
