V_set,I_in,P_in,V_out,Load,P_out
0.25,0.029649462999999997,0.007412365749999999,0.9654390000000002,9999,9.321656792889292e-05
0.35,0.039645555,0.01387594425,1.412378,3999,0.0004988276106236559
0.45,0.050615416999999996,0.02277693765,1.8335160000000001,3999,0.0008406553944126032
0.55,0.080415714,0.0442286427,1.502495,295,0.007652512627203389
0.65,0.097,0,1.4994,214,0.0105
