V_set,I_in,P_in,V_out,Load,P_out
0.25,0.035290378,0.0088225945,2.2556599999999998,9999,0.0005088510886688668
0.35,0.053966634,0.018888321899999998,1.5006140000000001,975,0.002309581925124103
0.45,0.07731125000000001,0.0347900625,1.500939,530,0.004250599776832076
0.55,0.10068724,0.055377982000000006,1.5013529999999995,363,0.006209533968619831
0.65,0.12314626,0.080045069,1.502777,281,0.008036792568430604
