V_set,I_in,P_in,V_out,Load,P_out
0.25,0.032080853000000006,0.008020213250000002,0.65432,1111110,3.853215814815815e-07
0.35,0.053636949999999996,0.0187729325,1.037749,1111110,9.692316575325575e-07
0.45,0.06454320699999999,0.029044443149999998,1.468218,1111110,1.940099626071226e-06
0.55,0.08888895799999999,0.0488889269,1.4975019999999999,469,0.004781475991479744
0.65,0.11405549000000001,0.07413606850000001,1.5054589999999999,229,0.00989697292873799
