V_set,I_in,P_in,V_out,Load,P_out
0.25,0.027621417,0.00690535425,0.55826,9999,3.1168539613961395e-05
0.35,0.05040448000000001,0.017641568000000003,0.9586370000000001,3999,0.00022980367536109032
0.45,0.064918791,0.02921345595,1.4357609999999998,3999,0.0005154812826009001
0.55,0.087635023,0.048199262650000005,1.4989869999999998,469,0.004790963808462686
0.65,0.11236842999999999,0.07303947949999999,1.496608,229,0.009780941072768558
