V_set,I_in,P_in,V_out,Load,P_out
0.25,0.034469582,0.0086173955,0.617184,9999,3.809541852745274e-05
0.35,0.055099813,0.019284934549999997,1.004148,3999,0.00025214133681020255
0.45,0.066618346,0.029978255699999998,1.4161920000000001,3999,0.000501525326547637
0.55,0.08946219200000001,0.04920420560000001,1.4982799999999998,479,0.004686519746137786
0.65,0.115115,0.07482475,1.4966970000000002,226,0.00991195535313717
