V_set,I_in,P_in,V_out,Load,P_out
0.25,0.039277625999999996,0.009819406499999999,0.5426239999999999,9999,2.9447025240124e-05
0.35,0.056117454,0.0196411089,0.9656689999999999,3999,0.00023318745125306322
0.45,0.067499525,0.030374786250000004,1.380674,3999,0.00047668434465516373
0.55,0.088935653,0.04891460915,1.501807,539,0.004184460603430426
0.65,0.11442948,0.074379162,1.5004320000000002,240,0.009380400777600002
