V_set,I_in,P_in,V_out,Load,P_out
0.25,0.026774450999999998,0.006693612749999999,0.6277510000000001,9999,3.941107290739075e-05
0.35,0.055320411,0.01936214385,0.9928230000000001,3199,0.000308126761278212
0.45,0.06636715699999998,0.029865220649999993,1.418101,3199,0.0006286372135670523
0.55,0.088773434,0.0488253887,1.505128,479,0.0047294578212609606
0.65,0.11416820999999999,0.0742093365,1.506511,229,0.009910809576947597
