V_set,I_in,P_in,V_out,Load,P_out
0.25,0.033908024,0.008477006,0.590098,9999,3.482504746514652e-05
0.35,0.056699944999999995,0.019844980749999998,0.95435,3999,0.00022775291885471368
0.45,0.068123479,0.03065556555,1.3682450000000002,3999,0.0004681406301637911
0.55,0.089301974,0.049116085700000006,1.5001449999999998,559,0.004025822935644006
0.65,0.11492983999999999,0.07470439599999999,1.498986,243,0.009246744971999999
