V_set,I_in,P_in,V_out,Load,P_out
0.25,0.029335873000000002,0.0073339682500000005,0.5990150000000001,9999,3.588548557105712e-05
0.35,0.05528820599999999,0.019350872099999996,0.9227879999999999,3999,0.0002129376576504126
0.45,0.066404994,0.029882247299999998,1.3841679999999998,3999,0.0004791000380655163
0.55,0.08733793599999999,0.0480358648,1.5007620000000002,549,0.00410252564780328
0.65,0.11197795999999997,0.07278567399999998,1.500566,248,0.009079428711112903
