V_set,I_in,P_in,V_out,Load,P_out
0.25,0.027143186999999996,0.006785796749999999,0.609579,9999,3.716237196129613e-05
0.35,0.053828157,0.01883985495,0.9123119999999998,3999,0.00020813032891822946
0.45,0.064938514,0.0292223313,1.435942,3999,0.0005156112596559141
0.55,0.08765152999999999,0.0482083415,1.4990210000000002,469,0.004791181148061835
0.65,0.11239137000000002,0.07305439050000001,1.4965430000000002,229,0.009780091488423582
