V_set,I_in,P_in,V_out,Load,P_out
0.25,0.026127962000000005,0.006531990500000001,0.5572540000000001,9999,3.1056307682368253e-05
0.35,0.056172202000000004,0.0196602707,0.96369,3999,0.00023223266219054764
0.45,0.067423445,0.03034055025,1.3819500000000002,3999,0.0004775658420855216
0.55,0.08893082599999999,0.0489119543,1.500527,539,0.004177330756454545
0.65,0.11439968,0.07435979200000001,1.4989059999999998,240,0.009361329986816665
