V_set,I_in,P_in,V_out,Load,P_out
0.25,0.041655885,0.01041397125,0.559593,9999,3.1317564321332135e-05
0.35,0.056772001,0.01987020035,0.9527829999999999,3999,0.00022700561267541882
0.45,0.068150856,0.030667885199999998,1.3683189999999998,3999,0.0004681912692575643
0.55,0.089326526,0.049129589300000005,1.500588,559,0.0040282009762862255
0.65,0.11477768000000002,0.07460549200000001,1.50474,246,0.009204237673170731
