V_set,I_in,P_in,V_out,Load,P_out
0.25,0.034887022000000004,0.008721755500000001,0.6120530000000001,9999,3.746463394429444e-05
0.35,0.055150938,0.019302828299999998,1.003318,3999,0.0002517246834518629
0.45,0.06667268999999999,0.030002710499999998,1.4145800000000002,3999,0.0005003842401600402
0.55,0.089458162,0.0492019891,1.499927,481,0.004677299387378378
0.65,0.11484209000000001,0.07464735850000001,1.506978,231,0.009831093906857142
