V_set,I_in,P_in,V_out,Load,P_out
0.25,0.026187538,0.0065468845,0.576972,9999,3.329299817821782e-05
0.35,0.054405415,0.01904189525,0.9045690000000001,3999,0.00020461242204576147
0.45,0.06589335700000001,0.029652010650000008,1.3929180000000003,3999,0.0004851764327891975
0.55,0.087112912,0.04791210160000001,1.4969170000000003,529,0.004235842164251419
0.65,0.11130087,0.0723455655,1.5052109999999996,249,0.009099036765144574
