V_set,I_in,P_in,V_out,Load,P_out
0.25,0.028114538000000005,0.007028634500000001,0.539578,9999,2.9117353543754374e-05
0.35,0.050695924999999996,0.017743573749999998,0.9275319999999999,3999,0.00021513268592748182
0.45,0.065965413,0.02968443585,1.388641,3999,0.0004822015070970243
0.55,0.086891109,0.04779010995,1.500626,539,0.0041778819886382195
0.65,0.11124209,0.0723073585,1.5036359999999998,249,0.009080004901590359
