V_set,V_tp,I_in,P_in,V_out,P_out,PWM,Duty,Deadtime
0.45,0.24031133333333332,0.06704169333333333,0.030168762000000002,1.5681966666666665,0.004918481570688888,31000,850,250
0.45,0.23584433333333332,0.06400647333333333,0.028802913,1.67394,0.0056041502472,31000,900,250
0.45,0.24607866666666667,0.06450161,0.029025724500000002,1.2981566666666666,0.0033704214624222222,32000,800,250
0.45,0.23659333333333332,0.06830703666666667,0.0307381665,1.63598,0.0053528611208,32000,850,250
0.45,0.24179633333333336,0.06264853999999999,0.028191842999999994,1.5254333333333332,0.004653893708888888,32000,900,250
0.45,0.1415276666666667,0.08212788,0.036957546,0.87807,0.0015420138498,33000,800,250
0.45,0.18639399999999998,0.07507923666666666,0.0337856565,0.6605266666666667,0.0008725909547555557,30000,800,250
0.45,0.238594,0.06461969333333333,0.029078861999999997,1.3619033333333332,0.0037095613786888885,30000,850,250
0.45,0.2278446666666667,0.06754890333333334,0.030397006500000004,1.8883766666666666,0.007131932870422221,30000,900,250
0.45,0.24565766666666666,0.06254388,0.028144745999999998,1.21625,0.0029585281250000006,31000,800,250
0.45,0.22933933333333334,0.06567034333333333,0.029551654499999996,1.7205300000000001,0.005920446961800001,31000,850,250
0.45,0.24597933333333333,0.06567705333333333,0.029554674,1.3903633333333332,0.0038662203973555543,31000,900,250
0.45,0.18909499999999999,0.06764551333333334,0.030440481000000002,1.3407166666666666,0.003595042360555555,30000,800,250
0.45,0.14871199999999998,0.09100944666666666,0.040954251,0.3681733333333333,0.0002711032067555555,30000,850,250
0.45,0.238449,0.06461835,0.029078257500000003,1.2420266666666666,0.003085260481422222,30000,900,250
0.45,0.2280616666666667,0.06733958333333334,0.030302812500000005,1.7282833333333334,0.005973926560555556,31000,800,250
0.45,0.24412999999999999,0.06444122666666667,0.028998552000000004,1.4598933333333335,0.004262577089422223,31000,850,250
