Time,Range,Func1,Meas1
2024-06-04 11:39:12.350,xxx_range,xxx_func,0.00023999999999999998
2024-06-04 11:39:13.355,xxx_range,xxx_func,0.000242
2024-06-04 11:39:14.359,xxx_range,xxx_func,0.00023400000000000002
2024-06-04 11:39:15.372,xxx_range,xxx_func,0.000231
2024-06-04 11:39:16.377,xxx_range,xxx_func,0.000219
2024-06-04 11:39:17.381,xxx_range,xxx_func,0.000219
2024-06-04 11:39:18.385,xxx_range,xxx_func,0.00023400000000000002
2024-06-04 11:39:19.390,xxx_range,xxx_func,0.00021799999999999999
2024-06-04 11:39:20.395,xxx_range,xxx_func,0.000237
2024-06-04 11:39:21.399,xxx_range,xxx_func,0.000242
2024-06-04 11:39:22.411,xxx_range,xxx_func,0.00023999999999999998
2024-06-04 11:39:23.416,xxx_range,xxx_func,0.000212
2024-06-04 11:39:24.420,xxx_range,xxx_func,0.000242
2024-06-04 11:39:25.425,xxx_range,xxx_func,0.00023799999999999998
2024-06-04 11:39:26.429,xxx_range,xxx_func,0.000241
2024-06-04 11:39:27.433,xxx_range,xxx_func,0.00025
2024-06-04 11:39:28.438,xxx_range,xxx_func,0.000242
2024-06-04 11:39:29.451,xxx_range,xxx_func,0.000217
2024-06-04 11:39:30.455,xxx_range,xxx_func,0.00022700000000000002
2024-06-04 11:39:31.460,xxx_range,xxx_func,0.000229
2024-06-04 11:39:32.464,xxx_range,xxx_func,0.000252
2024-06-04 11:39:33.469,xxx_range,xxx_func,0.00023799999999999998
2024-06-04 11:39:34.473,xxx_range,xxx_func,0.000213
2024-06-04 11:39:35.478,xxx_range,xxx_func,0.000224
2024-06-04 11:39:36.491,xxx_range,xxx_func,0.000229
2024-06-04 11:39:37.495,xxx_range,xxx_func,0.000237
2024-06-04 11:39:38.499,xxx_range,xxx_func,0.000251
2024-06-04 11:39:39.504,xxx_range,xxx_func,0.000223
2024-06-04 11:39:40.508,xxx_range,xxx_func,0.000203
2024-06-04 11:39:41.513,xxx_range,xxx_func,0.00023999999999999998
2024-06-04 11:39:42.517,xxx_range,xxx_func,0.00023999999999999998
2024-06-04 11:39:43.530,xxx_range,xxx_func,0.000258
2024-06-04 11:39:44.535,xxx_range,xxx_func,0.00023799999999999998
2024-06-04 11:39:45.539,xxx_range,xxx_func,0.000231
2024-06-04 11:39:46.543,xxx_range,xxx_func,0.000232
2024-06-04 11:39:47.547,xxx_range,xxx_func,0.000247
2024-06-04 11:39:48.551,xxx_range,xxx_func,0.00023300000000000003
2024-06-04 11:39:49.556,xxx_range,xxx_func,0.000225
2024-06-04 11:39:50.569,xxx_range,xxx_func,0.000221
2024-06-04 11:39:51.573,xxx_range,xxx_func,0.000231
2024-06-04 11:39:52.578,xxx_range,xxx_func,0.00023300000000000003
2024-06-04 11:39:53.582,xxx_range,xxx_func,0.000257
2024-06-04 11:39:54.587,xxx_range,xxx_func,0.000231
2024-06-04 11:39:55.591,xxx_range,xxx_func,0.000241
2024-06-04 11:39:56.595,xxx_range,xxx_func,0.000244
2024-06-04 11:39:57.608,xxx_range,xxx_func,0.000253
2024-06-04 11:39:58.613,xxx_range,xxx_func,0.000246
2024-06-04 11:39:59.617,xxx_range,xxx_func,0.000232
2024-06-04 11:40:00.622,xxx_range,xxx_func,0.000242
2024-06-04 11:40:01.626,xxx_range,xxx_func,0.000225
2024-06-04 11:40:02.631,xxx_range,xxx_func,0.00023400000000000002
2024-06-04 11:40:03.635,xxx_range,xxx_func,0.00023999999999999998
2024-06-04 11:40:04.709,xxx_range,xxx_func,0.000212
2024-06-04 11:40:05.758,xxx_range,xxx_func,0.000228
2024-06-04 11:40:06.806,xxx_range,xxx_func,0.000243
2024-06-04 11:40:07.811,xxx_range,xxx_func,0.000245
2024-06-04 11:40:08.815,xxx_range,xxx_func,0.00023300000000000003
2024-06-04 11:40:09.819,xxx_range,xxx_func,0.000221
2024-06-04 11:40:10.822,xxx_range,xxx_func,0.000245
2024-06-04 11:40:11.837,xxx_range,xxx_func,0.000237
2024-06-04 11:40:12.841,xxx_range,xxx_func,0.000244
2024-06-04 11:40:13.846,xxx_range,xxx_func,0.000225
2024-06-04 11:40:14.850,xxx_range,xxx_func,0.00022700000000000002
2024-06-04 11:40:15.855,xxx_range,xxx_func,0.00023999999999999998
2024-06-04 11:40:16.860,xxx_range,xxx_func,0.000241
2024-06-04 11:40:17.864,xxx_range,xxx_func,0.000229
2024-06-04 11:40:18.877,xxx_range,xxx_func,0.000236
2024-06-04 11:40:19.881,xxx_range,xxx_func,0.000223
2024-06-04 11:40:20.885,xxx_range,xxx_func,0.000228
2024-06-04 11:40:21.890,xxx_range,xxx_func,0.000251
2024-06-04 11:40:22.894,xxx_range,xxx_func,0.00022
2024-06-04 11:40:23.899,xxx_range,xxx_func,0.000221
2024-06-04 11:40:24.903,xxx_range,xxx_func,0.000248
2024-06-04 11:40:25.916,xxx_range,xxx_func,0.000246
2024-06-04 11:40:26.920,xxx_range,xxx_func,0.000246
2024-06-04 11:40:27.924,xxx_range,xxx_func,0.000229
2024-06-04 11:40:28.929,xxx_range,xxx_func,0.000222
2024-06-04 11:40:29.933,xxx_range,xxx_func,0.000243
2024-06-04 11:40:30.938,xxx_range,xxx_func,0.000237
2024-06-04 11:40:31.943,xxx_range,xxx_func,0.000262
2024-06-04 11:40:32.955,xxx_range,xxx_func,0.00023899999999999998
2024-06-04 11:40:33.960,xxx_range,xxx_func,0.000221
2024-06-04 11:40:34.964,xxx_range,xxx_func,0.00023799999999999998
2024-06-04 11:40:35.969,xxx_range,xxx_func,0.00023400000000000002
2024-06-04 11:40:36.974,xxx_range,xxx_func,0.000237
2024-06-04 11:40:37.978,xxx_range,xxx_func,0.000241
2024-06-04 11:40:38.983,xxx_range,xxx_func,0.000206
2024-06-04 11:40:39.994,xxx_range,xxx_func,0.00023799999999999998
2024-06-04 11:40:40.999,xxx_range,xxx_func,0.00022700000000000002
2024-06-04 11:40:42.003,xxx_range,xxx_func,0.00023300000000000003
2024-06-04 11:40:43.008,xxx_range,xxx_func,0.000241
2024-06-04 11:40:44.012,xxx_range,xxx_func,0.00023400000000000002
2024-06-04 11:40:45.017,xxx_range,xxx_func,0.000228
2024-06-04 11:40:46.021,xxx_range,xxx_func,0.000231
2024-06-04 11:40:47.033,xxx_range,xxx_func,0.00026700000000000004
2024-06-04 11:40:48.038,xxx_range,xxx_func,0.000222
2024-06-04 11:40:49.042,xxx_range,xxx_func,0.00023799999999999998
2024-06-04 11:40:50.047,xxx_range,xxx_func,0.00023
2024-06-04 11:40:51.051,xxx_range,xxx_func,0.00023300000000000003
2024-06-04 11:40:52.056,xxx_range,xxx_func,0.00023899999999999998
2024-06-04 11:40:53.060,xxx_range,xxx_func,0.00023799999999999998
2024-06-04 11:40:54.072,xxx_range,xxx_func,0.000236
2024-06-04 11:40:55.077,xxx_range,xxx_func,0.00023
2024-06-04 11:40:56.081,xxx_range,xxx_func,0.000221
2024-06-04 11:40:57.086,xxx_range,xxx_func,0.00023899999999999998
2024-06-04 11:40:58.090,xxx_range,xxx_func,0.000237
2024-06-04 11:40:59.095,xxx_range,xxx_func,0.000244
2024-06-04 11:41:00.099,xxx_range,xxx_func,0.00023
2024-06-04 11:41:01.111,xxx_range,xxx_func,0.00023
2024-06-04 11:41:02.115,xxx_range,xxx_func,0.00023400000000000002
2024-06-04 11:41:03.120,xxx_range,xxx_func,0.00023400000000000002
2024-06-04 11:41:04.125,xxx_range,xxx_func,0.00025
2024-06-04 11:41:05.129,xxx_range,xxx_func,0.000237
2024-06-04 11:41:06.134,xxx_range,xxx_func,0.000242
2024-06-04 11:41:07.138,xxx_range,xxx_func,0.000216
2024-06-04 11:41:08.150,xxx_range,xxx_func,0.000214
2024-06-04 11:41:09.154,xxx_range,xxx_func,0.00022700000000000002
2024-06-04 11:41:10.159,xxx_range,xxx_func,0.000248
2024-06-04 11:41:11.163,xxx_range,xxx_func,0.000236
2024-06-04 11:41:12.167,xxx_range,xxx_func,0.000252
2024-06-04 11:41:13.171,xxx_range,xxx_func,0.00023799999999999998
2024-06-04 11:41:14.176,xxx_range,xxx_func,0.000242
2024-06-04 11:41:15.189,xxx_range,xxx_func,0.000249
2024-06-04 11:41:16.193,xxx_range,xxx_func,0.000224
2024-06-04 11:41:17.198,xxx_range,xxx_func,0.00021799999999999999
2024-06-04 11:41:18.202,xxx_range,xxx_func,0.000242
2024-06-04 11:41:19.206,xxx_range,xxx_func,0.000246
2024-06-04 11:41:20.211,xxx_range,xxx_func,0.000242
2024-06-04 11:41:21.215,xxx_range,xxx_func,0.000251
2024-06-04 11:41:22.228,xxx_range,xxx_func,0.000225
2024-06-04 11:41:23.232,xxx_range,xxx_func,0.000224
2024-06-04 11:41:24.237,xxx_range,xxx_func,0.00023899999999999998
2024-06-04 11:41:25.241,xxx_range,xxx_func,0.00023400000000000002
2024-06-04 11:41:26.246,xxx_range,xxx_func,0.000252
2024-06-04 11:41:27.250,xxx_range,xxx_func,0.000237
2024-06-04 11:41:28.255,xxx_range,xxx_func,0.000222
2024-06-04 11:41:29.266,xxx_range,xxx_func,0.00022600000000000002
2024-06-04 11:41:30.270,xxx_range,xxx_func,0.000237
2024-06-04 11:41:31.275,xxx_range,xxx_func,0.000243
2024-06-04 11:41:32.280,xxx_range,xxx_func,0.000247
2024-06-04 11:41:33.284,xxx_range,xxx_func,0.000241
2024-06-04 11:41:34.289,xxx_range,xxx_func,0.000241
2024-06-04 11:41:35.293,xxx_range,xxx_func,0.000237
2024-06-04 11:41:36.306,xxx_range,xxx_func,0.000229
2024-06-04 11:41:37.310,xxx_range,xxx_func,0.000247
2024-06-04 11:41:38.314,xxx_range,xxx_func,0.000232
2024-06-04 11:41:39.319,xxx_range,xxx_func,0.000231
2024-06-04 11:41:40.323,xxx_range,xxx_func,0.00022
2024-06-04 11:41:41.327,xxx_range,xxx_func,0.00023999999999999998
2024-06-04 11:41:42.331,xxx_range,xxx_func,0.000221
2024-06-04 11:41:43.345,xxx_range,xxx_func,0.000255
2024-06-04 11:41:44.349,xxx_range,xxx_func,0.00023300000000000003
2024-06-04 11:41:45.354,xxx_range,xxx_func,0.000195
2024-06-04 11:41:46.358,xxx_range,xxx_func,0.00022600000000000002
2024-06-04 11:41:47.362,xxx_range,xxx_func,0.00022
2024-06-04 11:41:48.367,xxx_range,xxx_func,0.00023
2024-06-04 11:41:49.371,xxx_range,xxx_func,0.000231
2024-06-04 11:41:50.384,xxx_range,xxx_func,0.000244
2024-06-04 11:41:51.389,xxx_range,xxx_func,0.000212
2024-06-04 11:41:52.393,xxx_range,xxx_func,0.00023
2024-06-04 11:41:53.398,xxx_range,xxx_func,0.000222
2024-06-04 11:41:54.402,xxx_range,xxx_func,0.000253
2024-06-04 11:41:55.407,xxx_range,xxx_func,0.000249
2024-06-04 11:41:56.411,xxx_range,xxx_func,0.000229
2024-06-04 11:41:57.424,xxx_range,xxx_func,0.00023400000000000002
2024-06-04 11:41:58.428,xxx_range,xxx_func,0.000223
2024-06-04 11:41:59.432,xxx_range,xxx_func,0.000245
2024-06-04 11:42:00.437,xxx_range,xxx_func,0.00021799999999999999
2024-06-04 11:42:01.441,xxx_range,xxx_func,0.000249
2024-06-04 11:42:02.446,xxx_range,xxx_func,0.000214
2024-06-04 11:42:03.450,xxx_range,xxx_func,0.00023400000000000002
2024-06-04 11:42:04.525,xxx_range,xxx_func,0.000253
2024-06-04 11:42:05.573,xxx_range,xxx_func,0.000229
2024-06-04 11:42:06.622,xxx_range,xxx_func,0.000232
2024-06-04 11:42:07.626,xxx_range,xxx_func,0.000217
2024-06-04 11:42:08.631,xxx_range,xxx_func,0.000216
2024-06-04 11:42:09.634,xxx_range,xxx_func,0.000229
2024-06-04 11:42:10.639,xxx_range,xxx_func,0.000241
2024-06-04 11:42:11.652,xxx_range,xxx_func,0.000229
2024-06-04 11:42:12.657,xxx_range,xxx_func,0.00023400000000000002
2024-06-04 11:42:13.661,xxx_range,xxx_func,0.00023300000000000003
2024-06-04 11:42:14.666,xxx_range,xxx_func,0.000232
2024-06-04 11:42:15.670,xxx_range,xxx_func,0.000246
2024-06-04 11:42:16.675,xxx_range,xxx_func,0.000241
2024-06-04 11:42:17.679,xxx_range,xxx_func,0.00023999999999999998
2024-06-04 11:42:18.691,xxx_range,xxx_func,0.000217
2024-06-04 11:42:19.696,xxx_range,xxx_func,0.000223
2024-06-04 11:42:20.700,xxx_range,xxx_func,0.000228
2024-06-04 11:42:21.705,xxx_range,xxx_func,0.000251
2024-06-04 11:42:22.708,xxx_range,xxx_func,0.000232
2024-06-04 11:42:23.713,xxx_range,xxx_func,0.000219
2024-06-04 11:42:24.718,xxx_range,xxx_func,0.00023400000000000002
2024-06-04 11:42:25.730,xxx_range,xxx_func,0.000222
2024-06-04 11:42:26.734,xxx_range,xxx_func,0.000232
2024-06-04 11:42:27.739,xxx_range,xxx_func,0.000235
2024-06-04 11:42:28.743,xxx_range,xxx_func,0.000242
2024-06-04 11:42:29.748,xxx_range,xxx_func,0.000245
2024-06-04 11:42:30.752,xxx_range,xxx_func,0.000225
2024-06-04 11:42:31.757,xxx_range,xxx_func,0.000245
2024-06-04 11:42:32.769,xxx_range,xxx_func,0.00022700000000000002
2024-06-04 11:42:33.774,xxx_range,xxx_func,0.00023799999999999998
2024-06-04 11:42:34.778,xxx_range,xxx_func,0.00023300000000000003
