Time,Range,Func1,Meas1
2024-12-13 18:40:04.652,xxx_range,xxx_func,2.6095
2024-12-13 18:40:05.927,xxx_range,xxx_func,2.6096
2024-12-13 18:40:07.153,xxx_range,xxx_func,2.6097
2024-12-13 18:40:08.352,xxx_range,xxx_func,2.6097
2024-12-13 18:40:09.731,xxx_range,xxx_func,2.6097
2024-12-13 18:40:10.892,xxx_range,xxx_func,2.6097
2024-12-13 18:40:12.379,xxx_range,xxx_func,2.6096
2024-12-13 18:40:13.897,xxx_range,xxx_func,2.6097
2024-12-13 18:40:15.289,xxx_range,xxx_func,2.6095
2024-12-13 18:40:16.491,xxx_range,xxx_func,2.6096
2024-12-13 18:40:17.874,xxx_range,xxx_func,2.6095
2024-12-13 18:40:19.153,xxx_range,xxx_func,2.6096
2024-12-13 18:40:20.542,xxx_range,xxx_func,2.6138
2024-12-13 18:40:22.381,xxx_range,xxx_func,2.6098
2024-12-13 18:40:23.563,xxx_range,xxx_func,2.6139
2024-12-13 18:40:24.870,xxx_range,xxx_func,2.6097
2024-12-13 18:40:26.069,xxx_range,xxx_func,2.611
2024-12-13 18:40:27.195,xxx_range,xxx_func,2.6094
2024-12-13 18:40:28.538,xxx_range,xxx_func,2.6096
2024-12-13 18:40:29.619,xxx_range,xxx_func,2.6139
2024-12-13 18:40:30.988,xxx_range,xxx_func,2.6096
2024-12-13 18:40:32.694,xxx_range,xxx_func,2.6136
2024-12-13 18:40:33.782,xxx_range,xxx_func,2.6098
2024-12-13 18:40:35.057,xxx_range,xxx_func,2.6115
2024-12-13 18:40:36.220,xxx_range,xxx_func,2.6095
2024-12-13 18:40:37.577,xxx_range,xxx_func,2.6096
2024-12-13 18:40:39.164,xxx_range,xxx_func,2.6097
2024-12-13 18:40:40.468,xxx_range,xxx_func,2.6096
2024-12-13 18:40:41.773,xxx_range,xxx_func,2.6095
2024-12-13 18:40:42.977,xxx_range,xxx_func,2.6097
2024-12-13 18:40:44.422,xxx_range,xxx_func,2.6128
2024-12-13 18:40:45.537,xxx_range,xxx_func,2.6095
2024-12-13 18:40:46.670,xxx_range,xxx_func,2.6096
2024-12-13 18:40:48.025,xxx_range,xxx_func,2.6096
2024-12-13 18:40:49.396,xxx_range,xxx_func,2.6098
2024-12-13 18:40:51.491,xxx_range,xxx_func,2.6097
2024-12-13 18:40:52.896,xxx_range,xxx_func,2.6098
2024-12-13 18:40:54.141,xxx_range,xxx_func,2.6095
2024-12-13 18:40:55.357,xxx_range,xxx_func,2.6097
2024-12-13 18:40:56.771,xxx_range,xxx_func,2.6096
2024-12-13 18:40:58.150,xxx_range,xxx_func,2.6098
2024-12-13 18:40:59.348,xxx_range,xxx_func,2.6113
2024-12-13 18:41:00.684,xxx_range,xxx_func,2.6096
2024-12-13 18:41:02.615,xxx_range,xxx_func,2.6096
2024-12-13 18:41:04.117,xxx_range,xxx_func,2.6095
2024-12-13 18:41:05.346,xxx_range,xxx_func,2.6107
2024-12-13 18:41:06.725,xxx_range,xxx_func,2.6097
2024-12-13 18:41:07.955,xxx_range,xxx_func,2.6138
2024-12-13 18:41:09.463,xxx_range,xxx_func,2.6096
2024-12-13 18:41:10.802,xxx_range,xxx_func,2.6103
2024-12-13 18:41:12.172,xxx_range,xxx_func,2.6096
2024-12-13 18:41:13.387,xxx_range,xxx_func,2.6096
2024-12-13 18:41:14.528,xxx_range,xxx_func,2.6096
2024-12-13 18:41:15.906,xxx_range,xxx_func,2.6096
2024-12-13 18:41:17.015,xxx_range,xxx_func,2.6137
2024-12-13 18:41:18.584,xxx_range,xxx_func,2.6096
2024-12-13 18:41:19.792,xxx_range,xxx_func,2.6111
2024-12-13 18:41:21.031,xxx_range,xxx_func,2.6094
2024-12-13 18:41:22.120,xxx_range,xxx_func,2.6095
2024-12-13 18:41:23.402,xxx_range,xxx_func,2.6095
2024-12-13 18:41:24.916,xxx_range,xxx_func,2.6096
2024-12-13 18:41:26.173,xxx_range,xxx_func,2.6131
2024-12-13 18:41:27.394,xxx_range,xxx_func,2.6097
2024-12-13 18:41:28.620,xxx_range,xxx_func,2.6114
2024-12-13 18:41:29.843,xxx_range,xxx_func,2.6095
2024-12-13 18:41:31.009,xxx_range,xxx_func,2.6095
2024-12-13 18:41:32.624,xxx_range,xxx_func,2.6097
2024-12-13 18:41:33.740,xxx_range,xxx_func,2.6097
2024-12-13 18:41:34.965,xxx_range,xxx_func,2.6122
2024-12-13 18:41:36.457,xxx_range,xxx_func,2.6096
2024-12-13 18:41:37.644,xxx_range,xxx_func,2.6119
2024-12-13 18:41:39.008,xxx_range,xxx_func,2.6095
2024-12-13 18:41:40.464,xxx_range,xxx_func,2.6095
2024-12-13 18:41:42.668,xxx_range,xxx_func,2.6097
2024-12-13 18:41:43.961,xxx_range,xxx_func,2.6122
2024-12-13 18:41:45.526,xxx_range,xxx_func,2.6097
2024-12-13 18:41:46.649,xxx_range,xxx_func,2.6118
2024-12-13 18:41:47.849,xxx_range,xxx_func,2.6096
2024-12-13 18:41:48.973,xxx_range,xxx_func,2.6096
2024-12-13 18:41:50.507,xxx_range,xxx_func,2.6098
2024-12-13 18:41:51.877,xxx_range,xxx_func,2.6097
2024-12-13 18:41:53.169,xxx_range,xxx_func,2.6096
2024-12-13 18:41:54.566,xxx_range,xxx_func,2.6096
2024-12-13 18:41:55.727,xxx_range,xxx_func,2.6125
2024-12-13 18:41:56.812,xxx_range,xxx_func,2.6096
2024-12-13 18:41:58.186,xxx_range,xxx_func,2.6097
2024-12-13 18:41:59.570,xxx_range,xxx_func,2.6097
2024-12-13 18:42:00.650,xxx_range,xxx_func,2.6098
2024-12-13 18:42:01.766,xxx_range,xxx_func,2.6133
2024-12-13 18:42:03.365,xxx_range,xxx_func,2.6097
2024-12-13 18:42:04.755,xxx_range,xxx_func,2.6135
2024-12-13 18:42:06.082,xxx_range,xxx_func,2.6098
2024-12-13 18:42:07.981,xxx_range,xxx_func,2.6107
2024-12-13 18:42:09.128,xxx_range,xxx_func,2.6096
2024-12-13 18:42:10.493,xxx_range,xxx_func,2.6138
2024-12-13 18:42:11.836,xxx_range,xxx_func,2.6097
2024-12-13 18:42:13.146,xxx_range,xxx_func,2.61
2024-12-13 18:42:14.797,xxx_range,xxx_func,2.6096
2024-12-13 18:42:15.997,xxx_range,xxx_func,2.6095
2024-12-13 18:42:17.186,xxx_range,xxx_func,2.6096
2024-12-13 18:42:18.398,xxx_range,xxx_func,2.6097
2024-12-13 18:42:19.569,xxx_range,xxx_func,2.6138
2024-12-13 18:42:20.880,xxx_range,xxx_func,2.6098
2024-12-13 18:42:22.235,xxx_range,xxx_func,2.6107
2024-12-13 18:42:23.761,xxx_range,xxx_func,2.6096
2024-12-13 18:42:25.199,xxx_range,xxx_func,2.6112
2024-12-13 18:42:26.603,xxx_range,xxx_func,2.6096
2024-12-13 18:42:28.132,xxx_range,xxx_func,2.6114
2024-12-13 18:42:29.323,xxx_range,xxx_func,2.6097
2024-12-13 18:42:30.479,xxx_range,xxx_func,2.6097
2024-12-13 18:42:31.527,xxx_range,xxx_func,2.6136
2024-12-13 18:42:33.035,xxx_range,xxx_func,2.6096
2024-12-13 18:42:34.313,xxx_range,xxx_func,2.612
2024-12-13 18:42:35.710,xxx_range,xxx_func,2.6097
2024-12-13 18:42:37.248,xxx_range,xxx_func,2.6122
2024-12-13 18:42:38.657,xxx_range,xxx_func,2.6096
2024-12-13 18:42:40.179,xxx_range,xxx_func,2.6132
2024-12-13 18:42:41.322,xxx_range,xxx_func,2.6095
2024-12-13 18:42:42.751,xxx_range,xxx_func,2.6097
2024-12-13 18:42:44.408,xxx_range,xxx_func,2.6097
2024-12-13 18:42:45.798,xxx_range,xxx_func,2.6096
2024-12-13 18:42:47.320,xxx_range,xxx_func,2.6097
2024-12-13 18:42:48.908,xxx_range,xxx_func,2.6097
2024-12-13 18:42:50.438,xxx_range,xxx_func,2.6096
2024-12-13 18:42:52.133,xxx_range,xxx_func,2.6136
2024-12-13 18:42:53.673,xxx_range,xxx_func,2.6097
2024-12-13 18:42:55.371,xxx_range,xxx_func,2.6115
2024-12-13 18:42:56.746,xxx_range,xxx_func,2.6097
2024-12-13 18:42:58.512,xxx_range,xxx_func,2.6109
2024-12-13 18:42:59.816,xxx_range,xxx_func,2.6097
2024-12-13 18:43:01.372,xxx_range,xxx_func,2.6139
2024-12-13 18:43:02.542,xxx_range,xxx_func,2.6096
2024-12-13 18:43:03.993,xxx_range,xxx_func,2.6103
2024-12-13 18:43:05.132,xxx_range,xxx_func,2.6097
2024-12-13 18:43:06.730,xxx_range,xxx_func,2.6097
2024-12-13 18:43:08.262,xxx_range,xxx_func,2.6095
2024-12-13 18:43:09.875,xxx_range,xxx_func,2.6096
2024-12-13 18:43:11.040,xxx_range,xxx_func,2.6096
2024-12-13 18:43:12.471,xxx_range,xxx_func,2.6096
2024-12-13 18:43:13.778,xxx_range,xxx_func,2.6096
2024-12-13 18:43:15.415,xxx_range,xxx_func,2.6096
2024-12-13 18:43:16.660,xxx_range,xxx_func,2.6095
2024-12-13 18:43:17.850,xxx_range,xxx_func,2.6096
2024-12-13 18:43:19.051,xxx_range,xxx_func,2.6134
2024-12-13 18:43:20.703,xxx_range,xxx_func,2.6096
2024-12-13 18:43:22.311,xxx_range,xxx_func,2.6094
2024-12-13 18:43:23.567,xxx_range,xxx_func,2.6096
2024-12-13 18:43:24.653,xxx_range,xxx_func,2.6103
2024-12-13 18:43:25.772,xxx_range,xxx_func,2.6094
2024-12-13 18:43:27.284,xxx_range,xxx_func,2.6097
2024-12-13 18:43:28.381,xxx_range,xxx_func,2.6095
2024-12-13 18:43:29.647,xxx_range,xxx_func,2.6098
2024-12-13 18:43:31.372,xxx_range,xxx_func,2.6095
2024-12-13 18:43:32.558,xxx_range,xxx_func,2.6096
2024-12-13 18:43:34.004,xxx_range,xxx_func,2.6126
2024-12-13 18:43:35.426,xxx_range,xxx_func,2.6096
2024-12-13 18:43:36.596,xxx_range,xxx_func,2.6113
2024-12-13 18:43:38.367,xxx_range,xxx_func,2.6098
2024-12-13 18:43:39.896,xxx_range,xxx_func,2.6136
2024-12-13 18:43:41.437,xxx_range,xxx_func,2.6097
2024-12-13 18:43:42.678,xxx_range,xxx_func,2.6119
2024-12-13 18:43:43.732,xxx_range,xxx_func,2.6095
2024-12-13 18:43:45.161,xxx_range,xxx_func,2.6095
2024-12-13 18:43:46.687,xxx_range,xxx_func,2.6096
2024-12-13 18:43:48.144,xxx_range,xxx_func,2.6096
2024-12-13 18:43:49.297,xxx_range,xxx_func,2.6095
2024-12-13 18:43:50.570,xxx_range,xxx_func,2.6096
2024-12-13 18:43:52.075,xxx_range,xxx_func,2.6124
2024-12-13 18:43:53.484,xxx_range,xxx_func,2.6095
2024-12-13 18:43:54.613,xxx_range,xxx_func,2.6129
2024-12-13 18:43:56.228,xxx_range,xxx_func,2.6097
2024-12-13 18:43:57.326,xxx_range,xxx_func,2.6097
2024-12-13 18:43:58.757,xxx_range,xxx_func,2.6096
2024-12-13 18:44:00.051,xxx_range,xxx_func,2.6096
2024-12-13 18:44:01.593,xxx_range,xxx_func,2.6096
2024-12-13 18:44:02.723,xxx_range,xxx_func,2.6096
2024-12-13 18:44:04.404,xxx_range,xxx_func,2.6096
2024-12-13 18:44:05.509,xxx_range,xxx_func,2.6097
2024-12-13 18:44:06.970,xxx_range,xxx_func,2.611
2024-12-13 18:44:08.217,xxx_range,xxx_func,2.6097
2024-12-13 18:44:09.434,xxx_range,xxx_func,2.6102
2024-12-13 18:44:10.715,xxx_range,xxx_func,2.6095
2024-12-13 18:44:12.493,xxx_range,xxx_func,2.6138
2024-12-13 18:44:13.675,xxx_range,xxx_func,2.6096
2024-12-13 18:44:14.910,xxx_range,xxx_func,2.6097
2024-12-13 18:44:16.334,xxx_range,xxx_func,2.6095
2024-12-13 18:44:17.413,xxx_range,xxx_func,2.6097
2024-12-13 18:44:18.581,xxx_range,xxx_func,2.614
2024-12-13 18:44:20.074,xxx_range,xxx_func,2.6096
2024-12-13 18:44:21.879,xxx_range,xxx_func,2.6095
2024-12-13 18:44:22.971,xxx_range,xxx_func,2.6096
2024-12-13 18:44:24.467,xxx_range,xxx_func,2.6114
2024-12-13 18:44:26.039,xxx_range,xxx_func,2.6097
2024-12-13 18:44:27.244,xxx_range,xxx_func,2.6118
2024-12-13 18:44:28.398,xxx_range,xxx_func,2.6095
2024-12-13 18:44:29.631,xxx_range,xxx_func,2.6097
2024-12-13 18:44:30.994,xxx_range,xxx_func,2.6092
2024-12-13 18:44:32.322,xxx_range,xxx_func,2.6097
2024-12-13 18:44:33.790,xxx_range,xxx_func,2.6094
2024-12-13 18:44:34.963,xxx_range,xxx_func,2.6097
2024-12-13 18:44:36.508,xxx_range,xxx_func,2.6126
2024-12-13 18:44:37.644,xxx_range,xxx_func,2.6095
2024-12-13 18:44:38.698,xxx_range,xxx_func,2.6096
2024-12-13 18:44:40.315,xxx_range,xxx_func,2.6096
2024-12-13 18:44:42.077,xxx_range,xxx_func,2.6098
2024-12-13 18:44:43.529,xxx_range,xxx_func,2.6096
2024-12-13 18:44:45.137,xxx_range,xxx_func,2.6122
2024-12-13 18:44:46.435,xxx_range,xxx_func,2.6098
2024-12-13 18:44:47.699,xxx_range,xxx_func,2.6098
2024-12-13 18:44:49.593,xxx_range,xxx_func,2.6096
2024-12-13 18:44:50.698,xxx_range,xxx_func,2.6096
2024-12-13 18:44:52.286,xxx_range,xxx_func,2.6096
2024-12-13 18:44:53.533,xxx_range,xxx_func,2.6096
2024-12-13 18:44:55.295,xxx_range,xxx_func,2.6095
2024-12-13 18:44:56.825,xxx_range,xxx_func,2.6095
2024-12-13 18:44:58.328,xxx_range,xxx_func,2.6095
2024-12-13 18:44:59.899,xxx_range,xxx_func,2.6097
2024-12-13 18:45:01.504,xxx_range,xxx_func,2.6096
2024-12-13 18:45:02.664,xxx_range,xxx_func,2.6094
2024-12-13 18:45:04.192,xxx_range,xxx_func,2.6095
2024-12-13 18:45:05.350,xxx_range,xxx_func,2.6095
2024-12-13 18:45:06.588,xxx_range,xxx_func,2.611
2024-12-13 18:45:07.778,xxx_range,xxx_func,2.6097
2024-12-13 18:45:09.029,xxx_range,xxx_func,2.6133
2024-12-13 18:45:10.611,xxx_range,xxx_func,2.6096
2024-12-13 18:45:12.045,xxx_range,xxx_func,2.6136
2024-12-13 18:45:13.791,xxx_range,xxx_func,2.6095
2024-12-13 18:45:15.123,xxx_range,xxx_func,2.6136
2024-12-13 18:45:16.285,xxx_range,xxx_func,2.6094
2024-12-13 18:45:17.521,xxx_range,xxx_func,2.6096
2024-12-13 18:45:18.683,xxx_range,xxx_func,2.6096
2024-12-13 18:45:19.900,xxx_range,xxx_func,2.6095
2024-12-13 18:45:21.049,xxx_range,xxx_func,2.6138
2024-12-13 18:45:22.338,xxx_range,xxx_func,2.6094
2024-12-13 18:45:24.009,xxx_range,xxx_func,2.6139
2024-12-13 18:45:25.159,xxx_range,xxx_func,2.6096
2024-12-13 18:45:26.252,xxx_range,xxx_func,2.6096
2024-12-13 18:45:27.540,xxx_range,xxx_func,2.6098
2024-12-13 18:45:29.019,xxx_range,xxx_func,2.6097
2024-12-13 18:45:30.594,xxx_range,xxx_func,2.6096
2024-12-13 18:45:31.698,xxx_range,xxx_func,2.6095
2024-12-13 18:45:32.973,xxx_range,xxx_func,2.6139
2024-12-13 18:45:34.156,xxx_range,xxx_func,2.6095
2024-12-13 18:45:35.760,xxx_range,xxx_func,2.6115
2024-12-13 18:45:37.155,xxx_range,xxx_func,2.6097
2024-12-13 18:45:38.902,xxx_range,xxx_func,2.6135
2024-12-13 18:45:40.059,xxx_range,xxx_func,2.6096
2024-12-13 18:45:41.314,xxx_range,xxx_func,2.6095
2024-12-13 18:45:42.657,xxx_range,xxx_func,2.6095
2024-12-13 18:45:44.005,xxx_range,xxx_func,2.6096
2024-12-13 18:45:45.798,xxx_range,xxx_func,2.6096
2024-12-13 18:45:47.458,xxx_range,xxx_func,2.6096
2024-12-13 18:45:48.723,xxx_range,xxx_func,2.6094
2024-12-13 18:45:50.243,xxx_range,xxx_func,2.6096
2024-12-13 18:45:52.074,xxx_range,xxx_func,2.6095
2024-12-13 18:45:53.534,xxx_range,xxx_func,2.6096
2024-12-13 18:45:55.013,xxx_range,xxx_func,2.6096
2024-12-13 18:45:56.331,xxx_range,xxx_func,2.6097
2024-12-13 18:45:57.966,xxx_range,xxx_func,2.6096
2024-12-13 18:45:59.042,xxx_range,xxx_func,2.6096
2024-12-13 18:46:00.261,xxx_range,xxx_func,2.6095
2024-12-13 18:46:01.307,xxx_range,xxx_func,2.6095
2024-12-13 18:46:02.890,xxx_range,xxx_func,2.6109
2024-12-13 18:46:04.115,xxx_range,xxx_func,2.6095
2024-12-13 18:46:05.645,xxx_range,xxx_func,2.6139
2024-12-13 18:46:06.790,xxx_range,xxx_func,2.6095
2024-12-13 18:46:07.958,xxx_range,xxx_func,2.6095
2024-12-13 18:46:09.920,xxx_range,xxx_func,2.6095
2024-12-13 18:46:11.297,xxx_range,xxx_func,2.6102
2024-12-13 18:46:12.473,xxx_range,xxx_func,2.6095
2024-12-13 18:46:13.700,xxx_range,xxx_func,2.6095
2024-12-13 18:46:15.176,xxx_range,xxx_func,2.6094
2024-12-13 18:46:16.319,xxx_range,xxx_func,2.6094
2024-12-13 18:46:17.662,xxx_range,xxx_func,2.6139
2024-12-13 18:46:19.070,xxx_range,xxx_func,2.6096
2024-12-13 18:46:20.573,xxx_range,xxx_func,2.6106
2024-12-13 18:46:21.931,xxx_range,xxx_func,2.6095
2024-12-13 18:46:23.426,xxx_range,xxx_func,2.6109
2024-12-13 18:46:24.614,xxx_range,xxx_func,2.6095
2024-12-13 18:46:25.830,xxx_range,xxx_func,2.6096
2024-12-13 18:46:27.494,xxx_range,xxx_func,2.6095
2024-12-13 18:46:28.994,xxx_range,xxx_func,2.6097
2024-12-13 18:46:30.493,xxx_range,xxx_func,2.6095
2024-12-13 18:46:31.780,xxx_range,xxx_func,2.6096
2024-12-13 18:46:32.882,xxx_range,xxx_func,2.6095
2024-12-13 18:46:34.614,xxx_range,xxx_func,2.6096
2024-12-13 18:46:35.889,xxx_range,xxx_func,2.6094
2024-12-13 18:46:37.262,xxx_range,xxx_func,2.6095
2024-12-13 18:46:38.699,xxx_range,xxx_func,2.6127
2024-12-13 18:46:39.999,xxx_range,xxx_func,2.6095
2024-12-13 18:46:41.269,xxx_range,xxx_func,2.611
2024-12-13 18:46:42.879,xxx_range,xxx_func,2.6094
2024-12-13 18:46:44.297,xxx_range,xxx_func,2.6113
2024-12-13 18:46:45.719,xxx_range,xxx_func,2.6093
2024-12-13 18:46:47.096,xxx_range,xxx_func,2.6117
2024-12-13 18:46:48.622,xxx_range,xxx_func,2.6095
2024-12-13 18:46:49.976,xxx_range,xxx_func,2.6096
2024-12-13 18:46:51.537,xxx_range,xxx_func,2.6094
2024-12-13 18:46:52.652,xxx_range,xxx_func,2.6094
2024-12-13 18:46:54.171,xxx_range,xxx_func,2.6094
2024-12-13 18:46:55.680,xxx_range,xxx_func,2.6095
2024-12-13 18:46:57.199,xxx_range,xxx_func,2.6095
2024-12-13 18:46:58.468,xxx_range,xxx_func,2.6095
2024-12-13 18:46:59.944,xxx_range,xxx_func,2.6093
2024-12-13 18:47:01.343,xxx_range,xxx_func,2.6094
2024-12-13 18:47:02.513,xxx_range,xxx_func,2.612
2024-12-13 18:47:03.918,xxx_range,xxx_func,2.6095
2024-12-13 18:47:05.162,xxx_range,xxx_func,2.6133
2024-12-13 18:47:06.453,xxx_range,xxx_func,2.6094
2024-12-13 18:47:07.852,xxx_range,xxx_func,2.6094
2024-12-13 18:47:10.111,xxx_range,xxx_func,2.6095
2024-12-13 18:47:11.403,xxx_range,xxx_func,2.611
2024-12-13 18:47:12.751,xxx_range,xxx_func,2.6096
2024-12-13 18:47:14.086,xxx_range,xxx_func,2.6139
2024-12-13 18:47:15.528,xxx_range,xxx_func,2.6095
2024-12-13 18:47:16.625,xxx_range,xxx_func,2.6094
2024-12-13 18:47:18.481,xxx_range,xxx_func,2.6095
2024-12-13 18:47:19.831,xxx_range,xxx_func,2.6104
2024-12-13 18:47:21.172,xxx_range,xxx_func,2.6095
2024-12-13 18:47:22.602,xxx_range,xxx_func,2.6096
2024-12-13 18:47:24.187,xxx_range,xxx_func,2.6094
2024-12-13 18:47:25.825,xxx_range,xxx_func,2.6108
2024-12-13 18:47:27.359,xxx_range,xxx_func,2.6095
2024-12-13 18:47:28.523,xxx_range,xxx_func,2.6095
2024-12-13 18:47:30.050,xxx_range,xxx_func,2.6095
2024-12-13 18:47:31.449,xxx_range,xxx_func,2.6095
2024-12-13 18:47:32.826,xxx_range,xxx_func,2.6096
2024-12-13 18:47:34.050,xxx_range,xxx_func,2.6097
2024-12-13 18:47:35.497,xxx_range,xxx_func,2.6094
2024-12-13 18:47:36.937,xxx_range,xxx_func,2.6096
2024-12-13 18:47:38.347,xxx_range,xxx_func,2.6094
2024-12-13 18:47:39.439,xxx_range,xxx_func,2.6096
2024-12-13 18:47:40.840,xxx_range,xxx_func,2.6123
2024-12-13 18:47:42.066,xxx_range,xxx_func,2.6095
2024-12-13 18:47:43.277,xxx_range,xxx_func,2.6094
2024-12-13 18:47:44.802,xxx_range,xxx_func,2.6094
2024-12-13 18:47:46.052,xxx_range,xxx_func,2.6094
2024-12-13 18:47:47.385,xxx_range,xxx_func,2.6094
2024-12-13 18:47:48.631,xxx_range,xxx_func,2.6095
2024-12-13 18:47:49.819,xxx_range,xxx_func,2.612
2024-12-13 18:47:50.885,xxx_range,xxx_func,2.6095
2024-12-13 18:47:52.457,xxx_range,xxx_func,2.6094
2024-12-13 18:47:53.662,xxx_range,xxx_func,2.6094
2024-12-13 18:47:55.250,xxx_range,xxx_func,2.6094
2024-12-13 18:47:56.824,xxx_range,xxx_func,2.6095
2024-12-13 18:47:58.439,xxx_range,xxx_func,2.6094
2024-12-13 18:47:59.576,xxx_range,xxx_func,2.6094
2024-12-13 18:48:00.723,xxx_range,xxx_func,2.6094
2024-12-13 18:48:02.372,xxx_range,xxx_func,2.6093
2024-12-13 18:48:03.563,xxx_range,xxx_func,2.6095
2024-12-13 18:48:04.861,xxx_range,xxx_func,2.613
2024-12-13 18:48:06.520,xxx_range,xxx_func,2.6096
2024-12-13 18:48:07.684,xxx_range,xxx_func,2.6132
2024-12-13 18:48:08.773,xxx_range,xxx_func,2.6096
2024-12-13 18:48:09.957,xxx_range,xxx_func,2.6095
2024-12-13 18:48:11.522,xxx_range,xxx_func,2.6094
2024-12-13 18:48:12.817,xxx_range,xxx_func,2.6094
2024-12-13 18:48:13.956,xxx_range,xxx_func,2.6095
2024-12-13 18:48:15.110,xxx_range,xxx_func,2.6094
2024-12-13 18:48:16.348,xxx_range,xxx_func,2.6094
2024-12-13 18:48:17.714,xxx_range,xxx_func,2.6094
2024-12-13 18:48:19.448,xxx_range,xxx_func,2.6097
2024-12-13 18:48:20.675,xxx_range,xxx_func,2.6094
2024-12-13 18:48:21.945,xxx_range,xxx_func,2.6095
2024-12-13 18:48:23.526,xxx_range,xxx_func,2.6095
2024-12-13 18:48:24.731,xxx_range,xxx_func,2.6094
2024-12-13 18:48:26.006,xxx_range,xxx_func,2.6102
2024-12-13 18:48:27.625,xxx_range,xxx_func,2.6095
2024-12-13 18:48:28.950,xxx_range,xxx_func,2.6102
2024-12-13 18:48:30.163,xxx_range,xxx_func,2.6095
2024-12-13 18:48:31.356,xxx_range,xxx_func,2.6104
2024-12-13 18:48:32.531,xxx_range,xxx_func,2.6096
2024-12-13 18:48:34.293,xxx_range,xxx_func,2.6108
2024-12-13 18:48:35.542,xxx_range,xxx_func,2.6095
2024-12-13 18:48:36.765,xxx_range,xxx_func,2.6094
2024-12-13 18:48:37.854,xxx_range,xxx_func,2.614
2024-12-13 18:48:38.988,xxx_range,xxx_func,2.6094
2024-12-13 18:48:40.117,xxx_range,xxx_func,2.6094
2024-12-13 18:48:41.325,xxx_range,xxx_func,2.6095
2024-12-13 18:48:42.548,xxx_range,xxx_func,2.6094
2024-12-13 18:48:43.982,xxx_range,xxx_func,2.6093
2024-12-13 18:48:45.181,xxx_range,xxx_func,2.6096
2024-12-13 18:48:46.686,xxx_range,xxx_func,2.6132
2024-12-13 18:48:48.163,xxx_range,xxx_func,2.6094
2024-12-13 18:48:49.367,xxx_range,xxx_func,2.6123
2024-12-13 18:48:50.543,xxx_range,xxx_func,2.6094
2024-12-13 18:48:52.236,xxx_range,xxx_func,2.6125
2024-12-13 18:48:53.317,xxx_range,xxx_func,2.6094
2024-12-13 18:48:54.756,xxx_range,xxx_func,2.6095
2024-12-13 18:48:56.555,xxx_range,xxx_func,2.6095
2024-12-13 18:48:57.661,xxx_range,xxx_func,2.6095
2024-12-13 18:48:58.821,xxx_range,xxx_func,2.6094
2024-12-13 18:49:00.365,xxx_range,xxx_func,2.6096
2024-12-13 18:49:01.773,xxx_range,xxx_func,2.6093
2024-12-13 18:49:03.119,xxx_range,xxx_func,2.6095
