V_set,V_tp,I_in,P_in,V_out,P_out,Load,PWM,Duty,Deadtime
0.45,0.2498304,0.061137646000000004,0.0275119407,1.201,0.0014424010000000003,1000,40000,800,250
0.45,0.24476079999999997,0.062669742,0.0282013839,1.307896,0.0017105919468159998,1000,40000,810,250
0.45,0.2447658,0.06267376799999999,0.028203195599999998,1.30751,0.0017095824000999999,1000,40000,820,250
0.45,0.238375,0.064605196,0.029072338200000002,1.4320860000000002,0.0020508703113960008,1000,40000,830,250
0.45,0.238377,0.064604392,0.029071976399999998,1.4320819999999999,0.0020508588547239995,1000,40000,840,250
0.45,0.229889,0.067184736,0.0302331312,1.5725840000000002,0.0024730204370560006,1000,40000,850,250
0.45,0.2548494,0.059610374,0.0268246683,1.218262,0.001484162300644,1000,45000,800,250
0.45,0.2492006,0.061326842000000006,0.027597078900000002,1.342338,0.0018018713062440002,1000,45000,810,250
0.45,0.2491978,0.06132362,0.027595629,1.3423640000000001,0.0018019411084960002,1000,45000,820,250
0.45,0.241749,0.063589164,0.028615123800000003,1.4899600000000002,0.0022199808016000007,1000,45000,830,250
0.45,0.24170659999999997,0.063603654,0.0286216443,1.489688,0.0022191703373439994,1000,45000,840,250
0.45,0.2416982,0.06361734399999999,0.028627804799999997,1.48919,0.0022176868561,1000,45000,850,250
0.45,0.2559728,0.059273034,0.0266728653,1.266918,0.001605081218724,1000,50000,800,250
0.45,0.2560188,0.05925452,0.026664534,1.267266,0.001605963114756,1000,50000,810,250
0.45,0.2492636,0.061307513999999994,0.0275883813,1.414446,0.0020006574869160004,1000,50000,820,250
0.45,0.24921920000000003,0.061329256,0.0275981652,1.414112,0.001999712748544,1000,50000,830,250
0.45,0.2397722,0.064195402,0.0288879309,1.590242,0.002528869618564,1000,50000,840,250
0.45,0.2396878,0.06419782,0.028889019000000002,1.589578,0.0025267582180839997,1000,50000,850,250
0.45,0.2564072,0.059130536,0.0266087412,1.324798,0.0017550897408039998,1000,55000,800,250
0.45,0.25641499999999995,0.059132144,0.0266094648,1.324212,0.0017535374209439998,1000,55000,810,250
0.45,0.24802240000000003,0.061675448,0.0277539516,1.5028700000000002,0.0022586182369000005,1000,55000,820,250
0.45,0.2479848,0.06168752400000001,0.027759385800000005,1.502726,0.0022581854310759998,1000,55000,830,250
0.45,0.2480062,0.06168108400000001,0.027756487800000007,1.501952,0.002255859810304,1000,55000,840,250
0.45,0.2344346,0.0658225,0.029620125000000004,1.6923940000000002,0.0028641974512360006,1000,55000,850,250
0.45,0.26148340000000003,0.057612925999999995,0.0259258167,1.246884,0.0015547197094560004,1000,60000,800,250
0.45,0.25396080000000004,0.059893765999999994,0.026952194699999998,1.4234,0.00202606756,1000,60000,810,250
0.45,0.2539376,0.05989457,0.026952556500000002,1.4226940000000001,0.0020240582176360004,1000,60000,820,250
0.45,0.2539228,0.059898596000000005,0.026954368200000002,1.423388,0.0020260333985440003,1000,60000,830,250
0.45,0.24236080000000002,0.063416872,0.0285375924,1.6369399999999998,0.0026795725635999994,1000,60000,840,250
0.45,0.242304,0.06342975199999999,0.028543388399999998,1.6362959999999998,0.0026774645996159993,1000,60000,850,250
