V_set,V_tp,I_in,P_in,V_out,P_out,Load,PWM,Duty,Deadtime,ADC_V_out,ADC_VCC
0.35,2.1359333333333335,0.04779717333333333,0.016729010666666665,1.1365,0.0025832645,500,38000,850,1,1367,2128
0.35,2.018843333333333,0.04901018666666667,0.017153565333333332,1.1004266666666667,0.002421877697422222,500,38000,850,2,1399,2024
0.35,1.9355766666666667,0.05000583,0.0175020405,1.07259,0.0023008986161999995,500,38000,850,3,1426,1940
0.35,1.8839933333333334,0.05083775666666667,0.017793214833333335,1.0536833333333335,0.0022204971338888897,500,38000,850,4,1443,1887
0.35,1.8385466666666666,0.05154624666666666,0.01804118633333333,1.0381333333333334,0.0021554416355555554,500,38000,850,5,1457,1844
0.35,1.8352966666666666,0.052544566666666674,0.018390598333333334,0.9256533333333333,0.0017136681870222222,500,39000,850,0,1300,1834
0.35,2.10971,0.04839026,0.016936590999999997,1.1550733333333334,0.002668388810755556,500,39000,850,1,1409,2103
0.35,1.9884166666666667,0.049579123333333336,0.017352693166666665,1.1101166666666666,0.002464718027222222,500,39000,850,2,1435,1995
0.35,1.9074966666666666,0.05053987333333334,0.01768895566666667,1.07564,0.0023140028192,500,39000,850,3,1459,1909
0.35,1.8503166666666668,0.05130337000000001,0.017956179500000002,1.0539100000000001,0.0022214525762000005,500,39000,850,4,1470,1856
0.35,1.8119699999999999,0.05183473999999999,0.018142158999999995,1.0381166666666666,0.002155372427222222,500,39000,850,5,1485,1814
0.35,1.8430133333333334,0.052343289999999994,0.018320151499999996,0.91886,0.0016886073992,500,40000,850,0,1288,1841
0.35,2.12095,0.04800649666666667,0.016802273833333332,1.1490133333333334,0.002640463280355556,500,40000,850,1,1387,2121
0.35,2.0000433333333336,0.049230246666666665,0.017230586333333332,1.1081933333333334,0.0024561849280888893,500,40000,850,2,1423,2009
0.35,1.9166766666666668,0.050215146666666675,0.017575301333333335,1.0750066666666667,0.0023112786667555552,500,40000,850,3,1446,1920
