Time,DMM_Meas1
2026-02-10 15:04:59.195,1.0
2026-02-10 15:05:00.200,1.91894
2026-02-10 15:05:01.208,1.91884
2026-02-10 15:05:02.292,1.91877
2026-02-10 15:05:03.485,1.91867
2026-02-10 15:05:04.507,1.9186
2026-02-10 15:05:05.516,1.9185
2026-02-10 15:05:06.541,1.91843
2026-02-10 15:05:07.550,1.91836
2026-02-10 15:05:08.559,1.91826
2026-02-10 15:05:09.568,1.91819
2026-02-10 15:05:10.580,1.91809
2026-02-10 15:05:11.596,1.91802
