V_set,I_in,P_in,V_out,Load,P_out
0.25,0.025049936000000002,0.0062624840000000005,1.503151,10300,0.00021936533289330094
0.35,0.038442739999999996,0.013454958999999997,1.4939569999999998,5300,0.00042111462600924514
0.45,0.053836209999999995,0.0242262945,1.4844089999999999,5300,0.0004157490715624528
0.55,0.074550571,0.04100281405,1.487289,3500,0.0006320081627202858
0.65,0.10239891400000001,0.06655929410000001,1.5898439999999998,920,0.002747395591669564
