V_set,I_in,P_in,V_out,Load,P_out
0.25,0.026027323,0.00650683075,1.5164149999999998,6300,0.00036500229400396816
0.35,0.03952157,0.0138325495,1.496215,2930,0.000764047551612628
0.45,0.05342963900000001,0.024043337550000005,1.522724,1930,0.001201392943096373
0.55,0.06785094900000001,0.03731802195000001,1.4993250000000002,1420,0.0015830813067781696
0.65,0.113048733,0.07348167645,1.7495249999999998,980,0.003123303801658162
