V_set,I_in,P_in,V_out,Load,P_out
0.25,0.026016052,0.006504013,1.504349,6000,0.00037717765230016665
0.35,0.039327138,0.013764498299999999,1.5069519999999998,2900,0.0007830704587255171
0.45,0.053315716999999985,0.023992072649999995,1.496405,1840,0.001216971697839674
0.55,0.06680070099999999,0.03674038555,1.5073820000000002,1340,0.0016956720103910453
0.65,0.085452,0.055543800000000004,1.5250020000000002,1130,0.002058080619472567
