V_set,I_in,P_in,V_out,Load,P_out
0.25,0.025096227999999998,0.0062740569999999996,1.494559,10400,0.00021477948120009617
0.35,0.038631534,0.0135210369,1.488844,5300,0.00041823706723320757
0.45,0.055327652000000005,0.024897443400000004,1.4708529999999995,5300,0.00040819029200169784
0.55,0.068275236,0.037551379800000007,1.4669780000000003,3500,0.0006148641292811431
0.65,0.108811905,0.07072773825,1.621768,1060,0.002481256080966038
