V_set,I_in,P_in,V_out,Load,P_out
0.25,0.025279789000000004,0.006319947250000001,1.513451,6600,0.0003470505953637879
0.35,0.040162025000000004,0.01405670875,1.63972,5300,0.0005072984298867925
0.45,0.051206761,0.023043042450000002,1.5874210000000002,2600,0.0009691943966311542
0.55,0.06626007800000001,0.036443042900000014,1.529398,1700,0.0013759166131788235
0.65,0.08494237099999999,0.055212541149999995,1.5288840000000001,1500,0.0015583241903040002
