V_set,I_in,P_in,V_out,Load,P_out
0.25,0.025956473999999997,0.006489118499999999,1.479728,5900,0.00037111778881084744
0.35,0.03958839200000001,0.013855937200000001,1.4936159999999998,2900,0.0007692719846399997
0.45,0.05336844799999999,0.024015801599999997,1.511633,1900,0.0012026496456257895
0.55,0.06722861100000001,0.036975736050000006,1.4951330000000003,1400,0.001596730491206429
0.65,0.08522696699999999,0.05539752854999999,1.448145,970,0.00216198344435567
