header,index,a_x,a_y,a_z,g_x,g_y,g_z,timestamp
DATA,1586,36,-15,2074,-6,-3,10,31001
DATA,1587,36,-13,2074,-5,-3,10,31626
DATA,1588,37,-16,2080,-5,-5,10,32251
DATA,1589,38,-14,2080,-6,-3,10,32876
DATA,1590,35,-16,2071,-6,-5,10,33501
DATA,1591,37,-17,2077,-5,-4,10,34126
DATA,1592,35,-14,2081,-5,-3,10,34751
DATA,1593,37,-16,2074,-6,-3,10,35376
DATA,1594,36,-13,2076,-4,-3,10,36001
DATA,1595,39,-14,2083,-4,-4,11,36626
DATA,1596,38,-15,2081,-5,-4,9,37251
DATA,1597,35,-14,2075,-5,-3,10,37876
DATA,1598,37,-13,2079,-4,-3,10,38501
DATA,1599,36,-14,2081,-5,-3,11,39126
DATA,1600,36,-13,2075,-5,-3,12,39751
DATA,1601,36,-14,2076,-6,-4,11,40376
DATA,1602,39,-15,2084,-5,-3,10,41001
DATA,1603,35,-13,2080,-5,-4,11,41626
DATA,1604,35,-14,2075,-6,-3,10,42251
DATA,1605,36,-12,2081,-5,-4,11,42876
DATA,1606,36,-11,2081,-5,-4,10,43501
DATA,1607,34,-15,2078,-5,-3,10,44126
DATA,1608,36,-16,2077,-5,-4,10,44751
DATA,1609,38,-15,2082,-6,-4,11,45376
DATA,1610,37,-13,2079,-5,-4,9,46001
DATA,1611,36,-14,2075,-4,-4,11,46626
DATA,1612,39,-14,2082,-4,-4,9,47251
DATA,1613,36,-14,2083,-5,-4,9,47876
DATA,1614,34,-13,2075,-6,-4,9,48501
DATA,1615,37,-14,2078,-6,-4,9,49126
DATA,1616,35,-12,2081,-6,-3,10,49751
DATA,1617,37,-16,2077,-5,-4,10,50376
DATA,1618,36,-15,2077,-5,-3,10,51001
DATA,1619,36,-15,2081,-5,-3,11,51626
DATA,1620,34,-14,2079,-5,-3,10,52251
DATA,1621,35,-14,2075,-5,-4,8,52876
DATA,1622,36,-15,2080,-4,-4,11,53501
DATA,1623,36,-14,2082,-5,-5,10,54126
DATA,1624,37,-12,2075,-6,-4,10,54751
DATA,1625,37,-14,2078,-5,-3,11,55376
DATA,1626,35,-13,2080,-4,-3,10,56001
DATA,1627,37,-13,2078,-5,-4,11,56626
DATA,1628,36,-16,2078,-5,-4,9,57251
DATA,1629,35,-15,2081,-5,-3,10,57876
DATA,1630,37,-14,2081,-7,-4,11,58501
DATA,1631,34,-15,2074,-5,-3,10,59126
DATA,1632,36,-14,2077,-5,-3,10,59751
DATA,1633,37,-14,2081,-5,-5,10,60376
DATA,1634,37,-13,2079,-6,-3,12,61001
DATA,1635,36,-14,2075,-6,-4,10,61626
DATA,1636,38,-14,2082,-5,-3,9,62251
DATA,1637,36,-13,2080,-5,-3,11,62876
DATA,1638,39,-15,2075,-5,-4,9,63501
DATA,1639,36,-16,2078,-5,-4,11,64126
DATA,1640,38,-13,2083,-5,-5,11,64751
DATA,1641,36,-13,2078,-6,-4,10,65376
DATA,1642,35,-14,2075,-5,-4,10,465
DATA,1643,36,-16,2083,-4,-5,11,1090
DATA,1644,35,-13,2081,-5,-4,10,1715
DATA,1645,35,-15,2072,-5,-3,10,2340
DATA,1646,38,-14,2077,-5,-4,11,2965
DATA,1647,37,-14,2085,-6,-4,10,3590
DATA,1648,35,-13,2075,-5,-4,9,4215
DATA,1649,37,-15,2078,-6,-4,9,4840
DATA,1650,38,-13,2083,-6,-4,11,5465
DATA,1651,35,-11,2079,-6,-4,10,6090
DATA,1652,35,-14,2074,-5,-4,9,6715
DATA,1653,38,-14,2080,-4,-3,10,7340
DATA,1654,37,-14,2083,-5,-4,11,7965
DATA,1655,36,-12,2077,-7,-4,10,8590
DATA,1656,35,-13,2075,-6,-4,9,9215
DATA,1657,39,-16,2083,-4,-4,9,9840
DATA,1658,37,-14,2077,-6,-3,10,10465
DATA,1659,33,-12,2072,-6,-4,10,11090
DATA,1660,36,-12,2081,-5,-5,9,11715
DATA,1661,35,-13,2080,-5,-4,10,12340
DATA,1662,36,-12,2073,-6,-4,10,12965
DATA,1663,37,-12,2075,-5,-4,8,13590
DATA,1664,40,-12,2084,-5,-3,11,14215
DATA,1665,38,-12,2078,-5,-3,9,14840
DATA,1666,35,-14,2070,-6,-4,10,15465
DATA,1667,38,-15,2079,-5,-4,10,16090
DATA,1668,36,-13,2079,-5,-3,9,16715
DATA,1669,36,-12,2072,-6,-3,10,17340
DATA,1670,38,-12,2074,-5,-4,10,17965
DATA,1671,36,-15,2082,-5,-4,10,18590
DATA,1672,34,-14,2075,-6,-3,10,19215
DATA,1673,36,-14,2070,-6,-3,9,19840
DATA,1674,39,-14,2077,-4,-3,10,20465
DATA,1675,36,-15,2077,-7,-4,10,21090
DATA,1676,34,-12,2071,-6,-3,10,21715
DATA,1677,38,-16,2073,-5,-4,10,22340
DATA,1678,37,-15,2079,-5,-3,11,22965
DATA,1679,37,-13,2074,-6,-4,9,23590
DATA,1680,36,-15,2071,-5,-5,8,24215
DATA,1681,35,-14,2078,-3,-4,11,24840
DATA,1682,36,-14,2076,-6,-4,10,25465
DATA,1683,37,-13,2071,-6,-5,10,26090
DATA,1684,37,-13,2073,-4,-4,10,26715
DATA,1685,38,-14,2081,-5,-4,9,27340
DATA,1686,37,-13,2073,-6,-3,10,27965
DATA,1687,36,-13,2073,-5,-4,10,28590
DATA,1688,37,-12,2080,-5,-4,9,29215
DATA,1689,37,-14,2077,-6,-3,11,29840
DATA,1690,36,-15,2074,-5,-3,9,30465
DATA,1691,38,-13,2079,-5,-4,9,31090
DATA,1692,35,-16,2079,-5,-4,10,31715
DATA,1693,38,-14,2075,-6,-4,10,32340
DATA,1694,35,-15,2074,-6,-5,11,32965
DATA,1695,36,-15,2080,-6,-3,10,33590
DATA,1696,35,-14,2076,-5,-4,10,34215
DATA,1697,37,-13,2075,-6,-4,10,34840
DATA,1698,37,-13,2080,-5,-4,10,35465
DATA,1699,37,-13,2079,-6,-3,10,36090
DATA,1700,34,-13,2076,-5,-4,11,36715
DATA,1701,36,-14,2078,-5,-5,10,37340
DATA,1702,35,-16,2080,-5,-4,9,37965
DATA,1703,35,-14,2079,-6,-3,11,38590
DATA,1704,35,-16,2075,-6,-3,9,39215
DATA,1705,36,-12,2082,-5,-4,11,39840
DATA,1706,34,-15,2079,-6,-3,11,40465
DATA,1707,35,-15,2076,-6,-4,10,41090
DATA,1708,37,-14,2079,-4,-4,10,41715
DATA,1709,35,-15,2082,-5,-4,11,42340
DATA,1710,37,-13,2079,-6,-4,10,42965
DATA,1711,35,-15,2077,-5,-4,10,43590
DATA,1712,36,-12,2083,-4,-4,10,44215
DATA,1713,36,-15,2080,-6,-4,10,44840
DATA,1714,35,-14,2075,-5,-5,11,45465
DATA,1715,35,-12,2081,-3,-5,11,46090
DATA,1716,36,-14,2082,-6,-4,9,46715
DATA,1717,34,-15,2074,-6,-3,10,47340
DATA,1718,37,-13,2076,-4,-4,11,47965
DATA,1719,38,-13,2083,-5,-5,10,48590
DATA,1720,36,-12,2077,-5,-3,11,49215
DATA,1721,36,-12,2076,-6,-4,9,49840
DATA,1722,36,-14,2082,-5,-4,9,50465
DATA,1723,37,-13,2079,-5,-3,10,51090
DATA,1724,36,-15,2074,-6,-3,10,51715
DATA,1725,36,-13,2073,-4,-4,10,52340
DATA,1726,37,-15,2084,-6,-3,10,52965
DATA,1727,35,-15,2079,-6,-3,11,53590
DATA,1728,35,-14,2073,-6,-3,10,54215
DATA,1729,37,-14,2080,-3,-4,11,54840
DATA,1730,35,-13,2082,-5,-4,10,55465
DATA,1731,37,-13,2074,-5,-4,11,56090
DATA,1732,35,-16,2075,-5,-4,9,56715
DATA,1733,37,-14,2084,-6,-3,11,57340
DATA,1734,35,-15,2077,-6,-2,11,57965
DATA,1735,35,-13,2076,-5,-4,10,58590
DATA,1736,37,-15,2082,-5,-5,12,59215
DATA,1737,35,-13,2081,-5,-4,10,59840
DATA,1738,35,-14,2070,-6,-3,10,60465
DATA,1739,38,-15,2078,-5,-5,11,61090
DATA,1740,36,-14,2084,-5,-4,9,61715
DATA,1741,34,-14,2076,-5,-3,10,62340
DATA,1742,33,-15,2075,-5,-4,11,62965
DATA,1743,39,-14,2083,-5,-4,10,63590
DATA,1744,37,-13,2079,-5,-4,12,64215
DATA,1745,36,-13,2073,-5,-3,10,64840
DATA,1746,37,-13,2076,-4,-4,9,65465
DATA,1747,36,-14,2080,-4,-3,11,554
DATA,1748,36,-14,2077,-5,-4,10,1179
DATA,1749,35,-14,2075,-6,-3,10,1804
DATA,1750,37,-15,2080,-4,-4,11,2429
DATA,1751,37,-16,2081,-6,-4,10,3054
DATA,1752,36,-12,2071,-5,-3,11,3679
DATA,1753,38,-15,2078,-4,-4,11,4304
DATA,1754,38,-14,2083,-5,-4,10,4929
DATA,1755,35,-13,2072,-6,-3,10,5554
DATA,1756,36,-14,2073,-5,-3,12,6179
DATA,1757,37,-15,2081,-5,-4,10,6804
DATA,1758,37,-13,2078,-5,-4,10,7429
DATA,1759,35,-15,2071,-5,-4,12,8054
DATA,1760,38,-15,2078,-5,-5,10,8679
DATA,1761,37,-14,2081,-5,-3,11,9304
DATA,1762,35,-14,2073,-5,-4,10,9929
DATA,1763,37,-14,2076,-5,-3,11,10554
DATA,1764,36,-15,2080,-4,-4,11,11179
DATA,1765,36,-12,2075,-6,-3,10,11804
DATA,1766,37,-15,2071,-5,-4,10,12429
DATA,1767,37,-17,2079,-4,-4,11,13054
DATA,1768,36,-14,2077,-4,-3,11,13679
DATA,1769,35,-13,2069,-6,-4,10,14304
DATA,1770,38,-14,2075,-5,-5,11,14929
DATA,1771,35,-14,2079,-5,-3,8,15554
DATA,1772,36,-16,2072,-7,-4,12,16179
DATA,1773,35,-14,2069,-4,-4,10,16804
DATA,1774,36,-12,2076,-5,-4,10,17429
DATA,1775,36,-13,2073,-5,-2,11,18054
DATA,1776,36,-13,2069,-5,-4,10,18679
DATA,1777,36,-13,2075,-5,-4,11,19304
DATA,1778,37,-14,2077,-5,-4,10,19929
DATA,1779,36,-14,2075,-5,-3,10,20554
DATA,1780,36,-14,2070,-6,-3,9,21179
DATA,1781,35,-14,2078,-3,-3,11,21804
DATA,1782,36,-12,2075,-5,-3,11,22429
DATA,1783,36,-14,2070,-5,-3,10,23054
DATA,1784,36,-14,2077,-5,-3,10,23679
DATA,1785,38,-14,2079,-5,-4,11,24304
DATA,1786,35,-15,2073,-6,-5,10,24929
DATA,1787,36,-15,2073,-5,-4,10,25554
DATA,1788,38,-14,2081,-5,-4,10,26179
DATA,1789,36,-14,2075,-6,-2,10,26804
DATA,1790,35,-15,2070,-5,-3,10,27429
DATA,1791,38,-16,2081,-4,-3,9,28054
DATA,1792,36,-15,2080,-5,-4,9,28679
DATA,1793,36,-16,2072,-5,-3,11,29304
DATA,1794,35,-15,2075,-5,-5,10,29929
DATA,1795,36,-13,2083,-4,-3,11,30554
DATA,1796,34,-15,2079,-6,-4,10,31179
DATA,1797,35,-16,2073,-6,-4,10,31804
DATA,1798,37,-15,2080,-6,-5,11,32429
DATA,1799,36,-15,2082,-5,-4,10,33054
DATA,1800,36,-14,2073,-6,-3,11,33679
DATA,1801,36,-13,2080,-3,-4,11,34304
DATA,1802,37,-13,2083,-5,-4,11,34929
DATA,1803,34,-14,2076,-7,-3,10,35554
DATA,1804,34,-13,2073,-5,-3,11,36179
DATA,1805,38,-14,2085,-5,-4,10,36804
DATA,1806,36,-14,2080,-6,-3,11,37429
DATA,1807,34,-14,2072,-6,-4,10,38054
DATA,1808,36,-14,2079,-5,-4,11,38679
DATA,1809,36,-17,2080,-5,-3,11,39304
DATA,1810,36,-13,2075,-6,-4,10,39929
DATA,1811,35,-13,2074,-4,-4,10,40554
DATA,1812,37,-16,2084,-5,-4,11,41179
DATA,1813,36,-15,2080,-5,-4,10,41804
DATA,1814,35,-11,2071,-6,-3,11,42429
DATA,1815,36,-15,2078,-5,-4,10,43054
DATA,1816,38,-15,2082,-6,-4,11,43679
DATA,1817,36,-14,2074,-5,-3,10,44304
DATA,1818,37,-15,2073,-4,-4,11,44929
DATA,1819,36,-13,2082,-4,-3,12,45554
DATA,1820,37,-12,2078,-5,-3,10,46179
DATA,1821,35,-13,2071,-6,-4,9,46804
DATA,1822,36,-15,2078,-5,-3,11,47429
DATA,1823,38,-15,2081,-4,-3,10,48054
DATA,1824,34,-12,2074,-5,-3,9,48679
DATA,1825,35,-15,2076,-5,-4,9,49304
DATA,1826,37,-14,2080,-5,-5,10,49929
DATA,1827,36,-13,2079,-7,-4,9,50554
DATA,1828,36,-14,2071,-5,-4,9,51179
DATA,1829,35,-15,2078,-5,-4,11,51804
DATA,1830,36,-14,2079,-5,-4,11,52429
DATA,1831,35,-15,2076,-6,-4,11,53054
DATA,1832,36,-14,2080,-5,-4,9,53679
DATA,1833,37,-14,2082,-6,-5,11,54304
DATA,1834,36,-13,2078,-6,-3,12,54929
DATA,1835,36,-13,2075,-5,-4,10,55554
DATA,1836,36,-14,2079,-4,-5,12,56179
DATA,1837,35,-13,2080,-5,-3,11,56804
DATA,1838,36,-15,2071,-5,-4,9,57429
DATA,1839,37,-16,2077,-4,-3,12,58054
DATA,1840,36,-13,2082,-5,-3,10,58679
DATA,1841,36,-12,2078,-5,-3,11,59304
DATA,1842,35,-14,2074,-5,-4,11,59929
DATA,1843,37,-14,2080,-5,-4,10,60554
DATA,1844,35,-12,2079,-7,-2,10,61179
DATA,1845,35,-10,2076,-4,-3,9,61804
DATA,1846,36,-14,2079,-4,-2,10,62429
DATA,1847,37,-13,2081,-5,-3,10,63054
DATA,1848,35,-14,2076,-5,-3,9,63679
DATA,1849,35,-16,2076,-4,-3,10,64304
DATA,1850,36,-15,2080,-6,-3,10,64929
DATA,1851,36,-14,2076,-6,-3,9,18
DATA,1852,36,-16,2074,-5,-2,11,643
DATA,1853,38,-16,2078,-5,-4,10,1268
DATA,1854,37,-15,2080,-5,-3,9,1893
DATA,1855,36,-14,2074,-6,-4,11,2518
DATA,1856,35,-17,2078,-5,-4,11,3143
DATA,1857,38,-15,2081,-5,-3,10,3768
DATA,1858,34,-14,2077,-6,-4,11,4393
DATA,1859,35,-13,2077,-6,-5,9,5018
DATA,1860,37,-14,2082,-5,-2,10,5643
DATA,1861,37,-12,2079,-6,-3,10,6268
DATA,1862,36,-12,2073,-5,-4,10,6893
DATA,1863,36,-14,2078,-4,-4,9,7518
DATA,1864,39,-14,2080,-5,-3,12,8143
DATA,1865,37,-15,2071,-6,-4,10,8768
DATA,1866,36,-13,2073,-5,-4,11,9393
DATA,1867,36,-15,2082,-4,-4,10,10018
DATA,1868,34,-13,2078,-5,-3,10,10643
DATA,1869,35,-16,2071,-5,-4,10,11268
DATA,1870,36,-16,2079,-5,-4,11,11893
DATA,1871,35,-12,2080,-5,-4,9,12518
DATA,1872,38,-13,2072,-5,-3,9,13143
DATA,1873,36,-15,2073,-4,-4,10,13768
DATA,1874,37,-14,2081,-5,-4,10,14393
DATA,1875,36,-14,2076,-6,-3,11,15018
DATA,1876,35,-15,2072,-6,-3,10,15643
DATA,1877,36,-15,2077,-4,-2,12,16268
DATA,1878,36,-14,2078,-4,-4,11,16893
DATA,1879,36,-15,2072,-6,-4,11,17518
DATA,1880,38,-12,2073,-5,-5,11,18143
DATA,1881,36,-14,2082,-4,-3,10,18768
DATA,1882,36,-15,2075,-6,-3,10,19393
DATA,1883,35,-14,2071,-5,-4,11,20018
DATA,1884,36,-15,2077,-5,-3,11,20643
DATA,1885,36,-15,2081,-6,-3,10,21268
DATA,1886,36,-14,2072,-6,-3,10,21893
DATA,1887,36,-16,2072,-6,-4,11,22518
DATA,1888,34,-15,2082,-5,-4,11,23143
DATA,1889,35,-15,2076,-5,-3,10,23768
DATA,1890,36,-14,2072,-5,-4,10,24393
DATA,1891,36,-14,2082,-4,-5,10,25018
DATA,1892,36,-14,2081,-5,-4,10,25643
DATA,1893,36,-14,2072,-6,-3,10,26268
DATA,1894,36,-15,2077,-5,-4,10,26893
DATA,1895,35,-14,2081,-5,-3,10,27518
DATA,1896,35,-15,2077,-5,-3,10,28143
DATA,1897,34,-14,2074,-5,-4,10,28768
DATA,1898,37,-14,2083,-5,-4,10,29393
DATA,1899,38,-14,2082,-6,-4,10,30018
DATA,1900,37,-14,2073,-6,-4,9,30643
DATA,1901,35,-14,2079,-4,-5,9,31268
DATA,1902,37,-14,2083,-5,-3,10,31893
DATA,1903,37,-13,2076,-6,-3,10,32518
DATA,1904,35,-15,2078,-5,-5,9,33143
DATA,1905,38,-15,2084,-4,-3,11,33768
DATA,1906,37,-14,2079,-5,-3,10,34393
DATA,1907,33,-13,2073,-6,-4,10,35018
DATA,1908,36,-16,2079,-5,-3,9,35643
DATA,1909,35,-14,2084,-5,-3,10,36268
DATA,1910,37,-13,2075,-5,-3,10,36893
DATA,1911,36,-13,2076,-5,-4,10,37518
DATA,1912,40,-13,2083,-5,-3,10,38143
DATA,1913,36,-13,2078,-6,-4,10,38768
DATA,1914,34,-12,2073,-5,-3,10,39393
DATA,1915,37,-13,2079,-5,-4,10,40018
DATA,1916,35,-15,2081,-5,-3,9,40643
DATA,1917,36,-14,2073,-6,-3,9,41268
DATA,1918,37,-16,2080,-5,-4,10,41893
DATA,1919,37,-14,2082,-5,-4,9,42518
DATA,1920,37,-13,2075,-6,-4,10,43143
DATA,1921,36,-14,2075,-5,-4,9,43768
DATA,1922,37,-14,2084,-5,-3,10,44393
DATA,1923,35,-13,2077,-5,-3,10,45018
DATA,1924,34,-14,2074,-5,-4,11,45643
DATA,1925,36,-13,2080,-5,-4,10,46268
DATA,1926,36,-13,2084,-6,-3,10,46893
DATA,1927,36,-15,2078,-6,-4,9,47518
DATA,1928,35,-15,2076,-6,-4,9,48143
DATA,1929,37,-12,2080,-5,-3,11,48768
DATA,1930,37,-14,2081,-7,-3,10,49393
DATA,1931,37,-15,2075,-5,-3,10,50018
DATA,1932,37,-13,2080,-4,-4,9,50643
DATA,1933,37,-12,2080,-5,-3,9,51268
DATA,1934,38,-14,2076,-5,-4,12,51893
DATA,1935,35,-16,2074,-6,-4,9,52518
DATA,1936,37,-16,2079,-5,-4,11,53143
DATA,1937,37,-15,2079,-6,-4,11,53768
DATA,1938,35,-14,2074,-6,-4,11,54393
DATA,1939,36,-14,2083,-5,-4,11,55018
DATA,1940,34,-12,2083,-5,-3,9,55643
DATA,1941,33,-13,2074,-5,-5,9,56268
DATA,1942,37,-12,2074,-6,-4,9,56893
DATA,1943,36,-14,2084,-5,-3,9,57518
DATA,1944,35,-12,2078,-6,-4,11,58143
DATA,1945,35,-13,2074,-6,-3,10,58768
DATA,1946,39,-14,2083,-6,-3,11,59393
DATA,1947,36,-15,2079,-6,-4,10,60018
DATA,1948,36,-14,2072,-6,-4,9,60643
DATA,1949,36,-14,2075,-4,-4,9,61268
DATA,1950,37,-14,2080,-4,-3,10,61893
DATA,1951,36,-10,2075,-5,-3,11,62518
DATA,1952,35,-14,2073,-6,-4,10,63143
DATA,1953,36,-13,2084,-5,-5,12,63768
DATA,1954,34,-13,2079,-5,-3,10,64393
DATA,1955,34,-13,2070,-7,-4,10,65018
DATA,1956,35,-13,2079,-5,-4,11,107
DATA,1957,37,-12,2082,-5,-3,10,732
DATA,1958,34,-15,2075,-5,-3,9,1357
DATA,1959,36,-14,2073,-5,-4,9,1982
DATA,1960,37,-13,2083,-5,-4,11,2607
DATA,1961,38,-13,2077,-6,-4,10,3232
DATA,1962,35,-15,2069,-5,-3,9,3857
DATA,1963,37,-13,2080,-4,-4,10,4482
DATA,1964,37,-13,2080,-6,-4,11,5107
DATA,1965,37,-13,2075,-5,-4,11,5732
DATA,1966,37,-14,2071,-5,-4,10,6357
DATA,1967,36,-12,2081,-5,-4,10,6982
DATA,1968,37,-13,2078,-6,-3,10,7607
DATA,1969,36,-13,2069,-6,-4,11,8232
DATA,1970,35,-15,2077,-4,-3,10,8857
DATA,1971,38,-14,2083,-5,-3,10,9482
DATA,1972,37,-14,2071,-5,-3,11,10107
DATA,1973,37,-12,2073,-5,-4,10,10732
DATA,1974,38,-13,2081,-5,-3,8,11357
DATA,1975,37,-14,2075,-5,-4,11,11982
DATA,1976,35,-15,2068,-5,-3,9,12607
DATA,1977,37,-13,2077,-4,-3,11,13232
DATA,1978,36,-14,2078,-5,-2,10,13857
DATA,1979,36,-15,2072,-7,-3,10,14482
DATA,1980,35,-16,2073,-6,-3,9,15107
DATA,1981,38,-13,2082,-4,-2,11,15732
DATA,1982,37,-13,2077,-6,-3,10,16357
DATA,1983,35,-12,2068,-5,-4,11,16982
DATA,1984,36,-15,2078,-4,-4,10,17607
DATA,1985,37,-13,2081,-6,-4,11,18232
DATA,1986,38,-15,2070,-6,-4,10,18857
DATA,1987,37,-14,2077,-4,-4,11,19482
DATA,1988,35,-13,2082,-5,-3,10,20107
DATA,1989,37,-13,2078,-7,-4,10,20732
DATA,1990,37,-14,2072,-5,-4,10,21357
DATA,1991,37,-13,2083,-5,-4,10,21982
DATA,1992,37,-13,2078,-5,-3,10,22607
DATA,1993,34,-14,2073,-5,-3,9,23232
DATA,1994,36,-13,2080,-5,-5,10,23857
DATA,1995,37,-14,2083,-6,-3,10,24482
DATA,1996,36,-14,2075,-6,-4,10,25107
DATA,1997,35,-14,2074,-5,-4,11,25732
DATA,1998,36,-14,2082,-5,-3,9,26357
DATA,1999,36,-13,2079,-6,-3,9,26982
DATA,2000,36,-13,2073,-5,-2,10,27607
DATA,2001,38,-14,2080,-5,-4,10,28232
DATA,2002,36,-12,2084,-5,-4,11,28857
DATA,2003,35,-15,2078,-6,-3,10,29482
DATA,2004,38,-12,2076,-5,-4,10,30107
DATA,2005,38,-12,2084,-5,-4,11,30732
DATA,2006,37,-14,2078,-6,-2,11,31357
DATA,2007,36,-15,2073,-5,-2,10,31982
DATA,2008,37,-13,2081,-5,-5,10,32607
DATA,2009,38,-15,2081,-5,-4,9,33232
DATA,2010,35,-15,2076,-6,-3,10,33857
DATA,2011,36,-17,2077,-4,-4,11,34482
DATA,2012,36,-14,2082,-5,-4,10,35107
DATA,2013,36,-15,2077,-6,-4,9,35732
DATA,2014,33,-16,2075,-5,-3,11,36357
DATA,2015,36,-14,2081,-5,-3,11,36982
DATA,2016,36,-14,2080,-5,-4,10,37607
DATA,2017,35,-13,2074,-6,-4,10,38232
DATA,2018,37,-14,2078,-5,-4,10,38857
DATA,2019,38,-15,2081,-5,-4,11,39482
DATA,2020,38,-12,2072,-6,-3,10,40107
DATA,2021,35,-16,2075,-5,-3,9,40732
DATA,2022,37,-13,2083,-5,-3,12,41357
DATA,2023,37,-12,2076,-6,-4,9,41982
DATA,2024,37,-17,2075,-7,-4,9,42607
DATA,2025,37,-13,2082,-6,-5,10,43232
DATA,2026,38,-15,2083,-5,-4,10,43857
DATA,2027,35,-13,2072,-5,-4,10,44482
DATA,2028,37,-14,2074,-5,-3,10,45107
DATA,2029,36,-14,2081,-5,-3,10,45732
DATA,2030,36,-14,2078,-7,-4,11,46357
DATA,2031,35,-14,2073,-5,-3,10,46982
DATA,2032,38,-14,2080,-4,-3,11,47607
DATA,2033,36,-13,2080,-5,-3,11,48232
DATA,2034,35,-12,2074,-6,-3,10,48857
DATA,2035,36,-12,2077,-6,-5,9,49482
DATA,2036,38,-14,2083,-6,-4,11,50107
DATA,2037,36,-15,2078,-6,-4,9,50732
DATA,2038,35,-14,2074,-6,-4,10,51357
DATA,2039,35,-14,2081,-4,-3,11,51982
DATA,2040,36,-13,2083,-5,-4,11,52607
DATA,2041,34,-14,2073,-5,-4,10,53232
DATA,2042,36,-14,2076,-5,-3,11,53857
DATA,2043,38,-13,2084,-4,-4,9,54482
DATA,2044,36,-13,2077,-6,-3,10,55107
DATA,2045,35,-14,2075,-6,-2,10,55732
DATA,2046,37,-17,2082,-5,-3,8,56357
DATA,2047,37,-14,2080,-6,-5,10,56982
DATA,2048,36,-14,2075,-6,-5,10,57607
DATA,2049,38,-14,2080,-5,-4,10,58232
DATA,2050,36,-13,2083,-4,-5,10,58857
DATA,2051,36,-12,2075,-5,-4,9,59482
DATA,2052,34,-15,2073,-5,-4,10,60107
DATA,2053,37,-13,2079,-5,-4,10,60732
DATA,2054,36,-15,2081,-6,-4,10,61357
DATA,2055,38,-13,2072,-7,-4,10,61982
DATA,2056,37,-15,2075,-4,-3,10,62607
DATA,2057,38,-16,2082,-5,-4,11,63232
DATA,2058,36,-12,2076,-6,-3,9,63857
DATA,2059,34,-14,2073,-5,-3,8,64482
DATA,2060,35,-14,2079,-5,-3,10,65107
DATA,2061,35,-14,2080,-5,-4,11,196
DATA,2062,35,-13,2071,-5,-3,10,821
DATA,2063,35,-15,2077,-5,-4,10,1446
DATA,2064,36,-15,2080,-5,-4,11,2071
DATA,2065,36,-15,2075,-5,-3,10,2696
DATA,2066,37,-14,2075,-5,-5,11,3321
DATA,2067,37,-12,2079,-4,-4,10,3946
DATA,2068,35,-15,2079,-5,-4,9,4571
DATA,2069,36,-15,2072,-6,-5,11,5196
DATA,2070,38,-14,2078,-4,-4,10,5821
DATA,2071,38,-14,2078,-6,-5,11,6446
DATA,2072,35,-13,2070,-6,-4,10,7071
DATA,2073,35,-16,2075,-5,-3,10,7696
DATA,2074,37,-15,2081,-5,-4,10,8321
DATA,2075,38,-14,2076,-5,-3,11,8946
DATA,2076,36,-17,2072,-5,-3,10,9571
DATA,2077,37,-14,2076,-4,-5,9,10196
DATA,2078,37,-14,2077,-6,-4,11,10821
DATA,2079,37,-15,2072,-5,-4,10,11446
DATA,2080,35,-15,2076,-5,-3,10,12071
DATA,2081,37,-14,2078,-6,-3,11,12696
DATA,2082,36,-14,2073,-6,-4,10,13321
DATA,2083,33,-15,2073,-5,-3,10,13946
DATA,2084,36,-15,2079,-5,-4,10,14571
DATA,2085,36,-15,2077,-7,-4,10,15196
DATA,2086,35,-15,2075,-6,-3,9,15821
DATA,2087,36,-15,2079,-6,-3,10,16446
DATA,2088,38,-14,2081,-6,-6,10,17071
DATA,2089,36,-15,2074,-6,-3,10,17696
DATA,2090,37,-15,2075,-5,-4,11,18321
DATA,2091,38,-14,2080,-4,-4,10,18946
DATA,2092,37,-13,2079,-6,-4,11,19571
DATA,2093,35,-15,2077,-6,-4,9,20196
DATA,2094,37,-12,2084,-4,-4,11,20821
DATA,2095,39,-14,2082,-6,-4,10,21446
DATA,2096,36,-14,2073,-6,-3,9,22071
DATA,2097,37,-15,2077,-5,-3,11,22696
DATA,2098,37,-14,2082,-4,-4,9,23321
DATA,2099,37,-14,2077,-6,-2,9,23946
DATA,2100,35,-14,2076,-6,-3,10,24571
DATA,2101,35,-16,2081,-5,-2,9,25196
DATA,2102,38,-15,2083,-5,-3,10,25821
DATA,2103,36,-13,2076,-6,-4,10,26446
DATA,2104,38,-13,2078,-4,-5,11,27071
DATA,2105,38,-13,2084,-5,-3,11,27696
DATA,2106,34,-14,2076,-6,-3,11,28321
DATA,2107,35,-16,2077,-5,-4,10,28946
DATA,2108,36,-14,2081,-4,-4,11,29571
DATA,2109,37,-13,2081,-5,-3,11,30196
DATA,2110,36,-13,2075,-5,-3,10,30821
DATA,2111,35,-13,2080,-4,-3,10,31446
DATA,2112,38,-13,2079,-5,-4,10,32071
DATA,2113,34,-16,2076,-5,-4,10,32696
DATA,2114,37,-13,2076,-5,-4,11,33321
DATA,2115,39,-14,2081,-5,-4,10,33946
DATA,2116,38,-13,2079,-6,-4,10,34571
DATA,2117,35,-14,2073,-5,-4,10,35196
DATA,2118,39,-15,2079,-5,-4,9,35821
DATA,2119,39,-14,2081,-5,-4,10,36446
DATA,2120,35,-13,2076,-4,-4,10,37071
DATA,2121,37,-16,2076,-5,-4,8,37696
DATA,2122,36,-16,2085,-5,-3,9,38321
