header,index,a_x,a_y,a_z,g_x,g_y,g_z,timestamp
DATA,4984,-24,-106,2084,-33,22,82,57599
DATA,4985,-22,-106,2088,-92,-34,24,58224
DATA,4986,10,-120,2078,-145,-82,18,58849
DATA,4987,16,-131,2076,-185,-107,16,59474
DATA,4988,113,-188,2076,-196,-87,5,60099
DATA,4989,20,-217,2043,-145,-11,14,60724
DATA,4990,51,-209,2044,-81,-14,3,61349
DATA,4991,40,-199,2060,-38,-8,7,61974
DATA,4992,44,-187,2064,-15,-5,8,62599
DATA,4993,41,-179,2062,-4,-1,12,63224
DATA,4994,41,-178,2064,4,0,11,63849
DATA,4995,41,-172,2070,9,1,11,64474
DATA,4996,38,-146,2076,-8,2,8,65099
DATA,4997,43,-128,2083,-51,2,8,188
DATA,4998,42,-120,2099,-113,4,17,813
DATA,4999,53,-116,2103,-193,1,30,1438
DATA,5000,50,-114,2098,-293,-1,87,2063
DATA,5001,10,-150,2084,-361,-16,92,2688
DATA,5002,40,-163,2085,-401,-26,64,3313
DATA,5003,43,-207,2065,-426,-14,50,3938
DATA,5004,28,-259,2044,-390,-13,32,4563
DATA,5005,37,-248,2058,-341,-11,17,5188
DATA,5006,38,-224,2067,-336,-8,17,5813
DATA,5007,37,-226,2067,-352,-7,18,6438
DATA,5008,37,-234,2070,-374,-8,17,7063
DATA,5009,39,-264,2059,-380,-7,19,7688
DATA,5010,35,-307,2034,-341,-6,19,8313
DATA,5011,35,-313,2038,-272,-5,17,8938
DATA,5012,37,-299,2050,-226,-6,13,9563
DATA,5013,37,-296,2049,-199,-5,14,10188
DATA,5014,36,-278,2059,-194,-7,16,10813
DATA,5015,37,-280,2060,-201,-8,17,11438
DATA,5016,39,-286,2059,-210,-8,21,12063
DATA,5017,41,-299,2051,-212,-9,27,12688
DATA,5018,59,-290,2062,-223,-13,62,13313
DATA,5019,70,-273,2078,-279,-34,186,13938
DATA,5020,28,-320,2044,-311,-45,240,14563
DATA,5021,34,-360,2028,-256,-29,166,15188
DATA,5022,39,-383,2025,-184,-26,158,15813
DATA,5023,25,-390,2016,-82,-14,89,16438
DATA,5024,35,-338,2041,-18,-3,41,17063
DATA,5025,37,-312,2057,-25,-3,29,17688
DATA,5026,34,-304,2065,-52,-2,15,18313
DATA,5027,35,-314,2056,-82,-5,10,18938
DATA,5028,41,-329,2051,-94,-5,17,19563
DATA,5029,41,-336,2050,-97,-6,28,20188
DATA,5030,52,-339,2052,-103,-10,57,20813
DATA,5031,44,-338,2045,-112,-15,82,21438
DATA,5032,56,-345,2050,-121,-20,70,22063
DATA,5033,54,-370,2042,-113,-16,40,22688
DATA,5034,29,-378,2026,-75,-11,18,23313
DATA,5035,2,-346,2038,-24,-5,4,23938
DATA,5036,25,-322,2060,-21,-4,6,24563
DATA,5037,31,-297,2070,-68,-5,3,25188
DATA,5038,32,-282,2079,-152,-9,1,25813
DATA,5039,34,-298,2075,-240,-11,3,26438
DATA,5040,45,-330,2063,-299,-10,6,27063
DATA,5041,40,-350,2048,-330,-11,9,27688
DATA,5042,39,-379,2039,-340,-11,8,28313
DATA,5043,44,-427,2019,-304,-9,9,28938
DATA,5044,41,-455,2006,-216,-7,9,29563
DATA,5045,42,-451,2004,-120,-4,5,30188
DATA,5046,44,-417,2028,-58,-2,2,30813
DATA,5047,42,-387,2044,-43,0,5,31438
DATA,5048,39,-362,2050,-67,-1,3,32063
DATA,5049,39,-353,2061,-112,-2,6,32688
DATA,5050,39,-337,2071,-186,-3,5,33313
DATA,5051,38,-355,2057,-268,-7,5,33938
DATA,5052,41,-390,2038,-309,-7,9,34563
DATA,5053,43,-418,2032,-315,-7,11,35188
DATA,5054,39,-434,2026,-299,-7,14,35813
DATA,5055,43,-462,2005,-268,-3,12,36438
DATA,5056,42,-468,2012,-216,-2,17,37063
DATA,5057,44,-455,2023,-170,-2,20,37688
DATA,5058,35,-442,2021,-153,-1,19,38313
DATA,5059,36,-432,2029,-157,-3,18,38938
DATA,5060,38,-430,2037,-181,-4,18,39563
DATA,5061,33,-438,2033,-193,-5,14,40188
DATA,5062,39,-424,2034,-226,-8,10,40813
DATA,5063,36,-453,2027,-255,-7,9,41438
DATA,5064,43,-466,2026,-258,-9,11,42063
DATA,5065,38,-490,2006,-245,-6,10,42688
DATA,5066,38,-520,1994,-201,-8,9,43313
DATA,5067,40,-529,1994,-134,-7,9,43938
DATA,5068,37,-519,1999,-65,-8,5,44563
DATA,5069,40,-495,2004,-31,-7,4,45188
DATA,5070,40,-507,2004,-2,-8,3,45813
DATA,5071,44,-511,2003,44,-8,3,46438
DATA,5072,42,-496,2003,84,-7,6,47063
DATA,5073,39,-452,2029,81,-6,2,47688
DATA,5074,43,-425,2052,11,-7,0,48313
DATA,5075,-2,-526,2039,-81,4,-62,48938
DATA,5076,66,-470,2003,-143,26,-189,49563
DATA,5077,77,-413,2014,-92,16,-63,50188
DATA,5078,46,-484,2014,-60,1,11,50813
DATA,5079,39,-475,2014,-56,2,15,51438
DATA,5080,42,-456,2030,-87,2,13,52063
DATA,5081,40,-487,2018,-106,1,16,52688
DATA,5082,41,-487,2016,-106,0,13,53313
DATA,5083,40,-497,2007,-103,-2,17,53938
DATA,5084,41,-511,2004,-82,-2,14,54563
DATA,5085,41,-508,2007,-60,-2,12,55188
DATA,5086,41,-505,2003,-40,-4,14,55813
DATA,5087,41,-500,2009,-28,-3,14,56438
DATA,5088,42,-501,2015,-23,-5,12,57063
DATA,5089,38,-494,2010,-18,-4,15,57688
DATA,5090,39,-475,2023,-36,-4,12,58313
DATA,5091,38,-491,2018,-61,-5,13,58938
DATA,5092,42,-505,2007,-57,-5,15,59563
DATA,5093,40,-485,2014,-60,-5,11,60188
DATA,5094,40,-492,2015,-73,-5,10,60813
DATA,5095,44,-495,2017,-82,-5,12,61438
DATA,5096,43,-504,2006,-86,-5,13,62063
DATA,5097,43,-522,1999,-73,-4,13,62688
DATA,5098,45,-521,2006,-47,-4,13,63313
DATA,5099,43,-517,2005,-32,-3,13,63938
DATA,5100,43,-513,2005,-21,-3,14,64563
DATA,5101,43,-508,2015,-18,-2,17,65188
DATA,5102,42,-505,2016,-21,-1,15,277
DATA,5103,39,-498,2014,-32,-3,14,902
DATA,5104,41,-499,2014,-45,-2,15,1527
DATA,5105,42,-497,2024,-63,-3,15,2152
DATA,5106,41,-499,2017,-81,-3,14,2777
DATA,5107,42,-500,2013,-97,-4,13,3402
DATA,5108,39,-514,2010,-106,-4,15,4027
DATA,5109,42,-524,2008,-97,-4,15,4652
DATA,5110,41,-520,2003,-91,-4,16,5277
DATA,5111,38,-527,2007,-83,-3,17,5902
DATA,5112,40,-543,2002,-68,-4,16,6527
DATA,5113,39,-553,1991,-33,-3,16,7152
DATA,5114,37,-557,1986,14,-3,18,7777
DATA,5115,43,-556,1995,61,-3,17,8402
DATA,5116,42,-549,1997,104,-2,16,9027
DATA,5117,37,-524,2003,128,-4,16,9652
DATA,5118,39,-509,2012,127,-5,14,10277
DATA,5119,40,-509,2016,118,-7,13,10902
DATA,5120,40,-501,2013,107,-5,10,11527
DATA,5121,41,-506,2010,98,-7,12,12152
DATA,5122,42,-509,2013,101,-6,13,12777
DATA,5123,42,-496,2018,96,-4,11,13402
DATA,5124,41,-492,2013,85,-4,10,14027
DATA,5125,44,-506,2013,85,-3,12,14652
DATA,5126,44,-504,2016,94,-3,12,15277
DATA,5127,40,-498,2009,98,-2,10,15902
DATA,5128,42,-510,2004,114,-1,10,16527
DATA,5129,44,-524,2006,154,0,11,17152
DATA,5130,41,-505,2007,191,0,10,17777
DATA,5131,36,-499,2004,213,1,11,18402
DATA,5132,42,-499,2008,242,-1,10,19027
DATA,5133,42,-505,2008,277,-1,12,19652
DATA,5134,38,-510,1995,330,-1,10,20277
DATA,5135,41,-511,1993,402,-2,12,20902
DATA,5136,41,-492,2006,473,-2,14,21527
DATA,5137,38,-470,2010,525,-2,13,22152
DATA,5138,35,-451,2013,565,-2,14,22777
DATA,5139,32,-422,2028,588,-4,10,23402
DATA,5140,40,-380,2050,572,-4,5,24027
DATA,5141,39,-357,2049,529,-4,8,24652
DATA,5142,37,-358,2048,487,-5,5,25277
DATA,5143,37,-354,2052,471,-5,4,25902
DATA,5144,44,-355,2045,462,-6,5,26527
DATA,5145,34,-348,2040,458,-6,4,27152
DATA,5146,45,-324,2057,443,-4,3,27777
DATA,5147,44,-319,2057,423,-2,7,28402
DATA,5148,45,-314,2050,414,-1,7,29027
DATA,5149,43,-296,2056,403,-1,7,29652
DATA,5150,40,-293,2064,382,1,10,30277
DATA,5151,37,-290,2056,372,-1,8,30902
DATA,5152,41,-279,2057,365,0,8,31527
DATA,5153,40,-272,2064,349,-1,7,32152
DATA,5154,42,-273,2061,342,0,9,32777
DATA,5155,39,-271,2055,343,-2,7,33402
DATA,5156,35,-296,2041,371,-1,7,34027
DATA,5157,44,-345,2018,464,-4,7,34652
DATA,5158,35,-366,1996,629,-2,4,35277
DATA,5159,44,-301,2017,786,3,3,35902
DATA,5160,50,-200,2061,846,5,1,36527
DATA,5161,44,-96,2112,774,3,22,37152
DATA,5162,87,-37,2134,591,-5,165,37777
DATA,5163,15,-90,2095,450,-13,216,38402
DATA,5164,27,-76,2111,372,-10,144,39027
DATA,5165,33,-97,2089,288,-12,127,39652
DATA,5166,29,-90,2091,240,-9,98,40277
DATA,5167,26,-96,2091,193,-6,62,40902
DATA,5168,37,-134,2068,176,-7,48,41527
DATA,5169,31,-181,2038,235,-7,33,42152
DATA,5170,39,-167,2048,318,-3,26,42777
DATA,5171,38,-152,2052,385,-4,26,43402
DATA,5172,43,-111,2065,427,-2,28,44027
DATA,5173,49,-64,2085,416,2,48,44652
DATA,5174,37,-28,2108,354,4,115,45277
DATA,5175,40,-38,2098,270,-3,202,45902
DATA,5176,55,-46,2081,225,-3,182,46527
DATA,5177,35,-32,2085,203,1,103,47152
DATA,5178,36,1,2108,152,2,58,47777
DATA,5179,28,0,2099,62,8,47,48402
DATA,5180,38,-45,2084,19,5,32,49027
DATA,5181,51,-73,2074,25,21,26,49652
DATA,5182,52,-76,2063,56,52,16,50277
DATA,5183,47,-84,2058,95,76,10,50902
DATA,5184,42,-78,2064,139,87,9,51527
DATA,5185,37,-55,2074,159,95,9,52152
DATA,5186,29,-27,2083,151,99,16,52777
DATA,5187,25,-15,2090,119,102,20,53402
DATA,5188,4,-31,2075,93,86,31,54027
DATA,5189,4,-42,2067,100,54,31,54652
DATA,5190,19,-40,2070,115,40,32,55277
DATA,5191,28,-36,2079,122,43,31,55902
DATA,5192,31,-31,2077,128,61,19,56527
DATA,5193,16,-21,2075,130,68,16,57152
DATA,5194,18,-11,2088,118,62,25,57777
DATA,5195,13,-4,2090,96,61,28,58402
DATA,5196,19,-1,2080,70,65,34,59027
DATA,5197,42,11,2096,31,59,85,59652
DATA,5198,32,-10,2090,-4,65,158,60277
DATA,5199,-2,-32,2067,3,70,160,60902
DATA,5200,14,-15,2078,23,74,131,61527
DATA,5201,44,-20,2082,25,131,90,62152
DATA,5202,18,-40,2073,45,153,123,62777
DATA,5203,-36,-38,2053,85,140,135,63402
DATA,5204,-41,-1,2076,107,116,63,64027
DATA,5205,-19,26,2097,77,91,41,64652
DATA,5206,4,32,2097,24,86,64,65277
DATA,5207,-16,25,2090,-31,85,93,366
DATA,5208,-46,12,2088,-65,66,78,991
DATA,5209,-28,15,2091,-85,41,52,1616
DATA,5210,-17,10,2085,-120,29,72,2241
DATA,5211,-27,4,2086,-146,14,88,2866
DATA,5212,-26,6,2093,-177,-2,88,3491
DATA,5213,-25,2,2086,-212,-20,90,4116
DATA,5214,-31,-10,2082,-243,-44,109,4741
DATA,5215,-16,-35,2081,-251,-68,123,5366
DATA,5216,-24,-31,2081,-258,-72,114,5991
DATA,5217,-76,-42,2066,-235,-75,25,6616
DATA,5218,-70,26,2099,-271,-140,-74,7241
DATA,5219,-3,-8,2105,-376,-188,-17,7866
DATA,5220,10,-60,2078,-404,-167,-44,8491
DATA,5221,22,-108,2059,-373,-141,-47,9116
DATA,5222,17,-124,2061,-315,-121,-43,9741
DATA,5223,19,-133,2057,-254,-105,-26,10366
DATA,5224,-52,-114,2045,-217,-186,50,10991
DATA,5225,30,-92,2078,-193,-189,-10,11616
DATA,5226,58,-90,2093,-190,-113,-90,12241
DATA,5227,37,-114,2070,-211,-101,2,12866
DATA,5228,14,-132,2054,-176,-106,-5,13491
DATA,5229,43,-135,2071,-148,-100,12,14116
DATA,5230,37,-134,2067,-116,-78,15,14741
DATA,5231,41,-128,2065,-94,-54,3,15366
DATA,5232,27,-128,2068,-81,-43,6,15991
DATA,5233,25,-130,2071,-68,-55,16,16616
DATA,5234,43,-124,2070,-59,-44,16,17241
DATA,5235,31,-130,2067,-53,-34,11,17866
DATA,5236,33,-134,2072,-42,-37,19,18491
DATA,5237,42,-125,2074,-33,-28,12,19116
DATA,5238,39,-119,2073,-35,-13,0,19741
DATA,5239,30,-123,2076,-39,-10,-3,20366
DATA,5240,27,-123,2077,-46,-20,2,20991
DATA,5241,26,-121,2069,-52,-33,7,21616
DATA,5242,37,-126,2073,-55,-34,8,22241
DATA,5243,40,-135,2077,-51,-28,5,22866
DATA,5244,41,-138,2069,-42,-22,7,23491
DATA,5245,37,-139,2065,-29,-17,8,24116
DATA,5246,40,-139,2076,-19,-14,9,24741
DATA,5247,37,-130,2076,-16,-10,9,25366
DATA,5248,32,-130,2070,-20,-6,10,25991
DATA,5249,32,-133,2073,-18,-13,7,26616
DATA,5250,38,-131,2078,-17,-13,11,27241
DATA,5251,38,-132,2072,-15,-7,8,27866
DATA,5252,34,-134,2070,-14,-6,9,28491
DATA,5253,34,-134,2075,-11,-10,10,29116
DATA,5254,38,-130,2073,-13,-8,10,29741
DATA,5255,35,-132,2068,-14,-5,7,30366
DATA,5256,33,-131,2074,-13,-8,9,30991
DATA,5257,37,-132,2075,-14,-10,10,31616
DATA,5258,39,-133,2069,-15,-7,9,32241
DATA,5259,37,-135,2070,-13,-7,9,32866
DATA,5260,38,-136,2075,-11,-8,9,33491
DATA,5261,41,-137,2072,-11,-4,10,34116
DATA,5262,36,-133,2067,-9,-4,10,34741
DATA,5263,37,-135,2074,-8,-6,10,35366
DATA,5264,38,-135,2074,-7,-4,10,35991
DATA,5265,36,-133,2068,-8,-4,10,36616
DATA,5266,36,-135,2070,-7,-5,10,37241
DATA,5267,39,-135,2072,-8,-5,11,37866
DATA,5268,38,-133,2069,-8,-3,9,38491
DATA,5269,37,-134,2068,-7,-4,8,39116
DATA,5270,37,-137,2075,-7,-5,11,39741
DATA,5271,36,-133,2072,-7,-3,10,40366
DATA,5272,37,-133,2065,-8,-4,11,40991
DATA,5273,37,-135,2069,-7,-5,11,41616
DATA,5274,37,-135,2075,-7,-4,10,42241
DATA,5275,35,-132,2067,-7,-5,11,42866
DATA,5276,35,-136,2065,-7,-3,9,43491
DATA,5277,38,-135,2071,-7,-3,11,44116
DATA,5278,36,-136,2068,-6,-4,10,44741
DATA,5279,36,-134,2066,-7,-4,9,45366
DATA,5280,38,-133,2070,-7,-5,10,45991
DATA,5281,39,-135,2073,-7,-3,9,46616
DATA,5282,37,-135,2069,-7,-4,10,47241
DATA,5283,37,-135,2066,-7,-4,9,47866
DATA,5284,40,-136,2072,-6,-5,12,48491
DATA,5285,36,-135,2071,-6,-5,9,49116
DATA,5286,36,-135,2068,-7,-5,10,49741
DATA,5287,39,-136,2073,-6,-5,10,50366
DATA,5288,37,-136,2075,-6,-3,10,50991
DATA,5289,36,-136,2066,-6,-3,10,51616
DATA,5290,37,-135,2068,-6,-4,10,52241
DATA,5291,40,-137,2075,-6,-4,8,52866
DATA,5292,38,-136,2072,-6,-3,11,53491
DATA,5293,36,-133,2068,-7,-4,9,54116
DATA,5294,38,-134,2074,-6,-5,11,54741
DATA,5295,39,-137,2075,-6,-4,10,55366
DATA,5296,35,-135,2069,-6,-4,10,55991
DATA,5297,37,-135,2069,-6,-4,11,56616
DATA,5298,40,-136,2076,-6,-3,10,57241
DATA,5299,37,-136,2074,-7,-3,10,57866
DATA,5300,35,-134,2068,-7,-4,10,58491
DATA,5301,38,-137,2078,-6,-4,10,59116
DATA,5302,39,-135,2079,-6,-3,12,59741
DATA,5303,37,-135,2070,-6,-3,11,60366
DATA,5304,37,-135,2075,-6,-4,10,60991
DATA,5305,39,-137,2078,-6,-3,11,61616
DATA,5306,38,-134,2072,-6,-3,11,62241
DATA,5307,37,-135,2067,-7,-5,11,62866
DATA,5308,38,-137,2076,-6,-6,9,63491
DATA,5309,40,-136,2076,-5,-3,10,64116
DATA,5310,36,-135,2071,-5,-3,10,64741
DATA,5311,38,-135,2074,-6,-5,11,65366
DATA,5312,39,-137,2076,-6,-4,8,455
DATA,5313,37,-135,2072,-6,-3,9,1080
DATA,5314,35,-133,2069,-6,-5,9,1705
DATA,5315,40,-135,2078,-6,-5,10,2330
DATA,5316,40,-136,2076,-7,-3,10,2955
DATA,5317,37,-134,2069,-5,-5,9,3580
DATA,5318,38,-134,2073,-5,-4,11,4205
DATA,5319,37,-137,2075,-6,-5,10,4830
DATA,5320,35,-135,2072,-6,-4,9,5455
DATA,5321,38,-134,2069,-6,-5,10,6080
DATA,5322,38,-134,2076,-6,-3,11,6705
DATA,5323,36,-136,2075,-5,-4,10,7330
DATA,5324,38,-138,2072,-6,-4,10,7955
DATA,5325,40,-139,2075,-7,-4,10,8580
DATA,5326,37,-137,2076,-6,-4,11,9205
DATA,5327,37,-133,2071,-5,-3,9,9830
DATA,5328,36,-136,2075,-6,-4,11,10455
DATA,5329,40,-137,2075,-6,-4,9,11080
DATA,5330,39,-137,2073,-6,-5,9,11705
DATA,5331,36,-137,2071,-5,-3,10,12330
DATA,5332,38,-137,2076,-6,-4,9,12955
DATA,5333,38,-137,2075,-6,-3,10,13580
DATA,5334,39,-137,2071,-6,-3,11,14205
DATA,5335,37,-136,2075,-6,-4,10,14830
DATA,5336,38,-137,2075,-5,-4,10,15455
DATA,5337,39,-135,2072,-5,-4,9,16080
DATA,5338,36,-133,2068,-5,-4,11,16705
DATA,5339,39,-136,2075,-6,-4,11,17330
DATA,5340,38,-132,2075,-5,-4,8,17955
DATA,5341,36,-133,2068,-6,-4,10,18580
DATA,5342,39,-138,2073,-6,-5,11,19205
DATA,5343,39,-137,2075,-6,-3,9,19830
DATA,5344,37,-138,2069,-6,-4,10,20455
DATA,5345,38,-137,2072,-6,-4,9,21080
DATA,5346,40,-137,2076,-5,-4,10,21705
DATA,5347,36,-136,2073,-6,-4,10,22330
DATA,5348,36,-135,2070,-7,-3,10,22955
DATA,5349,39,-137,2076,-7,-5,11,23580
DATA,5350,38,-136,2078,-6,-4,11,24205
DATA,5351,37,-134,2071,-5,-3,11,24830
DATA,5352,39,-135,2074,-5,-5,10,25455
DATA,5353,39,-137,2077,-5,-4,12,26080
DATA,5354,39,-134,2071,-7,-4,9,26705
DATA,5355,39,-135,2069,-7,-4,9,27330
DATA,5356,38,-135,2076,-5,-4,10,27955
DATA,5357,38,-136,2075,-5,-4,12,28580
DATA,5358,44,-139,2067,-4,-2,12,29205
DATA,5359,39,-152,2065,11,7,12,29830
DATA,5360,49,-139,2074,28,17,9,30455
DATA,5361,33,-134,2070,25,20,15,31080
DATA,5362,33,-149,2061,29,5,43,31705
DATA,5363,21,-149,2062,59,-16,41,32330
DATA,5364,48,-101,2090,48,-12,39,32955
DATA,5365,15,-92,2082,0,-4,8,33580
DATA,5366,22,-108,2083,-41,-29,1,34205
DATA,5367,59,-146,2071,-54,-17,5,34830
DATA,5368,39,-169,2047,-11,-5,4,35455
DATA,5369,44,-155,2057,36,-5,16,36080
DATA,5370,39,-133,2076,54,1,15,36705
DATA,5371,31,-110,2082,39,0,11,37330
DATA,5372,26,-95,2079,0,-1,3,37955
DATA,5373,28,-97,2084,-42,-9,-12,38580
DATA,5374,32,-108,2085,-81,-12,-22,39205
DATA,5375,40,-129,2071,-96,-9,-30,39830
DATA,5376,43,-161,2054,-83,-9,-24,40455
DATA,5377,51,-186,2053,-33,-7,-3,41080
DATA,5378,51,-161,2059,15,8,5,41705
DATA,5379,44,-137,2067,38,22,-9,42330
DATA,5380,45,-133,2073,33,41,-10,42955
DATA,5381,28,-144,2066,38,29,-2,43580
DATA,5382,39,-132,2069,44,23,5,44205
DATA,5383,43,-132,2071,45,36,-2,44830
DATA,5384,49,-129,2080,44,53,-2,45455
DATA,5385,37,-119,2073,34,67,-5,46080
DATA,5386,28,-108,2075,17,67,-13,46705
DATA,5387,28,-103,2088,-15,66,-19,47330
DATA,5388,43,-109,2087,-49,83,-30,47955
DATA,5389,71,-104,2087,-75,120,-39,48580
DATA,5390,52,-124,2078,-107,174,-16,49205
DATA,5391,-21,-192,2043,-68,185,-57,49830
DATA,5392,-66,-250,2005,63,106,-86,50455
DATA,5393,34,-198,2042,194,58,-65,51080
DATA,5394,114,-109,2104,211,135,-12,51705
DATA,5395,108,-67,2118,143,268,17,52330
DATA,5396,32,24,2065,135,395,-2,52955
DATA,5397,-13,257,1861,725,570,259,53580
DATA,5398,-111,-157,2143,953,467,279,54205
DATA,5399,-183,-294,2187,857,254,71,54830
DATA,5400,-73,-264,2171,553,108,-48,55455
DATA,5401,-20,-85,2192,246,-30,-95,56080
DATA,5402,9,11,2140,101,-95,-70,56705
DATA,5403,27,3,2176,115,-86,-28,57330
DATA,5404,68,-34,2216,203,-139,1,57955
DATA,5405,75,-49,2213,244,-161,-29,58580
DATA,5406,66,4,2202,224,-226,-7,59205
DATA,5407,2,1,2112,191,-319,9,59830
DATA,5408,-31,-18,2028,205,-357,-13,60455
DATA,5409,-52,-19,2037,234,-335,-16,61080
DATA,5410,-37,-15,2047,256,-259,-47,61705
DATA,5411,-44,39,2062,282,-233,-100,62330
DATA,5412,-24,52,2058,300,-223,-181,62955
DATA,5413,-13,57,2089,291,-187,-228,63580
DATA,5414,17,72,2056,344,-125,-241,64205
DATA,5415,18,67,2055,410,-41,-250,64830
DATA,5416,29,68,2055,450,7,-255,65455
DATA,5417,37,68,2034,585,0,-216,544
DATA,5418,14,53,2052,769,-5,-204,1169
DATA,5419,12,55,2075,896,-52,-256,1794
DATA,5420,4,91,2062,924,-83,-284,2419
DATA,5421,-18,111,2059,852,-88,-285,3044
DATA,5422,-31,126,2048,720,-69,-271,3669
DATA,5423,-15,118,2038,520,-2,-217,4294
DATA,5424,-3,138,2085,330,8,-144,4919
DATA,5425,20,163,2096,192,62,-58,5544
DATA,5426,30,159,2124,164,54,-4,6169
DATA,5427,40,168,2139,233,50,-43,6794
DATA,5428,31,191,2161,364,28,-108,7419
DATA,5429,38,200,2187,487,-29,-162,8044
DATA,5430,73,225,2164,641,-98,-178,8669
DATA,5431,146,223,2195,810,-113,-149,9294
DATA,5432,75,204,2172,835,-172,-72,9919
DATA,5433,24,165,2127,773,-220,-106,10544
DATA,5434,-22,173,2042,585,-198,-122,11169
DATA,5435,-35,201,1999,400,-126,-177,11794
DATA,5436,-6,268,1914,264,18,-201,12419
DATA,5437,15,315,1932,265,132,-164,13044
DATA,5438,22,324,1957,305,174,-101,13669
DATA,5439,30,290,2009,321,185,-86,14294
DATA,5440,57,283,2012,346,161,-86,14919
DATA,5441,45,293,1995,440,101,-87,15544
DATA,5442,17,292,2015,539,48,-117,16169
DATA,5443,18,309,2010,630,7,-134,16794
DATA,5444,34,300,2025,616,1,-128,17419
DATA,5445,14,310,2036,481,1,-73,18044
DATA,5446,-3,350,1980,358,38,21,18669
DATA,5447,0,381,1955,348,99,152,19294
DATA,5448,-41,397,1955,401,137,158,19919
DATA,5449,-50,435,1934,541,181,145,20544
DATA,5450,-49,441,1955,649,236,131,21169
DATA,5451,-53,468,2000,693,239,116,21794
DATA,5452,-39,472,2000,674,204,150,22419
DATA,5453,-48,430,2044,610,113,146,23044
DATA,5454,-15,432,2105,495,-32,82,23669
DATA,5455,20,480,2110,351,-168,33,24294
DATA,5456,39,505,2063,286,-215,41,24919
DATA,5457,26,482,2041,247,-186,92,25544
DATA,5458,-5,441,2056,240,-128,124,26169
DATA,5459,-10,417,2071,254,-79,134,26794
DATA,5460,-37,404,2078,291,-84,136,27419
DATA,5461,-25,437,2114,354,-80,135,28044
DATA,5462,-8,489,2106,396,-42,128,28669
DATA,5463,-61,513,2058,402,-13,91,29294
DATA,5464,-32,602,1999,352,53,118,29919
DATA,5465,2,658,1966,281,118,222,30544
DATA,5466,28,664,1958,205,119,184,31169
DATA,5467,36,659,1979,151,104,139,31794
DATA,5468,-4,584,1993,168,89,158,32419
DATA,5469,-18,531,1990,224,64,128,33044
DATA,5470,0,527,1977,264,101,111,33669
DATA,5471,8,533,1977,338,180,122,34294
DATA,5472,-21,557,2017,430,218,154,34919
DATA,5473,19,564,2065,467,230,166,35544
DATA,5474,34,595,2081,446,229,161,36169
DATA,5475,74,667,2035,435,204,146,36794
DATA,5476,72,707,2046,444,178,155,37419
DATA,5477,52,678,2056,463,122,126,38044
DATA,5478,31,672,2048,542,48,57,38669
DATA,5479,18,672,2050,591,4,58,39294
DATA,5480,19,687,2039,615,0,67,39919
DATA,5481,21,706,1980,658,56,89,40544
DATA,5482,-5,672,1968,680,128,135,41169
DATA,5483,-52,633,1979,674,132,152,41794
DATA,5484,-78,659,1970,668,100,129,42419
DATA,5485,-48,716,1918,658,83,104,43044
DATA,5486,4,798,1842,652,109,97,43669
DATA,5487,13,820,1837,685,152,117,44294
DATA,5488,18,789,1849,634,194,155,44919
DATA,5489,17,771,1825,536,217,159,45544
DATA,5490,-26,767,1823,440,240,156,46169
DATA,5491,-45,756,1796,450,296,182,46794
DATA,5492,-34,768,1783,560,340,187,47419
DATA,5493,-35,761,1812,676,346,193,48044
DATA,5494,-63,738,1878,729,287,197,48669
DATA,5495,-50,783,1928,730,175,149,49294
DATA,5496,-11,864,1926,679,85,101,49919
DATA,5497,-37,950,1926,585,38,72,50544
DATA,5498,-36,1001,1905,525,18,89,51169
DATA,5499,-54,1034,1886,509,36,110,51794
DATA,5500,-49,1000,1870,491,88,137,52419
DATA,5501,-45,961,1840,494,158,157,53044
DATA,5502,-53,947,1798,586,253,206,53669
DATA,5503,-106,931,1818,658,320,256,54294
DATA,5504,-117,946,1873,694,351,231,54919
DATA,5505,-79,990,1894,786,426,207,55544
DATA,5506,-50,1000,1874,835,510,222,56169
DATA,5507,-59,972,1876,783,484,160,56794
DATA,5508,-95,1002,1863,706,418,90,57419
DATA,5509,-88,1030,1845,597,400,61,58044
DATA,5510,-69,1053,1815,590,387,68,58669
DATA,5511,-92,1043,1809,563,340,107,59294
DATA,5512,-102,1014,1751,487,244,121,59919
DATA,5513,-96,1009,1683,445,178,114,60544
DATA,5514,-111,1005,1686,433,168,131,61169
DATA,5515,-134,1021,1715,440,160,129,61794
DATA,5516,-129,1054,1766,483,129,112,62419
DATA,5517,-102,1108,1772,531,109,115,63044
DATA,5518,-119,1134,1759,505,75,106,63669
DATA,5519,-149,1183,1742,444,43,88,64294
DATA,5520,-163,1189,1695,339,30,84,64919
DATA,5521,-177,1187,1657,194,63,68,8
DATA,5522,-175,1205,1636,116,92,31,633
DATA,5523,-161,1224,1646,122,141,-2,1258
DATA,5524,-160,1215,1689,118,187,-17,1883
DATA,5525,-159,1195,1714,68,225,-29,2508
DATA,5526,-136,1185,1712,27,243,-37,3133
DATA,5527,-139,1177,1696,13,226,-35,3758
DATA,5528,-134,1182,1694,11,195,-3,4383
DATA,5529,-130,1187,1713,-18,152,30,5008
DATA,5530,-127,1179,1699,-72,131,74,5633
DATA,5531,-178,1151,1656,-108,150,98,6258
DATA,5532,-177,1125,1635,-93,191,109,6883
DATA,5533,-163,1097,1630,13,233,122,7508
DATA,5534,-176,1086,1664,136,249,134,8133
